current_allocated_disk_space,unused_allocated_disk_space,total_downtime,original_value
28.0,0,0,28.0
5028.0,964.0,1,992.0
5028.0,4036.0,1,992.0
5028.0,3068.0,1,1960.0
5028.0,3068.0,1,1960.0
5028.0,2104.0,1,2924.0
5028.0,2104.0,1,2924.0
5028.0,1144.0,1,3884.0
10028.0,220.0,2,5248.0
10028.0,4780.0,2,5248.0
10028.0,3816.0,2,6212.0
10028.0,3816.0,2,6212.0
10028.0,2856.0,2,7172.0
10028.0,2856.0,2,7172.0
10028.0,1896.0,2,8132.0
10028.0,1896.0,2,8132.0
10028.0,932.0,2,9096.0
15028.0,28.0,3,10056.0
15028.0,4972.0,3,10056.0
15028.0,4012.0,3,11016.0
15028.0,4012.0,3,11016.0
15028.0,3048.0,3,11980.0
15028.0,3048.0,3,11980.0
15028.0,2088.0,3,12940.0
15028.0,2088.0,3,12940.0
15028.0,1128.0,3,13900.0
15028.0,164.0,3,14864.0
15028.0,164.0,3,14864.0
20028.0,796.0,4,15824.0
20028.0,3087.851999999999,4,16940.148
20028.0,2268.708999999999,4,17759.291
20028.0,2171.779999999999,4,17856.22
20028.0,1342.0720000000001,4,18685.928
20028.0,1245.6719999999987,4,18782.328
20028.0,423.8869999999988,4,19604.113
25028.0,640.2200000000012,5,20668.22
25028.0,4464.763999999999,5,20563.236
25028.0,3641.3950000000004,5,21386.605
25028.0,3507.0939999999973,5,21520.906000000003
25028.0,2686.630000000001,5,22341.37
25028.0,2589.965,5,22438.035
25028.0,1762.5020000000004,5,23265.498
25028.0,1666.7620000000024,5,23361.237999999998
25028.0,837.3179999999993,5,24190.682
30028.0,227.97899999999936,6,25255.979
30028.0,4878.458999999999,6,25149.541
30028.0,4053.6370000000024,6,25974.362999999998
30028.0,3919.2050000000017,6,26108.795
30028.0,3096.8929999999964,6,26931.107000000004
30028.0,3001.0200000000004,6,27026.98
30028.0,2170.6500000000015,6,27857.35
30028.0,2074.6460000000006,6,27953.354
30028.0,1244.5429999999978,6,28783.457000000002
30028.0,175.81200000000172,6,29852.188
30028.0,284.8899999999994,6,29743.11
35028.0,538.2129999999997,7,30566.213
35028.0,4327.220000000001,7,30700.78
35028.0,3498.9670000000006,7,31529.033
35028.0,3401.7729999999974,7,31626.227000000003
35028.0,2571.5370000000003,7,32456.463
35028.0,2475.4000000000015,7,32552.6
35028.0,1647.6699999999983,7,33380.33
35028.0,572.6050000000032,7,34455.395
35028.0,681.2900000000009,7,34346.71
40028.0,142.34799999999814,8,35170.348
40028.0,4722.690000000002,8,35305.31
40028.0,3896.417999999998,8,36131.582
40028.0,3800.1500000000015,8,36227.85
40028.0,2963.3120000000054,8,37064.687999999995
40028.0,2867.042999999998,8,37160.957
40028.0,2038.523000000001,8,37989.477
40028.0,965.9649999999965,8,39062.035
40028.0,1075.4379999999946,8,38952.562000000005
40028.0,245.4649999999965,8,39782.535
40028.0,109.3159999999989,8,39918.684
45028.0,716.9570000000022,9,40744.957
45028.0,4186.245999999999,9,40841.754
45028.0,3351.652000000002,9,41676.348
45028.0,3255.9100000000035,9,41772.09
45028.0,2420.790000000001,9,42607.21
45028.0,1345.984000000004,9,43682.015999999996
45028.0,1457.0429999999978,9,43570.957
45028.0,629.976999999999,9,44398.023
45028.0,494.48999999999796,9,44533.51
50028.0,339.1840000000011,10,45367.184
50028.0,4563.625,10,45464.375
50028.0,3729.6900000000023,10,46298.31
50028.0,2651.980000000003,10,47376.02
50028.0,2762.777000000002,10,47265.223
50028.0,1929.1100000000006,10,48098.89
50028.0,1791.6370000000024,10,48236.363
50028.0,962.4570000000022,10,49065.543
50028.0,865.5270000000019,10,49162.473
50028.0,22.87999999999738,10,50005.12
55028.0,72.46499999999651,11,50100.465
55028.0,4093.470000000001,11,50934.53
55028.0,3015.5620000000054,11,52012.437999999995
55028.0,3127.015999999996,11,51900.984000000004
55028.0,2292.226999999999,11,52735.773
55028.0,2155.745999999999,11,52872.254
55028.0,1324.0599999999977,11,53703.94
55028.0,1229.0429999999978,11,53798.957
55028.0,388.5699999999997,11,54639.43
55028.0,293.625,11,54734.375
60028.0,546.4499999999971,12,55574.45
60028.0,3372.6699999999983,12,56655.33
60028.0,3487.8899999999994,12,56540.11
60028.0,2654.684000000001,12,57373.316
60028.0,2517.7419999999984,12,57510.258
60028.0,1680.1759999999995,12,58347.824
60028.0,1584.0400000000009,12,58443.96
60028.0,743.5040000000008,12,59284.496
60028.0,648.6200000000026,12,59379.38
65028.0,189.20999999999913,13,60217.21
65028.0,3724.0350000000035,13,61303.965
65028.0,3838.792999999998,13,61189.207
65028.0,3005.5859999999957,13,62022.414000000004
65028.0,2868.972999999998,13,62159.027
65028.0,2032.9919999999984,13,62995.008
65028.0,1937.9800000000032,13,63090.02
65028.0,1090.4449999999997,13,63937.555
65028.0,995.3629999999976,13,64032.637
65028.0,156.875,13,64871.125
70028.0,927.2400000000052,14,65955.24
70028.0,4187.585999999996,14,65840.414
70028.0,3347.5099999999948,14,66680.49
70028.0,3210.3699999999953,14,66817.63
70028.0,2374.054999999993,14,67653.945
70028.0,2278.7100000000064,14,67749.29
70028.0,1434.1499999999942,14,68593.85
70028.0,1339.2660000000033,14,68688.734
70028.0,493.8399999999965,14,69534.16
75028.0,592.9839999999967,15,70620.984
75028.0,4525.270000000004,15,70502.73
75028.0,3682.7599999999948,15,71345.24
75028.0,3545.220000000001,15,71482.78
75028.0,2707.7899999999936,15,72320.21
75028.0,2611.9140000000043,15,72416.086
75028.0,1766.229999999996,15,73261.77
75028.0,1671.679999999993,15,73356.32
75028.0,824.5399999999936,15,74203.46
80028.0,264.33000000000175,16,75292.33
80028.0,4854.983999999997,16,75173.016
80028.0,4015.5,16,76012.5
80028.0,3878.3600000000006,16,76149.64
80028.0,3033.199999999997,16,76994.8
80028.0,2938.5859999999957,16,77089.414
80028.0,2091.25,16,77936.75
80028.0,1996.8300000000017,16,78031.17
80028.0,1151.9400000000023,16,78876.06
80028.0,57.320000000006985,16,79970.68
80028.0,176.5,16,79851.5
85028.0,664.3000000000029,17,80692.3
85028.0,4198.830000000002,17,80829.17
85028.0,3355.649999999994,17,81672.35
85028.0,3261.300000000003,17,81766.7
85028.0,2407.6199999999953,17,82620.38
85028.0,2313.1300000000047,17,82714.87
85028.0,1467.445000000007,17,83560.555
85028.0,376.26600000000326,17,84651.734
85028.0,496.1100000000006,17,84531.89
90028.0,352.0200000000041,18,85380.02
90028.0,4511.429999999993,18,85516.57
90028.0,3667.6640000000043,18,86360.336
90028.0,3573.5099999999948,18,86454.49
90028.0,2722.5399999999936,18,87305.46
90028.0,2628.1199999999953,18,87399.88
90028.0,1776.4839999999967,18,88251.516
90028.0,682.0099999999948,18,89345.99
90028.0,804.0200000000041,18,89223.98
95028.0,40.669999999998254,19,90068.67
95028.0,4822.054999999993,19,90205.945
95028.0,3971.350000000006,19,91056.65
95028.0,3877.2660000000033,19,91150.734
95028.0,3025.8359999999957,19,92002.164
95028.0,2931.875,19,92096.125
95028.0,2081.8300000000017,19,92946.17
95028.0,981.804999999993,19,94046.195
95028.0,1103.7599999999948,19,93924.24
95028.0,258.47000000000116,19,94769.53
95028.0,121.25999999999476,19,94906.74
100028.0,730.695000000007,20,95758.695
100028.0,4175.210000000006,20,95852.79
100028.0,3321.800000000003,20,96706.2
100028.0,3228.6300000000047,20,96799.37
100028.0,2376.6699999999983,20,97651.33
100028.0,1274.6640000000043,20,98753.336
100028.0,1398.1399999999994,20,98629.86
100028.0,550.6699999999983,20,99477.33
100028.0,412.9400000000023,20,99615.06
105028.0,436.11999999999534,21,100464.12
105028.0,4470.380000000005,21,100557.62
105028.0,3609.979999999996,21,101418.02
105028.0,3516.0160000000033,21,101511.984
105028.0,2664.3899999999994,21,102363.61
105028.0,1565.2899999999936,21,103462.71
105028.0,1689.945000000007,21,103338.055
105028.0,835.6100000000006,21,104192.39
105028.0,697.0859999999957,21,104330.914
110028.0,152.36999999999534,22,105180.37
110028.0,4753.940000000002,22,105274.06
110028.0,3896.3699999999953,22,106131.63
110028.0,3802.7400000000052,22,106225.26
110028.0,2945.100000000006,22,107082.9
110028.0,1843.0299999999988,22,108184.97
110028.0,1970.199999999997,22,108057.8
110028.0,1118.6399999999994,22,108909.36
110028.0,980.0500000000029,22,109047.95
110028.0,123.19500000000698,22,109904.805
110028.0,30.164000000004307,22,109997.836
115028.0,827.2700000000041,23,110855.27
115028.0,4078.8359999999957,23,110949.164
115028.0,3222.8399999999965,23,111805.16
115028.0,2115.300000000003,23,112912.7
115028.0,2241.9400000000023,23,112786.06
115028.0,1390.0399999999936,23,113637.96
115028.0,1251.25,23,113776.75
115028.0,397.58000000000175,23,114630.42
115028.0,305.0,23,114723.0
120028.0,559.1699999999983,24,115587.17
120028.0,4347.070000000007,24,115680.93
120028.0,3490.949999999997,24,116537.05
120028.0,2382.0099999999948,24,117645.99
120028.0,2508.649999999994,24,117519.35
120028.0,1655.1699999999983,24,118372.83
120028.0,1516.5800000000017,24,118511.42
120028.0,661.4499999999971,24,119366.55
120028.0,568.4199999999983,24,119459.58
125028.0,297.66999999999825,25,120325.67
125028.0,4609.559999999998,25,120418.44
125028.0,3752.054999999993,25,121275.945
125028.0,2644.9600000000064,25,122383.04
125028.0,2773.649999999994,25,122254.35
125028.0,1912.25,25,123115.75
