Date_time,CPU,Memory_Bytes,Disk_Usage
1629503445,953226355822,402018304,199800
1629503446,953314401009,402239488,199804
1629503447,953395171863,402124800,199812
1629503448,953487732910,401903616,199816
1629503450,953625345187,402198528,199820
1629503451,953759994783,402128896,199828
1629503452,953857681108,402321408,199832
1629503453,953986135557,402128896,199840
1629503455,954088428381,402137088,199844
1629503456,954204908088,402096128,199852
1629503457,954345448710,402403328,199856
1629503458,954495110353,402468864,199864
1629503460,954632958403,402083840,199884
1629503461,954724161598,402268160,199888
1629503462,954874519826,400670720,199896
1629503463,954973703782,400445440,199900
1629503465,955074779693,400637952,199908
1629503466,955256988085,400744448,199912
1629503467,955333566287,400969728,199932
1629503468,955439602039,400826368,199940
1629503470,955546047123,400965632,199944
1629503471,955625014773,400818176,199952
1629503472,955707938994,400908288,199960
1629503473,955818644718,400777216,199964
1629503474,955915196826,400781312,199972
1629503476,956029578705,400789504,199976
1629503477,956118912750,400842752,199984
1629503478,956227241061,400904192,199988
1629503479,956353525614,400556032,199996
1629503481,956506833000,400805888,200016
1629503482,956639586750,400826368,200020
1629503484,956835316775,400887808,200028
1629503485,956935838481,401137664,200032
1629503486,957061889892,400941056,200040
1629503487,957195895972,401002496,200044
1629503489,957333974744,401039360,200052
1629503490,957506602971,400834560,200056
1629503491,957652051012,401084416,200060
1629503493,957802183013,401305600,200068
1629503494,957924267059,401182720,200072
1629503495,958061206920,401133568,200076
1629503496,958152123128,400994304,200100
1629503498,958263399902,401190912,200104
1629503499,958393986137,401211392,200108
1629503500,958557857925,401260544,200112
1629503502,958682170819,401076224,200120
1629503503,958814036490,400822272,200124
1629503504,958916801323,401145856,200128
1629503506,959066208585,401059840,200136
1629503507,959183825974,401272832,200140
1629503508,959284143028,401154048,200148
1629503509,959394744969,401358848,200152
1629503511,959490845253,401166336,200160
1629503512,959562169959,401182720,200164
1629503513,959661238207,401313792,200188
1629503514,959745382724,401219584,200192
1629503515,959877450890,401231872,200200
1629503517,959967003902,401313792,200204
1629503518,960064688275,401174528,200212
1629503519,960167295916,401248256,200216
1629503520,960290817856,401342464,200224
1629503521,960380653047,401510400,200228
1629503523,960461499109,401498112,200236
1629503524,960536819966,401195008,200240
1629503525,960634458261,401309696,200248
1629503526,960708894771,401317888,200268
1629503527,960793399414,401305600,200276
1629503529,960895782640,401432576,200280
1629503530,960979152767,401289216,200288
1629503531,961052846394,401428480,200292
1629503532,961164009935,401330176,200300
1629503533,961258862565,401469440,200304
1629503535,961337822200,401260544,200312
1629503536,961433406596,401362944,200316
1629503537,961527716031,401547264,200324
1629503538,961639889293,401379328,200328
1629503539,961774666333,401461248,200352
1629503541,961874508347,401477632,200360
1629503542,961959746678,401420288,200364
1629503543,962066541541,401481728,200372
1629503544,962158625303,401391616,200376
1629503545,962267879251,401567744,200384
1629503547,962403868513,401477632,200388
1629503548,962512433150,401457152,200396
1629503549,962595568223,401547264,200400
1629503550,962711871441,401494016,200408
1629503551,962815534443,401494016,200412
1629503553,962929004510,401543168,200420
1629503554,963012593568,401629184,200440
1629503555,963184053362,401604608,200448
1629503556,963285680897,401498112,200452
1629503557,963370692808,401711104,200460
