rewards_per_episode,downtime_per_episode
16152,0.026442400000001077
33547,0.020080000000000764
50702,0.02198960000000129
68077,0.020030400000000247
85335,0.02042720000000022
102711,0.02008000000000059
119887,0.020600800000000037
137210,0.02027840000000014
154436,0.020575999999999973
171631,0.020501600000000474
188866,0.02050160000000043
