0,1.184
1,1.188
2,1.192
3,1.196
4,1.2
5,1.204
6,1.208
7,1.212
8,1.216
9,1.22
10,1.224
11,1.228
12,1.232
13,1.24
14,1.244
15,1.248
16,1.252
17,1.256
18,1.26
19,1.264
20,1.268
21,1.272
22,1.276
23,1.28
24,1.284
25,1.288
26,1.292
27,1.296
28,1.3
29,1.304
30,1.308
31,1.312
32,1.316
33,1.32
34,1.324
35,1.328
36,1.332
37,1.336
38,1.34
39,1.344
40,1.348
41,1.352
42,1.356
43,1.36
44,1.368
45,1.368
46,1.372
47,1.376
48,1.38
49,1.384
50,1.392
51,1.396
52,1.4
53,1.404
54,1.408
55,1.412
56,1.416
57,1.42
58,1.424
59,1.428
60,1.432
61,1.436
62,1.44
63,1.64
64,1.644
65,1.648
66,1.652
67,1.656
68,1.66
69,1.664
70,1.668
71,1.672
72,1.676
73,1.68
74,1.684
75,1.688
76,1.692
77,1.696
78,1.7
79,1.704
80,1.708
81,1.712
82,1.716
83,1.72
84,1.724
85,1.728
86,1.736
87,1.74
88,1.744
89,1.748
90,1.752
91,1.756
92,1.76
93,1.764
94,1.768
95,1.772
96,1.776
97,1.78
98,1.784
99,1.788
100,1.792
101,1.796
102,1.8
103,1.804
104,1.808
105,1.812
106,1.816
107,1.82
108,1.824
109,1.828
110,1.832
111,1.836
112,1.84
113,1.844
114,1.848
115,1.852
116,1.856
117,1.86
118,1.864
119,1.868
120,1.872
121,1.876
122,1.88
123,1.884
124,1.888
125,1.892
126,1.896
127,1.9
128,1.904
129,1.912
130,1.916
131,1.92
132,1.924
133,1.928
134,1.932
135,1.936
136,1.94
137,1.944
138,1.948
139,1.952
140,1.956
141,1.96
142,1.964
143,1.968
144,1.972
145,1.976
146,1.98
147,1.984
148,1.988
149,1.992
150,1.996
151,2.0
152,2.004
153,2.008
154,2.012
155,2.016
156,2.02
157,2.024
158,2.028
159,2.032
160,2.036
161,2.04
162,2.044
163,2.048
164,2.052
165,2.056
166,2.06
167,2.064
168,2.068
169,2.072
170,2.08
171,2.084
172,2.088
173,2.092
174,2.096
175,2.1
176,2.104
177,2.108
178,2.112
179,2.116
180,2.12
181,2.124
182,2.128
183,2.132
184,2.136
185,2.14
186,2.144
187,2.148
188,2.152
189,2.156
190,2.16
191,2.164
192,2.168
193,2.172
194,2.176
195,2.18
196,2.184
197,2.188
198,2.192
199,2.196
200,2.2
201,2.204
202,2.208
203,2.212
204,2.216
205,2.22
206,2.22
207,2.224
208,2.228
209,2.232
210,2.236
211,2.24
212,2.244
213,2.248
214,2.252
215,2.256
216,2.26
217,2.264
218,2.268
219,2.272
220,2.276
221,2.28
222,2.284
223,2.288
224,2.292
225,2.296
226,2.3
227,2.304
228,2.308
229,2.312
230,2.316
231,2.32
232,2.324
233,2.328
234,2.332
235,2.336
236,2.34
237,2.348
238,2.352
239,2.356
240,2.36
241,2.364
242,2.368
243,2.372
244,2.376
245,2.38
246,2.384
247,2.388
248,2.392
249,2.396
250,2.4
251,2.404
252,2.408
253,2.412
254,2.416
255,2.42
256,2.424
257,2.428
258,2.432
259,2.436
260,2.44
261,2.444
262,2.448
263,2.452
264,2.456
265,2.46
266,2.464
267,2.468
268,2.472
269,2.476
270,2.48
271,2.484
272,2.488
273,2.496
274,2.5
275,2.504
276,2.508
277,2.512
278,2.516
279,2.52
280,2.524
281,2.528
282,2.532
283,2.536
284,2.54
285,2.544
286,2.548
287,2.552
288,2.556
289,2.56
290,2.564
291,2.568
292,2.572
293,2.576
294,2.58
295,2.584
296,2.588
297,2.592
298,2.596
299,2.604
300,2.608
301,2.612
302,2.616
303,2.62
304,2.624
305,2.628
306,2.632
307,2.636
