current_allocated_disk_space,unused_allocated_disk_space,total_downtime,original_value
10.004,3.668925,2,6.335075
10.004,3.657194,2,6.346806
10.004,3.6454165,2,6.3585835
10.004,3.636905,2,6.367095
10.004,3.623755,2,6.380245
10.004,3.6135233,2,6.3904767
10.004,3.6017526,2,6.4022474
10.004,3.5900486,2,6.4139514
10.004,3.5783113,2,6.4256887
10.004,3.5698197,2,6.4341803
10.004,3.5566423,2,6.4473577
10.004,3.5464514,2,6.4575486
10.004,3.5346673,2,6.4693327
10.004,3.522963,2,6.481037
10.004,3.5112255,2,6.4927745
10.004,3.499448,2,6.504552
10.004,3.4875906,2,6.5164094
10.004,3.479106,2,6.524894
10.004,3.465922,2,6.538078
10.004,3.455704,2,6.548296
10.004,3.4439333,2,6.5600667
10.004,3.4321893,2,6.5718107
10.004,3.420472,2,6.583528
10.004,3.411987,2,6.592013
10.004,3.398823,2,6.605177
10.004,3.3886054,2,6.6153946
10.004,3.3768347,2,6.6271653
10.004,3.365117,2,6.638883
10.004,3.353373,2,6.650627
10.004,3.341589,2,6.662411
10.004,3.3297446,2,6.6742554
10.004,3.3179205,2,6.6860795
10.004,3.306103,2,6.697897
10.004,3.297558,2,6.706442
10.004,3.2843946,2,6.7196054
10.004,3.2741697,2,6.7298303
10.004,3.2623723,2,6.7416277
10.004,3.250635,2,6.753365
10.004,3.238911,2,6.765089
10.004,3.230446,2,6.773554
10.004,3.2172754,2,6.7867246
10.004,3.207058,2,6.796942
10.004,3.1952737,2,6.8087263
10.004,3.1835697,2,6.8204303
10.004,3.171812,2,6.832188
10.004,3.160001,2,6.843999
10.004,3.148157,2,6.855843
10.004,3.136353,2,6.867647
10.004,3.124522,2,6.879478
10.004,3.115991,2,6.888009
10.004,3.102807,2,6.901193
10.004,3.092569,2,6.911431
10.004,3.080812,2,6.923188
10.004,3.0690606,2,6.9349394
10.004,3.0573366,2,6.9466634
10.004,3.048872,2,6.955128
10.004,3.035648,2,6.968352
10.004,3.0254767,2,6.9785233
10.004,3.0136793,2,6.9903207
10.004,3.0019687,2,7.0020313
10.004,2.9902113,2,7.0137887
10.004,2.9784005,2,7.0255995
10.004,2.9665897,2,7.0374103
10.004,2.9580715,2,7.0459285
10.004,2.944881,2,7.059119
10.004,2.934643,2,7.069357
10.004,2.9228857,2,7.0811143
10.004,2.9111417,2,7.0928583
10.004,2.8994105,2,7.1045895
10.004,2.887613,2,7.116387
10.004,2.8757494,2,7.1282506
10.004,2.8639253,2,7.1400747
10.004,2.852088,2,7.151912
10.004,2.8402503,2,7.1637497
10.004,2.828373,2,7.175627
10.004,2.8198946,2,7.1841054
10.004,2.806671,2,7.197329
10.004,2.796453,2,7.207547
10.004,2.7846487,2,7.2193513
10.004,2.7729114,2,7.2310886
10.004,2.761194,2,7.242806
10.004,2.74937,2,7.25463
10.004,2.7408784,2,7.2631216
10.004,2.7276876,2,7.2763124
10.004,2.7174566,2,7.2865434
10.004,2.705686,2,7.298314
10.004,2.693942,2,7.310058
10.004,2.6855634,2,7.3184366
10.004,2.6724,2,7.3316
10.004,2.662149,2,7.341851
10.004,2.650391,2,7.353609
10.004,2.6386536,2,7.3653464
10.004,2.626903,2,7.377097
10.004,2.615119,2,7.388881
10.004,2.6032746,2,7.4007254
10.004,2.594783,2,7.409217
10.004,2.581553,2,7.422447
10.004,2.5713347,2,7.4326653
10.004,2.559537,2,7.444463
10.004,2.5511725,2,7.4528275
10.004,2.538042,2,7.465958
10.004,2.5278643,2,7.4761357
10.004,2.51608,2,7.48792
10.004,2.5043424,2,7.4996576
10.004,2.495971,2,7.508029
10.004,2.4827674,2,7.5212326
10.004,2.472576,2,7.531424
10.004,2.460805,2,7.543195
10.004,2.452414,2,7.551586
10.004,2.4393166,2,7.5646834
10.004,2.429119,2,7.574881
10.004,2.417328,2,7.586672
10.004,2.4056104,2,7.5983896
10.004,2.3938664,2,7.6101336
10.004,2.382049,2,7.621951
10.004,2.3701914,2,7.6338086
10.004,2.3617266,2,7.6422734
10.004,2.348503,2,7.655497
10.004,2.3382385,2,7.6657615
10.004,2.326468,2,7.677532
10.004,2.3147433,2,7.6892567
10.004,2.3029726,2,7.7010274
10.004,2.2945345,2,7.7094655
10.004,2.2812975,2,7.7227025
10.004,2.2710794,2,7.7329206
10.004,2.259302,2,7.744698
10.004,2.247538,2,7.756462
10.004,2.235787,2,7.768213
10.004,2.2239697,2,7.7800303
10.004,2.215485,2,7.788515
10.004,2.202268,2,7.801732
10.004,2.19205,2,7.81195
10.004,2.1802457,2,7.8237543
10.004,2.168535,2,7.835465
10.004,2.1567443,2,7.8472557
10.004,2.1483195,2,7.8556805
10.004,2.135102,2,7.868898
10.004,2.124898,2,7.879102
10.004,2.113087,2,7.890913
10.004,2.104709,2,7.899291
10.004,2.0915983,2,7.9124017
10.004,2.0813873,2,7.9226127
10.004,2.069596,2,7.934404
10.004,2.057879,2,7.946121
10.004,2.0461214,2,7.9578786
10.004,2.03767,2,7.96633
10.004,2.024439,2,7.979561
10.004,2.0142215,2,7.9897785
10.004,2.0024045,2,8.0015955
10.004,1.990673,2,8.013327
10.004,1.978922,2,8.025078
10.004,1.967112,2,8.036888
10.004,1.958647,2,8.045353
10.004,1.94539,2,8.05861
10.004,1.935166,2,8.068834
10.004,1.923374,2,8.080626
10.004,1.91161,2,8.09239
10.004,1.89986,2,8.10414
10.004,1.891415,2,8.112585
10.004,1.878185,2,8.125815
10.004,1.867953,2,8.136047
10.004,1.856162,2,8.147838
10.004,1.844438,2,8.159562
10.004,1.832661,2,8.171339
10.004,1.820843,2,8.183157
10.004,1.808999,2,8.195001
10.004,1.797141,2,8.206859
10.004,1.788643,2,8.215357
10.004,1.775406,2,8.228594
10.004,1.765182,2,8.238818
10.004,1.753372,2,8.250628
10.004,1.741614,2,8.262386
10.004,1.729889,2,8.274111
10.004,1.721438,2,8.282562
10.004,1.708201,2,8.295799
10.004,1.697956,2,8.306044
