timeslot,rl_storage_allocator,greedy_storage_allocator,actual_disk_usage
5677,239016,239087.3561,244784
5678,239022,239087.3561,244792
5679,239029,239087.3561,244796
5680,239035,239087.3561,244804
5681,239041,239087.3561,244812
5682,239047,239087.3561,244816
5683,239054,239087.3561,244824
5684,239060,239087.3561,244832
5685,239066,239087.3561,244836
5686,239072,239087.3561,244844
5687,239078,239087.3561,244852
5688,239085,239087.3561,244856
5689,239091,239187.3561,244864
5690,239097,239187.3561,244872
5691,239103,239187.3561,244876
5692,239110,239187.3561,244884
5693,239116,239187.3561,244888
5694,239122,239187.3561,244896
5695,239128,239187.3561,244904
5696,239135,239187.3561,244908
5697,239141,239187.3561,244916
5698,239147,239187.3561,244924
5699,239153,239187.3561,244928
5700,239159,239187.3561,244936
5701,239166,239187.3561,244944
5702,239172,239187.3561,244948
5703,239178,239187.3561,244956
5704,239184,239187.3561,244964
5705,239191,239287.3561,244968
5706,239197,239287.3561,244976
5707,239203,239287.3561,244984
5708,239209,239287.3561,244988
5709,239215,239287.3561,244996
5710,239222,239287.3561,245004
5711,239228,239287.3561,245008
5712,239234,239287.3561,245016
5713,239240,239287.3561,245024
5714,239247,239287.3561,245028
5715,239253,239287.3561,245036
5716,239259,239287.3561,245044
5717,239265,239287.3561,245048
5718,239271,239287.3561,245056
5719,239278,239287.3561,245064
5720,239284,239287.3561,245068
5721,239290,239387.3561,245076
5722,239296,239387.3561,245084
5723,239303,239387.3561,245088
5724,239309,239387.3561,245096
5725,239315,239387.3561,245104
5726,239321,239387.3561,245108
5727,239327,239387.3561,245116
5728,239334,239387.3561,245124
5729,239340,239387.3561,245128
5730,239346,239387.3561,245136
5731,239352,239387.3561,245140
5732,239359,239387.3561,245148
5733,239365,239387.3561,245156
5734,239371,239387.3561,245164
5735,239377,239387.3561,245168
5736,239383,239387.3561,245176
5737,239390,239487.3561,245180
5738,239396,239487.3561,245188
5739,239402,239487.3561,245196
5740,239408,239487.3561,245200
5741,239415,239487.3561,245208
5742,239421,239487.3561,245216
5743,239427,239487.3561,245220
5744,239433,239487.3561,245228
5745,239439,239487.3561,245232
5746,239446,239487.3561,245240
5747,239452,239487.3561,245248
5748,239458,239487.3561,245252
5749,239464,239487.3561,245260
5750,239471,239487.3561,245268
5751,239477,239487.3561,245272
5752,239483,239487.3561,245280
5753,239489,239587.3561,245288
5754,239495,239587.3561,245292
5755,239502,239587.3561,245300
5756,239508,239587.3561,245308
5757,239514,239587.3561,245312
5758,239520,239587.3561,245320
5759,239527,239587.3561,245328
5760,239533,239587.3561,245332
5761,239539,239587.3561,245340
5762,239545,239587.3561,245344
5763,239551,239587.3561,245352
5764,239558,239587.3561,245360
5765,239564,239587.3561,245364
5766,239570,239587.3561,245372
5767,239576,239587.3561,245380
5768,239583,239587.3561,245384
5769,239589,239687.3561,245392
5770,239595,239687.3561,245396
5771,239601,239687.3561,245404
5772,239607,239687.3561,245412
5773,239614,239687.3561,245416
5774,239620,239687.3561,245424
5775,239626,239687.3561,245432
5776,239632,239687.3561,245436
5777,239639,239687.3561,245444
5778,239645,239687.3561,245448
5779,239651,239687.3561,245456
5780,239657,239687.3561,245464
5781,239663,239687.3561,245468
5782,239670,239687.3561,245476
5783,239676,239687.3561,245484
5784,239682,239687.3561,245488
5785,239688,239787.3561,245496
5786,239695,239787.3561,245504
5787,239701,239787.3561,245512
5788,239707,239787.3561,245516
5789,239713,239787.3561,245524
5790,239719,239787.3561,245528
5791,239726,239787.3561,245536
5792,239732,239787.3561,245544
5793,239738,239787.3561,245548
5794,239744,239787.3561,245556
5795,239751,239787.3561,245564
5796,239757,239787.3561,245568
5797,239763,239787.3561,245576
5798,239769,239787.3561,245584
5799,239775,239787.3561,245588
5800,239782,239787.3561,245596
5801,239788,239887.3561,245604
5802,239794,239887.3561,245608
5803,239800,239887.3561,245616
5804,239807,239887.3561,245620
5805,239813,239887.3561,245628
5806,239819,239887.3561,245636
5807,239825,239887.3561,245640
5808,239832,239887.3561,245648
5809,239838,239887.3561,245656
5810,239844,239887.3561,245660
5811,239850,239887.3561,245668
5812,239856,239887.3561,245676
5813,239863,239887.3561,245680
5814,239869,239887.3561,245688
5815,239875,239887.3561,245696
5816,239881,239887.3561,245700
5817,239888,239987.3561,245708
5818,239894,239987.3561,245716
5819,239900,239987.3561,245720
5820,239906,239987.3561,245728
5821,239912,239987.3561,245736
5822,239919,239987.3561,245740
5823,239925,239987.3561,245748
5824,239931,239987.3561,245756
5825,239937,239987.3561,245760
5826,239944,239987.3561,245768
5827,239950,239987.3561,245772
5828,239956,239987.3561,245780
5829,239962,239987.3561,245788
5830,239968,239987.3561,245792
5831,239975,239987.3561,245800
5832,239981,239987.3561,245808
5833,239987,239987.3561,245812
5834,239993,240087.3561,245820
5835,240000,240087.3561,245828
5836,240006,240087.3561,245832
5837,240012,240087.3561,245840
5838,240018,240087.3561,245848
5839,240024,240087.3561,245852
5840,240031,240087.3561,245860
5841,240037,240087.3561,245868
5842,240043,240087.3561,245872
5843,240049,240087.3561,245880
5844,240056,240087.3561,245884
5845,240062,240087.3561,245892
5846,240068,240087.3561,245900
5847,240074,240087.3561,245904
5848,240080,240087.3561,245912
5849,240087,240087.3561,245920
5850,240093,240187.3561,245924
5851,240099,240187.3561,245932
5852,240105,240187.3561,245940
5853,240112,240187.3561,245944
5854,240118,240187.3561,245952
5855,240124,240187.3561,245960
5856,240130,240187.3561,245964
5857,240136,240187.3561,245972
5858,240143,240187.3561,245976
5859,240149,240187.3561,245984
5860,240155,240187.3561,245992
5861,240161,240187.3561,245996
5862,240168,240187.3561,246004
5863,240174,240187.3561,246012
5864,240180,240187.3561,246016
5865,240186,240187.3561,246024
5866,240192,240287.3561,246032
5867,240199,240287.3561,246036
5868,240205,240287.3561,246044
5869,240211,240287.3561,246052
5870,240217,240287.3561,246056
5871,240224,240287.3561,246064
5872,240230,240287.3561,246072
5873,240236,240287.3561,246076
5874,240242,240287.3561,246084
5875,240248,240287.3561,246092
5876,240255,240287.3561,246096
5877,240261,240287.3561,246104
5878,240267,240287.3561,246108
5879,240273,240287.3561,246116
5880,240280,240287.3561,246124
5881,240286,240287.3561,246128
5882,240292,240387.3561,246136
5883,240298,240387.3561,246144
5884,240304,240387.3561,246148
5885,240311,240387.3561,246156
5886,240317,240387.3561,246164
5887,240323,240387.3561,246168
5888,240329,240387.3561,246176
5889,240336,240387.3561,246184
5890,240342,240387.3561,246188
5891,240348,240387.3561,246196
5892,240354,240387.3561,246204
5893,240360,240387.3561,246208
5894,240367,240387.3561,246216
5895,240373,240387.3561,246224
5896,240379,240387.3561,246228
5897,240385,240387.3561,246236
5898,240392,240487.3561,246244
5899,240398,240487.3561,246248
5900,240404,240487.3561,246256
5901,240410,240487.3561,246260
5902,240416,240487.3561,246268
5903,240423,240487.3561,246276
5904,240429,240487.3561,246280
5905,240435,240487.3561,246288
5906,240441,240487.3561,246296
5907,240448,240487.3561,246300
5908,240454,240487.3561,246308
5909,240460,240487.3561,246312
5910,240466,240487.3561,246320
5911,240472,240487.3561,246328
5912,240479,240487.3561,246332
5913,240485,240487.3561,246340
5914,240491,240587.3561,246348
5915,240497,240587.3561,246352
5916,240504,240587.3561,246360
5917,240510,240587.3561,246368
5918,240516,240587.3561,246372
5919,240522,240587.3561,246380
5920,240528,240587.3561,246388
5921,240535,240587.3561,246392
5922,240541,240587.3561,246400
5923,240547,240587.3561,246408
5924,240553,240587.3561,246412
5925,240560,240587.3561,246420
5926,240566,240587.3561,246428
5927,240572,240587.3561,246432
5928,240578,240587.3561,246440
5929,240585,240587.3561,246448
5930,240591,240687.3561,246452
5931,240597,240687.3561,246460
5932,240603,240687.3561,246468
5933,240609,240687.3561,246472
5934,240616,240687.3561,246480
5935,240622,240687.3561,246488
5936,240628,240687.3561,246492
5937,240634,240687.3561,246500
5938,240641,240687.3561,246508
5939,240647,240687.3561,246512
5940,240653,240687.3561,246520
5941,240659,240687.3561,246524
5942,240665,240687.3561,246532
5943,240672,240687.3561,246540
5944,240678,240687.3561,246544
5945,240684,240687.3561,246552
5946,240690,240787.3561,246560
5947,240697,240787.3561,246564
5948,240703,240787.3561,246572
5949,240709,240787.3561,246580
5950,240715,240787.3561,246584
5951,240721,240787.3561,246592
5952,240728,240787.3561,246596
5953,240734,240787.3561,246604
5954,240740,240787.3561,246612
5955,240746,240787.3561,246616
5956,240753,240787.3561,246624
5957,240759,240787.3561,246632
5958,240765,240787.3561,246636
5959,240771,240787.3561,246644
5960,240777,240787.3561,246652
5961,240784,240787.3561,246656
5962,240790,240887.3561,246664
5963,240796,240887.3561,246672
5964,240802,240887.3561,246676
5965,240809,240887.3561,246684
5966,240815,240887.3561,246692
5967,240821,240887.3561,246696
5968,240827,240887.3561,246704
5969,240833,240887.3561,246712
5970,240840,240887.3561,246716
5971,240846,240887.3561,246724
5972,240852,240887.3561,246732
5973,240858,240887.3561,246736
5974,240865,240887.3561,246744
5975,240871,240887.3561,246748
5976,240877,240887.3561,246756
5977,240883,240887.3561,246764
5978,240889,240987.3561,246768
5979,240896,240987.3561,246776
5980,240902,240987.3561,246784
5981,240908,240987.3561,246788
5982,240914,240987.3561,246796
5983,240921,240987.3561,246804
5984,240927,240987.3561,246808
5985,240933,240987.3561,246816
5986,240939,240987.3561,246820
5987,240945,240987.3561,246828
5988,240952,240987.3561,246836
5989,240958,240987.3561,246840
5990,240964,240987.3561,246848
5991,240970,240987.3561,246856
5992,240977,240987.3561,246860
5993,240983,240987.3561,246868
5994,240989,241087.3561,246876
5995,240995,241087.3561,246880
5996,241001,241087.3561,246888
5997,241008,241087.3561,246896
5998,241014,241087.3561,246900
5999,241020,241087.3561,246908
6000,241026,241087.3561,246916
6001,241033,241087.3561,246920
6002,241039,241087.3561,246928
6003,241045,241087.3561,246932
6004,241051,241087.3561,246940
6005,241057,241087.3561,246948
6006,241064,241087.3561,246952
6007,241070,241087.3561,246960
6008,241076,241087.3561,246968
6009,241082,241087.3561,246972
6010,241089,241187.3561,246980
6011,241095,241187.3561,246988
6012,241101,241187.3561,246992
6013,241107,241187.3561,247000
6014,241113,241187.3561,247008
6015,241120,241187.3561,247012
6016,241126,241187.3561,247020
6017,241132,241187.3561,247028
6018,241138,241187.3561,247032
6019,241145,241187.3561,247040
6020,241151,241187.3561,247048
6021,241157,241187.3561,247052
6022,241163,241187.3561,247060
6023,241169,241187.3561,247068
6024,241176,241187.3561,247072
6025,241182,241187.3561,247080
6026,241188,241287.3561,247088
6027,241194,241287.3561,247092
6028,241201,241287.3561,247100
6029,241207,241287.3561,247108
6030,241213,241287.3561,247112
6031,241219,241287.3561,247120
6032,241225,241287.3561,247128
6033,241232,241287.3561,247132
6034,241238,241287.3561,247140
6035,241244,241287.3561,247148
6036,241250,241287.3561,247152
6037,241257,241287.3561,247160
6038,241263,241287.3561,247168
6039,241269,241287.3561,247172
6040,241275,241287.3561,247180
6041,241281,241287.3561,247184
6042,241288,241387.3561,247192
6043,241294,241387.3561,247200
6044,241300,241387.3561,247204
6045,241306,241387.3561,247212
6046,241313,241387.3561,247220
6047,241319,241387.3561,247224
6048,241325,241387.3561,247232
6049,241331,241387.3561,247240
6050,241338,241387.3561,247244
6051,241344,241387.3561,247252
6052,241350,241387.3561,247260
6053,241356,241387.3561,247264
6054,241362,241387.3561,247272
6055,241369,241387.3561,247280
6056,241375,241387.3561,247284
6057,241381,241387.3561,247292
6058,241387,241387.3561,247300
6059,241394,241487.3561,247304
6060,241400,241487.3561,247312
6061,241406,241487.3561,247316
6062,241412,241487.3561,247324
6063,241418,241487.3561,247332
6064,241425,241487.3561,247336
6065,241431,241487.3561,247344
6066,241437,241487.3561,247352
6067,241443,241487.3561,247356
6068,241450,241487.3561,247364
6069,241456,241487.3561,247372
6070,241462,241487.3561,247376
6071,241468,241487.3561,247384
6072,241474,241487.3561,247392
6073,241481,241487.3561,247396
6074,241487,241487.3561,247404
6075,241493,241587.3561,248436
6076,241499,241587.3561,248440
6077,241506,241587.3561,248448
6078,241512,241587.3561,248456
6079,241518,241587.3561,248460
6080,241524,241587.3561,248468
6081,241530,241587.3561,248476
6082,241537,241587.3561,248480
6083,241543,241587.3561,248488
6084,241549,241587.3561,248496
6085,241555,241587.3561,248500
6086,241562,241587.3561,248508
6087,241568,241587.3561,248516
6088,241574,241587.3561,248520
6089,241580,241587.3561,248528
6090,241586,241587.3561,248536
6091,241593,241687.3561,248540
6092,241599,241687.3561,248548
6093,241605,241687.3561,248556
6094,241611,241687.3561,248560
6095,241618,241687.3561,248568
6096,241624,241687.3561,248576
6097,241630,241687.3561,248580
6098,241636,241687.3561,248588
6099,241642,241687.3561,248596
6100,241649,241687.3561,248600
6101,241655,241687.3561,248608
6102,241661,241687.3561,248616
6103,241667,241687.3561,248620
6104,241674,241687.3561,248628
6105,241680,241687.3561,248636
6106,241686,241687.3561,248640
6107,241692,241787.3561,248648
6108,241698,241787.3561,248652
6109,241705,241787.3561,248660
6110,241711,241787.3561,248668
6111,241717,241787.3561,248676
6112,241723,241787.3561,248680
6113,241730,241787.3561,248688
6114,241736,241787.3561,248696
6115,241742,241787.3561,248700
6116,241748,241787.3561,248708
6117,241754,241787.3561,248716
6118,241761,241787.3561,248720
6119,241767,241787.3561,248728
6120,241773,241787.3561,248736
6121,241779,241787.3561,248740
6122,241786,241787.3561,248748
6123,241792,241887.3561,248752
6124,241798,241887.3561,248760
6125,241804,241887.3561,248768
6126,241810,241887.3561,248772
6127,241817,241887.3561,248780
6128,241823,241887.3561,248788
6129,241829,241887.3561,248796
6130,241835,241887.3561,248800
6131,241842,241887.3561,248808
6132,241848,241887.3561,248816
6133,241854,241887.3561,248820
6134,241860,241887.3561,248828
6135,241866,241887.3561,248836
6136,241873,241887.3561,248840
6137,241879,241887.3561,248848
6138,241885,241887.3561,248856
6139,241891,241987.3561,248860
6140,241898,241987.3561,248868
6141,241904,241987.3561,248876
6142,241910,241987.3561,248880
6143,241916,241987.3561,248888
6144,241922,241987.3561,248896
6145,241929,241987.3561,248900
6146,241935,241987.3561,248908
6147,241941,241987.3561,248916
6148,241947,241987.3561,248920
6149,241954,241987.3561,248928
6150,241960,241987.3561,248936
6151,241966,241987.3561,248940
6152,241972,241987.3561,248948
6153,241978,241987.3561,248956
6154,241985,241987.3561,248960
6155,241991,242087.3561,248968
6156,241997,242087.3561,248976
6157,242003,242087.3561,248980
6158,242010,242087.3561,248988
6159,242016,242087.3561,248992
6160,242022,242087.3561,249000
6161,242028,242087.3561,249008
6162,242035,242087.3561,249016
6163,242041,242087.3561,249020
6164,242047,242087.3561,249028
6165,242053,242087.3561,249036
6166,242059,242087.3561,249040
6167,242066,242087.3561,249048
6168,242072,242087.3561,249052
6169,242078,242087.3561,249060
6170,242084,242087.3561,249068
6171,242091,242187.3561,249072
6172,242097,242187.3561,249080
6173,242103,242187.3561,249088
6174,242109,242187.3561,249092
6175,242115,242187.3561,249100
6176,242122,242187.3561,249108
6177,242128,242187.3561,249112
6178,242134,242187.3561,249120
6179,242140,242187.3561,249128
6180,242147,242187.3561,249132
6181,242153,242187.3561,249140
6182,242159,242187.3561,249148
6183,242165,242187.3561,249152
6184,242171,242187.3561,249160
6185,242178,242187.3561,249168
6186,242184,242187.3561,249172
6187,242190,242287.3561,249180
6188,242196,242287.3561,249184
6189,242203,242287.3561,249192
6190,242209,242287.3561,249200
6191,242215,242287.3561,249204
6192,242221,242287.3561,249212
6193,242227,242287.3561,249220
6194,242234,242287.3561,249224
6195,242240,242287.3561,249232
6196,242246,242287.3561,249240
6197,242252,242287.3561,249244
6198,242259,242287.3561,249252
6199,242265,242287.3561,249260
6200,242271,242287.3561,249264
6201,242277,242287.3561,249272
6202,242283,242287.3561,249280
6203,242290,242387.3561,249284
6204,242296,242387.3561,249292
6205,242302,242387.3561,249300
6206,242308,242387.3561,249304
6207,242315,242387.3561,249312
6208,242321,242387.3561,249320
6209,242327,242387.3561,249324
6210,242333,242387.3561,249332
6211,242339,242387.3561,249340
6212,242346,242387.3561,249344
6213,242352,242387.3561,249352
6214,242358,242387.3561,249360
6215,242364,242387.3561,249364
6216,242371,242387.3561,249372
6217,242377,242387.3561,249380
6218,242383,242387.3561,249384
6219,242389,242487.3561,249392
6220,242395,242487.3561,249396
6221,242402,242487.3561,249404
6222,242408,242487.3561,249412
6223,242414,242487.3561,249420
6224,242420,242487.3561,249424
6225,242427,242487.3561,249432
6226,242433,242487.3561,249436
6227,242439,242487.3561,249444
6228,242445,242487.3561,249452
6229,242451,242487.3561,249456
6230,242458,242487.3561,249464
6231,242464,242487.3561,249472
6232,242470,242487.3561,249476
6233,242476,242487.3561,249484
6234,242483,242487.3561,249492
6235,242489,242587.3561,249496
6236,242495,242587.3561,249504
6237,242501,242587.3561,249512
6238,242507,242587.3561,249516
6239,242514,242587.3561,249524
6240,242520,242587.3561,249532
6241,242526,242587.3561,249540
6242,242532,242587.3561,249544
6243,242539,242587.3561,249552
6244,242545,242587.3561,249556
6245,242551,242587.3561,249564
6246,242557,242587.3561,249572
6247,242563,242587.3561,249576
6248,242570,242587.3561,249584
6249,242576,242587.3561,249592
6250,242582,242587.3561,249600
6251,242588,242687.3561,249604
6252,242595,242687.3561,249612
6253,242601,242687.3561,249620
6254,242607,242687.3561,249624
6255,242613,242687.3561,249632
6256,242619,242687.3561,249640
6257,242626,242687.3561,249644
6258,242632,242687.3561,249652
6259,242638,242687.3561,249660
6260,242644,242687.3561,249664
6261,242651,242687.3561,249672
6262,242657,242687.3561,249680
6263,242663,242687.3561,249684
6264,242669,242687.3561,249692
6265,242675,242687.3561,249696
6266,242682,242687.3561,249704
6267,242688,242787.3561,249712
6268,242694,242787.3561,249716
6269,242700,242787.3561,249724
6270,242707,242787.3561,249732
6271,242713,242787.3561,249740
6272,242719,242787.3561,249744
6273,242725,242787.3561,249752
6274,242731,242787.3561,249756
6275,242738,242787.3561,249764
6276,242744,242787.3561,249772
6277,242750,242787.3561,249776
6278,242756,242787.3561,249784
6279,242763,242787.3561,249792
6280,242769,242787.3561,249796
6281,242775,242787.3561,249804
6282,242781,242787.3561,249812
6283,242788,242887.3561,249816
6284,242794,242887.3561,249824
6285,242800,242887.3561,249832
6286,242806,242887.3561,249836
6287,242812,242887.3561,249844
6288,242819,242887.3561,249852
6289,242825,242887.3561,249856
6290,242831,242887.3561,249864
6291,242837,242887.3561,249872
6292,242844,242887.3561,249876
6293,242850,242887.3561,249884
6294,242856,242887.3561,249892
6295,242862,242887.3561,249896
6296,242868,242887.3561,249904
6297,242875,242887.3561,249912
6298,242881,242887.3561,249916
6299,242887,242887.3561,249924
6300,242893,242987.3561,249932
6301,242900,242987.3561,249936
6302,242906,242987.3561,249944
6303,242912,242987.3561,249952
6304,242918,242987.3561,249956
6305,242924,242987.3561,249964
6306,242931,242987.3561,249972
6307,242937,242987.3561,249976
6308,242943,242987.3561,249984
6309,242949,242987.3561,249992
6310,242956,242987.3561,249996
6311,242962,242987.3561,250004
6312,242968,242987.3561,250012
6313,242974,242987.3561,250016
6314,242980,242987.3561,250024
6315,242987,242987.3561,250032
6316,242993,243087.3561,250036
6317,242999,243087.3561,250044
6318,243005,243087.3561,250052
6319,243012,243087.3561,250056
6320,243018,243087.3561,250064
6321,243024,243087.3561,250072
6322,243030,243087.3561,250076
6323,243036,243087.3561,250084
6324,243043,243087.3561,250088
6325,243049,243087.3561,250096
6326,243055,243087.3561,250104
6327,243061,243087.3561,250108
6328,243068,243087.3561,250116
6329,243074,243087.3561,250124
6330,243080,243087.3561,250128
6331,243086,243087.3561,250136
6332,243092,243187.3561,250144
6333,243099,243187.3561,250148
6334,243105,243187.3561,250156
6335,243111,243187.3561,250164
6336,243117,243187.3561,250168
6337,243124,243187.3561,250176
6338,243130,243187.3561,250184
6339,243136,243187.3561,250192
6340,243142,243187.3561,250196
6341,243148,243187.3561,250204
6342,243155,243187.3561,250208
6343,243161,243187.3561,250216
6344,243167,243187.3561,250224
6345,243173,243187.3561,250228
6346,243180,243187.3561,250236
6347,243186,243187.3561,250244
6348,243192,243287.3561,250252
6349,243198,243287.3561,250256
6350,243204,243287.3561,250264
6351,243211,243287.3561,250268
6352,243217,243287.3561,250276
6353,243223,243287.3561,250284
6354,243229,243287.3561,250288
6355,243236,243287.3561,250296
6356,243242,243287.3561,250304
6357,243248,243287.3561,250308
6358,243254,243287.3561,250316
6359,243260,243287.3561,250324
6360,243267,243287.3561,250328
6361,243273,243287.3561,250336
6362,243279,243287.3561,250344
6363,243285,243287.3561,250348
6364,243292,243387.3561,250356
6365,243298,243387.3561,250364
6366,243304,243387.3561,250368
6367,243310,243387.3561,250376
6368,243316,243387.3561,250380
6369,243323,243387.3561,250388
6370,243329,243387.3561,250396
6371,243335,243387.3561,250404
6372,243341,243387.3561,250408
6373,243348,243387.3561,250416
6374,243354,243387.3561,250424
6375,243360,243387.3561,250428
6376,243366,243387.3561,250436
6377,243372,243387.3561,250444
6378,243379,243387.3561,250448
6379,243385,243387.3561,250456
6380,243391,243487.3561,250464
6381,243397,243487.3561,250468
6382,243404,243487.3561,250476
6383,243410,243487.3561,250484
6384,243416,243487.3561,250488
6385,243422,243487.3561,250496
6386,243428,243487.3561,250504
6387,243435,243487.3561,250508
6388,243441,243487.3561,250516
6389,243447,243487.3561,250520
6390,243453,243487.3561,250528
6391,243460,243487.3561,250536
6392,243466,243487.3561,250540
6393,243472,243487.3561,250548
6394,243478,243487.3561,250556
6395,243485,243487.3561,250560
6396,243491,243587.3561,250568
6397,243497,243587.3561,250576
6398,243503,243587.3561,250580
6399,243509,243587.3561,250588
6400,243516,243587.3561,250596
6401,243522,243587.3561,250600
6402,243528,243587.3561,250608
6403,243534,243587.3561,250616
6404,243541,243587.3561,250620
6405,243547,243587.3561,250628
6406,243553,243587.3561,250632
6407,243559,243587.3561,250640
6408,243565,243587.3561,250648
6409,243572,243587.3561,250652
6410,243578,243587.3561,250660
6411,243584,243587.3561,250668
6412,243590,243687.3561,250672
6413,243597,243687.3561,250680
6414,243603,243687.3561,250688
6415,243609,243687.3561,250692
6416,243615,243687.3561,250700
6417,243621,243687.3561,250708
6418,243628,243687.3561,250712
6419,243634,243687.3561,250720
6420,243640,243687.3561,250728
6421,243646,243687.3561,250732
6422,243653,243687.3561,250740
6423,243659,243687.3561,250748
6424,243665,243687.3561,250752
6425,243671,243687.3561,250760
6426,243677,243687.3561,250768
6427,243684,243687.3561,250772
6428,243690,243787.3561,250780
6429,243696,243787.3561,250788
6430,243702,243787.3561,250792
6431,243709,243787.3561,250800
6432,243715,243787.3561,250808
6433,243721,243787.3561,250812
6434,243727,243787.3561,250820
6435,243733,243787.3561,250824
6436,243740,243787.3561,250832
6437,243746,243787.3561,250840
6438,243752,243787.3561,250848
6439,243758,243787.3561,250852
6440,243765,243787.3561,250860
6441,243771,243787.3561,250868
6442,243777,243787.3561,250872
6443,243783,243787.3561,250880
6444,243789,243887.3561,250884
6445,243796,243887.3561,250892
6446,243802,243887.3561,250900
6447,243808,243887.3561,250904
6448,243814,243887.3561,250912
6449,243821,243887.3561,250920
6450,243827,243887.3561,250924
6451,243833,243887.3561,250932
6452,243839,243887.3561,250940
6453,243845,243887.3561,250944
6454,243852,243887.3561,250952
6455,243858,243887.3561,250960
6456,243864,243887.3561,250964
6457,243870,243887.3561,250972
6458,243877,243887.3561,250980
6459,243883,243887.3561,250984
6460,243889,243987.3561,250992
6461,243895,243987.3561,251000
6462,243901,243987.3561,251004
6463,243908,243987.3561,251012
6464,243914,243987.3561,251020
6465,243920,243987.3561,251024
6466,243926,243987.3561,251032
6467,243933,243987.3561,251036
6468,243939,243987.3561,251044
6469,243945,243987.3561,251052
6470,243951,243987.3561,251060
6471,243957,243987.3561,251064
6472,243964,243987.3561,251072
6473,243970,243987.3561,251080
6474,243976,243987.3561,251084
6475,243982,243987.3561,251092
6476,243989,244087.3561,251096
6477,243995,244087.3561,251104
6478,244001,244087.3561,251112
6479,244007,244087.3561,251116
6480,244013,244087.3561,251124
6481,244020,244087.3561,251132
6482,244026,244087.3561,251136
6483,244032,244087.3561,251144
6484,244038,244087.3561,251148
6485,244045,244087.3561,251156
6486,244051,244087.3561,251164
6487,244057,244087.3561,251168
6488,244063,244087.3561,251176
6489,244069,244087.3561,251184
6490,244076,244087.3561,251188
6491,244082,244087.3561,251196
6492,244088,244187.3561,251204
6493,244094,244187.3561,251208
6494,244101,244187.3561,251216
6495,244107,244187.3561,251220
6496,244113,244187.3561,251228
6497,244119,244187.3561,251236
6498,244125,244187.3561,251240
6499,244132,244187.3561,251248
6500,244138,244187.3561,251256
6501,244144,244187.3561,251260
6502,244150,244187.3561,251268
6503,244157,244187.3561,251276
6504,244163,244187.3561,251280
6505,244169,244187.3561,251288
6506,244175,244187.3561,251296
6507,244181,244187.3561,251300
6508,244188,244287.3561,251308
6509,244194,244287.3561,251316
6510,244200,244287.3561,251320
6511,244206,244287.3561,251328
6512,244213,244287.3561,251336
6513,244219,244287.3561,251340
6514,244225,244287.3561,251348
6515,244231,244287.3561,251356
6516,244238,244287.3561,251360
6517,244244,244287.3561,251368
6518,244250,244287.3561,251376
6519,244256,244287.3561,251380
6520,244262,244287.3561,251388
6521,244269,244287.3561,251396
6522,244275,244287.3561,251400
6523,244281,244287.3561,251408
6524,244287,244287.3561,251416
6525,244294,244387.3561,251420
6526,244300,244387.3561,251428
6527,244306,244387.3561,251432
6528,244312,244387.3561,251440
6529,244318,244387.3561,251448
6530,244325,244387.3561,251452
6531,244331,244387.3561,251460
6532,244337,244387.3561,251468
6533,244343,244387.3561,251472
6534,244350,244387.3561,251480
6535,244356,244387.3561,251488
6536,244362,244387.3561,251492
6537,244368,244387.3561,251500
6538,244374,244387.3561,251508
6539,244381,244387.3561,251512
6540,244387,244387.3561,251520
6541,244393,244487.3561,251528
6542,244399,244487.3561,251532
6543,244406,244487.3561,251540
6544,244412,244487.3561,251544
6545,244418,244487.3561,251552
6546,244424,244487.3561,251560
6547,244430,244487.3561,251564
6548,244437,244487.3561,251572
6549,244443,244487.3561,251580
6550,244449,244487.3561,251584
6551,244455,244487.3561,251592
6552,244462,244487.3561,251600
6553,244468,244487.3561,251604
6554,244474,244487.3561,251612
6555,244480,244487.3561,251616
6556,244486,244487.3561,251624
6557,244493,244587.3561,251632
6558,244499,244587.3561,251636
6559,244505,244587.3561,251644
6560,244511,244587.3561,251652
6561,244518,244587.3561,251656
6562,244524,244587.3561,251664
6563,244530,244587.3561,251672
6564,244536,244587.3561,251676
6565,244542,244587.3561,251684
6566,244549,244587.3561,251688
6567,244555,244587.3561,251696
6568,244561,244587.3561,251704
6569,244567,244587.3561,251708
6570,244574,244587.3561,251716
6571,244580,244587.3561,251724
6572,244586,244587.3561,251728
6573,244592,244687.3561,251736
6574,244598,244687.3561,251744
6575,244605,244687.3561,251748
6576,244611,244687.3561,251756
6577,244617,244687.3561,251764
6578,244623,244687.3561,251768
6579,244630,244687.3561,251776
6580,244636,244687.3561,251784
6581,244642,244687.3561,251788
6582,244648,244687.3561,251796
6583,244654,244687.3561,251804
6584,244661,244687.3561,251808
6585,244667,244687.3561,251816
6586,244673,244687.3561,251824
6587,244679,244687.3561,251828
6588,244686,244687.3561,251836
6589,244692,244787.3561,251844
6590,244698,244787.3561,251848
6591,244704,244787.3561,251856
6592,244710,244787.3561,251864
6593,244717,244787.3561,251868
6594,244723,244787.3561,251876
6595,244729,244787.3561,251884
6596,244735,244787.3561,251888
6597,244742,244787.3561,251896
6598,244748,244787.3561,251904
6599,244754,244787.3561,251908
6600,244760,244787.3561,251916
6601,244766,244787.3561,251924
6602,244773,244787.3561,251928
6603,244779,244787.3561,251936
6604,244785,244787.3561,251944
6605,244791,244887.3561,251948
6606,244798,244887.3561,251956
6607,244804,244887.3561,251960
