current_allocated_disk_space,unused_allocated_disk_space,total_downtime,predicted_disk_space
[1053.91123957],0,0,[1053.91123957]
[1153.91123957],[95.60809105],[0.00087838],[1058.30314852]
[1153.91123957],[8.7838179],[0.00087838],[1062.69505747]
[1153.91123957],[13.17572685],[0.00087838],[1067.08696642]
[1153.91123957],[17.5676358],[0.00087838],[1071.47887537]
[1153.91123957],[21.95954475],[0.00087838],[1075.87078432]
[1153.91123957],[26.35145369],[0.00087838],[1080.26269327]
[1153.91123957],[30.74336264],[0.00087838],[1084.65460222]
[1153.91123957],[35.13527159],[0.00087838],[1089.04651117]
[1153.91123957],[39.52718054],[0.00087838],[1093.43842012]
[1153.91123957],[43.91908949],[0.00087838],[1097.83032906]
[1153.91123957],[48.31099844],[0.00087838],[1102.22223801]
[1153.91123957],[52.70290739],[0.00087838],[1106.61414696]
[1153.91123957],[57.09481634],[0.00087838],[1111.00605591]
[1153.91123957],[61.48672529],[0.00087838],[1115.39796486]
[1153.91123957],[65.87863424],[0.00087838],[1119.78987381]
[1153.91123957],[70.27054318],[0.00087838],[1124.18178276]
[1153.91123957],[74.66245213],[0.00087838],[1128.57369171]
[1153.91123957],[79.05436108],[0.00087838],[1132.96560066]
[1153.91123957],[83.44627003],[0.00087838],[1137.35750961]
[1153.91123957],[87.83817898],[0.00087838],[1141.74941855]
[1153.91123957],[92.23008793],[0.00087838],[1146.1413275]
[1153.91123957],[96.62199688],[0.00087838],[1150.53323645]
[1253.91123957],[98.98609417],[0.00108116],[1154.9251454]
[1253.91123957],[5.40581478],[0.00108116],[1159.31705435]
[1253.91123957],[9.79772373],[0.00108116],[1163.7089633]
[1253.91123957],[14.18963267],[0.00108116],[1168.10087225]
[1253.91123957],[18.58154162],[0.00108116],[1172.4927812]
[1253.91123957],[22.97345057],[0.00108116],[1176.88469015]
[1253.91123957],[27.36535952],[0.00108116],[1181.2765991]
[1253.91123957],[31.75726847],[0.00108116],[1185.66850805]
[1253.91123957],[36.14917742],[0.00108116],[1190.06041699]
[1253.91123957],[40.54108637],[0.00108116],[1194.45232594]
[1253.91123957],[44.93299532],[0.00108116],[1198.84423489]
[1253.91123957],[49.32490427],[0.00108116],[1203.23614384]
[1253.91123957],[53.71681322],[0.00108116],[1207.62805279]
[1253.91123957],[58.10872217],[0.00108116],[1212.01996174]
[1253.91123957],[62.50063111],[0.00108116],[1216.41187069]
[1253.91123957],[66.89254006],[0.00108116],[1220.80377964]
[1253.91123957],[71.28444901],[0.00108116],[1225.19568859]
[1253.91123957],[75.67635796],[0.00108116],[1229.58759754]
[1253.91123957],[80.06826691],[0.00108116],[1233.97950648]
[1253.91123957],[84.46017586],[0.00108116],[1238.37141543]
[1253.91123957],[88.85208481],[0.00108116],[1242.76332438]
[1253.91123957],[93.24399376],[0.00108116],[1247.15523333]
[1253.91123957],[97.63590271],[0.00108116],[1251.54714228]
[1353.91123957],[97.97218834],[0.00148673],[1255.93905123]
[1353.91123957],[6.4197206],[0.00148673],[1260.33096018]
[1353.91123957],[10.81162955],[0.00148673],[1264.72286913]
[1353.91123957],[15.2035385],[0.00148673],[1269.11477808]
[1353.91123957],[19.59544745],[0.00148673],[1273.50668703]
[1353.91123957],[23.9873564],[0.00148673],[1277.89859597]
[1353.91123957],[28.37926535],[0.00148673],[1282.29050492]
[1353.91123957],[32.7711743],[0.00148673],[1286.68241387]
[1353.91123957],[37.16308325],[0.00148673],[1291.07432282]
[1353.91123957],[41.5549922],[0.00148673],[1295.46623177]
[1353.91123957],[45.94690115],[0.00148673],[1299.85814072]
[1353.91123957],[50.33881009],[0.00148673],[1304.25004967]
[1353.91123957],[54.73071904],[0.00148673],[1308.64195862]
[1353.91123957],[59.12262799],[0.00148673],[1313.03386757]
[1353.91123957],[63.51453694],[0.00148673],[1317.42577652]
[1353.91123957],[67.90644589],[0.00148673],[1321.81768547]
[1353.91123957],[72.29835484],[0.00148673],[1326.20959441]
[1353.91123957],[76.69026379],[0.00148673],[1330.60150336]
[1353.91123957],[81.08217274],[0.00148673],[1334.99341231]
[1353.91123957],[85.47408169],[0.00148673],[1339.38532126]
[1353.91123957],[89.86599064],[0.00148673],[1343.77723021]
[1353.91123957],[94.25789959],[0.00148673],[1348.16913916]
[1353.91123957],[98.64980853],[0.00148673],[1352.56104811]
[1453.91123957],[96.95828252],[0.00209507],[1356.95295706]
[1453.91123957],[7.43362643],[0.00209507],[1361.34486601]
[1453.91123957],[11.82553538],[0.00209507],[1365.73677496]
[1453.91123957],[16.21744433],[0.00209507],[1370.1286839]
[1453.91123957],[20.60935328],[0.00209507],[1374.52059285]
[1453.91123957],[25.00126223],[0.00209507],[1378.9125018]
[1453.91123957],[29.39317118],[0.00209507],[1383.30441075]
[1453.91123957],[33.78508013],[0.00209507],[1387.6963197]
[1453.91123957],[38.17698908],[0.00209507],[1392.08822865]
[1453.91123957],[42.56889802],[0.00209507],[1396.4801376]
[1453.91123957],[46.96080697],[0.00209507],[1400.87204655]
[1453.91123957],[51.35271592],[0.00209507],[1405.2639555]
[1453.91123957],[55.74462487],[0.00209507],[1409.65586445]
[1453.91123957],[60.13653382],[0.00209507],[1414.0477734]
[1453.91123957],[64.52844277],[0.00209507],[1418.43968234]
[1453.91123957],[68.92035172],[0.00209507],[1422.83159129]
[1453.91123957],[73.31226067],[0.00209507],[1427.22350024]
[1453.91123957],[77.70416962],[0.00209507],[1431.61540919]
[1453.91123957],[82.09607857],[0.00209507],[1436.00731814]
[1453.91123957],[86.48798751],[0.00209507],[1440.39922709]
[1453.91123957],[90.87989646],[0.00209507],[1444.79113604]
[1453.91123957],[95.27180541],[0.00209507],[1449.18304499]
[1453.91123957],[99.66371436],[0.00209507],[1453.57495394]
[1553.91123957],[95.94437669],[0.00290619],[1457.96686289]
[1553.91123957],[8.44753226],[0.00290619],[1462.35877183]
[1553.91123957],[12.83944121],[0.00290619],[1466.75068078]
[1553.91123957],[17.23135016],[0.00290619],[1471.14258973]
[1553.91123957],[21.62325911],[0.00290619],[1475.53449868]
[1553.91123957],[26.01516806],[0.00290619],[1479.92640763]
[1553.91123957],[30.40707701],[0.00290619],[1484.31831658]
[1553.91123957],[34.79898595],[0.00290619],[1488.71022553]
[1553.91123957],[39.1908949],[0.00290619],[1493.10213448]
[1553.91123957],[43.58280385],[0.00290619],[1497.49404343]
[1553.91123957],[47.9747128],[0.00290619],[1501.88595238]
[1553.91123957],[52.36662175],[0.00290619],[1506.27786132]
[1553.91123957],[56.7585307],[0.00290619],[1510.66977027]
[1553.91123957],[61.15043965],[0.00290619],[1515.06167922]
[1553.91123957],[65.5423486],[0.00290619],[1519.45358817]
[1553.91123957],[69.93425755],[0.00290619],[1523.84549712]
[1553.91123957],[74.3261665],[0.00290619],[1528.23740607]
[1553.91123957],[78.71807544],[0.00290619],[1532.62931502]
[1553.91123957],[83.10998439],[0.00290619],[1537.02122397]
[1553.91123957],[87.50189334],[0.00290619],[1541.41313292]
[1553.91123957],[91.89380229],[0.00290619],[1545.80504187]
[1553.91123957],[96.28571124],[0.00290619],[1550.19695082]
[1653.91123957],[99.32237981],[0.00304172],[1554.58885976]
[1653.91123957],[5.06952914],[0.00304172],[1558.98076871]
[1653.91123957],[9.46143809],[0.00304172],[1563.37267766]
[1653.91123957],[13.85334704],[0.00304172],[1567.76458661]
[1653.91123957],[18.24525599],[0.00304172],[1572.15649556]
[1653.91123957],[22.63716493],[0.00304172],[1576.54840451]
[1653.91123957],[27.02907388],[0.00304172],[1580.94031346]
[1653.91123957],[31.42098283],[0.00304172],[1585.33222241]
[1653.91123957],[35.81289178],[0.00304172],[1589.72413136]
[1653.91123957],[40.20480073],[0.00304172],[1594.11604031]
[1653.91123957],[44.59670968],[0.00304172],[1598.50794925]
[1653.91123957],[48.98861863],[0.00304172],[1602.8998582]
[1653.91123957],[53.38052758],[0.00304172],[1607.29176715]
[1653.91123957],[57.77243653],[0.00304172],[1611.6836761]
[1653.91123957],[62.16434548],[0.00304172],[1616.07558505]
[1653.91123957],[66.55625443],[0.00304172],[1620.467494]
[1653.91123957],[70.94816337],[0.00304172],[1624.85940295]
[1653.91123957],[75.34007232],[0.00304172],[1629.2513119]
[1653.91123957],[79.73198127],[0.00304172],[1633.64322085]
[1653.91123957],[84.12389022],[0.00304172],[1638.0351298]
[1653.91123957],[88.51579917],[0.00304172],[1642.42703874]
[1653.91123957],[92.90770812],[0.00304172],[1646.81894769]
[1653.91123957],[97.29961707],[0.00304172],[1651.21085664]
[1753.91123957],[98.30847398],[0.00338002],[1655.60276559]
[1753.91123957],[6.08343497],[0.00338002],[1659.99467454]
[1753.91123957],[10.47534392],[0.00338002],[1664.38658349]
[1753.91123957],[14.86725286],[0.00338002],[1668.77849244]
[1753.91123957],[19.25916181],[0.00338002],[1673.17040139]
[1753.91123957],[23.65107076],[0.00338002],[1677.56231034]
[1753.91123957],[28.04297971],[0.00338002],[1681.95421929]
[1753.91123957],[32.43488866],[0.00338002],[1686.34612824]
[1753.91123957],[36.82679761],[0.00338002],[1690.73803718]
[1753.91123957],[41.21870656],[0.00338002],[1695.12994613]
[1753.91123957],[45.61061551],[0.00338002],[1699.52185508]
[1753.91123957],[50.00252446],[0.00338002],[1703.91376403]
[1753.91123957],[54.39443341],[0.00338002],[1708.30567298]
[1753.91123957],[58.78634235],[0.00338002],[1712.69758193]
[1753.91123957],[63.1782513],[0.00338002],[1717.08949088]
[1753.91123957],[67.57016025],[0.00338002],[1721.48139983]
[1753.91123957],[71.9620692],[0.00338002],[1725.87330878]
[1753.91123957],[76.35397815],[0.00338002],[1730.26521773]
[1753.91123957],[80.7458871],[0.00338002],[1734.65712667]
[1753.91123957],[85.13779605],[0.00338002],[1739.04903562]
[1753.91123957],[89.529705],[0.00338002],[1743.44094457]
[1753.91123957],[93.92161395],[0.00338002],[1747.83285352]
[1753.91123957],[98.3135229],[0.00338002],[1752.22476247]
[1853.91123957],[97.29456815],[0.00392111],[1756.61667142]
[1853.91123957],[7.09734079],[0.00392111],[1761.00858037]
[1853.91123957],[11.48924974],[0.00392111],[1765.40048932]
[1853.91123957],[15.88115869],[0.00392111],[1769.79239827]
[1853.91123957],[20.27306764],[0.00392111],[1774.18430722]
[1853.91123957],[24.66497659],[0.00392111],[1778.57621616]
[1853.91123957],[29.05688554],[0.00392111],[1782.96812511]
[1853.91123957],[33.44879449],[0.00392111],[1787.36003406]
[1853.91123957],[37.84070344],[0.00392111],[1791.75194301]
[1853.91123957],[42.23261239],[0.00392111],[1796.14385196]
[1853.91123957],[46.62452134],[0.00392111],[1800.53576091]
[1853.91123957],[51.01643028],[0.00392111],[1804.92766986]
[1853.91123957],[55.40833923],[0.00392111],[1809.31957881]
[1853.91123957],[59.80024818],[0.00392111],[1813.71148776]
[1853.91123957],[64.19215713],[0.00392111],[1818.10339671]
[1853.91123957],[68.58406608],[0.00392111],[1822.49530566]
[1853.91123957],[72.97597503],[0.00392111],[1826.8872146]
[1853.91123957],[77.36788398],[0.00392111],[1831.27912355]
[1853.91123957],[81.75979293],[0.00392111],[1835.6710325]
[1853.91123957],[86.15170188],[0.00392111],[1840.06294145]
[1853.91123957],[90.54361083],[0.00392111],[1844.4548504]
[1853.91123957],[94.93551978],[0.00392111],[1848.84675935]
[1853.91123957],[99.32742872],[0.00392111],[1853.2386683]
[1953.91123957],[96.28066233],[0.00466498],[1857.63057725]
[1953.91123957],[8.11124662],[0.00466498],[1862.0224862]
[1953.91123957],[12.50315557],[0.00466498],[1866.41439515]
[1953.91123957],[16.89506452],[0.00466498],[1870.80630409]
[1953.91123957],[21.28697347],[0.00466498],[1875.19821304]
[1953.91123957],[25.67888242],[0.00466498],[1879.59012199]
[1953.91123957],[30.07079137],[0.00466498],[1883.98203094]
[1953.91123957],[34.46270032],[0.00466498],[1888.37393989]
[1953.91123957],[38.85460927],[0.00466498],[1892.76584884]
[1953.91123957],[43.24651821],[0.00466498],[1897.15775779]
[1953.91123957],[47.63842716],[0.00466498],[1901.54966674]
[1953.91123957],[52.03033611],[0.00466498],[1905.94157569]
[1953.91123957],[56.42224506],[0.00466498],[1910.33348464]
[1953.91123957],[60.81415401],[0.00466498],[1914.72539358]
[1953.91123957],[65.20606296],[0.00466498],[1919.11730253]
[1953.91123957],[69.59797191],[0.00466498],[1923.50921148]
[1953.91123957],[73.98988086],[0.00466498],[1927.90112043]
[1953.91123957],[78.38178981],[0.00466498],[1932.29302938]
[1953.91123957],[82.77369876],[0.00466498],[1936.68493833]
[1953.91123957],[87.1656077],[0.00466498],[1941.07684728]
[1953.91123957],[91.55751665],[0.00466498],[1945.46875623]
[1953.91123957],[95.9494256],[0.00466498],[1949.86066518]
[2053.91123957],[99.65866545],[0.00473324],[1954.25257413]
[2053.91123957],[4.7332435],[0.00473324],[1958.64448308]
[2053.91123957],[9.12515245],[0.00473324],[1963.03639202]
[2053.91123957],[13.5170614],[0.00473324],[1967.42830097]
[2053.91123957],[17.90897035],[0.00473324],[1971.82020992]
[2053.91123957],[22.3008793],[0.00473324],[1976.21211887]
[2053.91123957],[26.69278825],[0.00473324],[1980.60402782]
[2053.91123957],[31.0846972],[0.00473324],[1984.99593677]
[2053.91123957],[35.47660614],[0.00473324],[1989.38784572]
[2053.91123957],[39.86851509],[0.00473324],[1993.77975467]
[2053.91123957],[44.26042404],[0.00473324],[1998.17166362]
[2053.91123957],[48.65233299],[0.00473324],[2002.56357257]
[2053.91123957],[53.04424194],[0.00473324],[2006.95548151]
[2053.91123957],[57.43615089],[0.00473324],[2011.34739046]
[2053.91123957],[61.82805984],[0.00473324],[2015.73929941]
[2053.91123957],[66.21996879],[0.00473324],[2020.13120836]
[2053.91123957],[70.61187774],[0.00473324],[2024.52311731]
[2053.91123957],[75.00378669],[0.00473324],[2028.91502626]
[2053.91123957],[79.39569563],[0.00473324],[2033.30693521]
[2053.91123957],[83.78760458],[0.00473324],[2037.69884416]
[2053.91123957],[88.17951353],[0.00473324],[2042.09075311]
[2053.91123957],[92.57142248],[0.00473324],[2046.48266206]
[2053.91123957],[96.96333143],[0.00473324],[2050.874571]
[2153.91123957],[98.64475962],[0.00500429],[2055.26647995]
[2153.91123957],[5.74714933],[0.00500429],[2059.6583889]
[2153.91123957],[10.13905828],[0.00500429],[2064.05029785]
[2153.91123957],[14.53096723],[0.00500429],[2068.4422068]
[2153.91123957],[18.92287618],[0.00500429],[2072.83411575]
[2153.91123957],[23.31478512],[0.00500429],[2077.2260247]
[2153.91123957],[27.70669407],[0.00500429],[2081.61793365]
[2153.91123957],[32.09860302],[0.00500429],[2086.0098426]
[2153.91123957],[36.49051197],[0.00500429],[2090.40175155]
[2153.91123957],[40.88242092],[0.00500429],[2094.7936605]
[2153.91123957],[45.27432987],[0.00500429],[2099.18556944]
[2153.91123957],[49.66623882],[0.00500429],[2103.57747839]
[2153.91123957],[54.05814777],[0.00500429],[2107.96938734]
[2153.91123957],[58.45005672],[0.00500429],[2112.36129629]
[2153.91123957],[62.84196567],[0.00500429],[2116.75320524]
[2153.91123957],[67.23387462],[0.00500429],[2121.14511419]
[2153.91123957],[71.62578356],[0.00500429],[2125.53702314]
[2153.91123957],[76.01769251],[0.00500429],[2129.92893209]
[2153.91123957],[80.40960146],[0.00500429],[2134.32084104]
[2153.91123957],[84.80151041],[0.00500429],[2138.71274999]
[2153.91123957],[89.19341936],[0.00500429],[2143.10465893]
[2153.91123957],[93.58532831],[0.00500429],[2147.49656788]
[2153.91123957],[97.97723726],[0.00500429],[2151.88847683]
[2253.91123957],[97.63085379],[0.00547812],[2156.28038578]
[2253.91123957],[6.76105516],[0.00547812],[2160.67229473]
[2253.91123957],[11.15296411],[0.00547812],[2165.06420368]
[2253.91123957],[15.54487305],[0.00547812],[2169.45611263]
[2253.91123957],[19.936782],[0.00547812],[2173.84802158]
[2253.91123957],[24.32869095],[0.00547812],[2178.23993053]
[2253.91123957],[28.7205999],[0.00547812],[2182.63183948]
[2253.91123957],[33.11250885],[0.00547812],[2187.02374842]
[2253.91123957],[37.5044178],[0.00547812],[2191.41565737]
[2253.91123957],[41.89632675],[0.00547812],[2195.80756632]
[2253.91123957],[46.2882357],[0.00547812],[2200.19947527]
[2253.91123957],[50.68014465],[0.00547812],[2204.59138422]
[2253.91123957],[55.0720536],[0.00547812],[2208.98329317]
[2253.91123957],[59.46396254],[0.00547812],[2213.37520212]
[2253.91123957],[63.85587149],[0.00547812],[2217.76711107]
[2253.91123957],[68.24778044],[0.00547812],[2222.15902002]
[2253.91123957],[72.63968939],[0.00547812],[2226.55092897]
[2253.91123957],[77.03159834],[0.00547812],[2230.94283792]
[2253.91123957],[81.42350729],[0.00547812],[2235.33474686]
[2253.91123957],[85.81541624],[0.00547812],[2239.72665581]
[2253.91123957],[90.20732519],[0.00547812],[2244.11856476]
[2253.91123957],[94.59923414],[0.00547812],[2248.51047371]
[2253.91123957],[98.99114309],[0.00547812],[2252.90238266]
[2353.91123957],[96.61694796],[0.00615473],[2257.29429161]
[2353.91123957],[7.77496098],[0.00615473],[2261.68620056]
[2353.91123957],[12.16686993],[0.00615473],[2266.07810951]
[2353.91123957],[16.55877888],[0.00615473],[2270.47001846]
[2353.91123957],[20.95068783],[0.00615473],[2274.86192741]
[2353.91123957],[25.34259678],[0.00615473],[2279.25383635]
[2353.91123957],[29.73450573],[0.00615473],[2283.6457453]
[2353.91123957],[34.12641468],[0.00615473],[2288.03765425]
[2353.91123957],[38.51832363],[0.00615473],[2292.4295632]
[2353.91123957],[42.91023258],[0.00615473],[2296.82147215]
[2353.91123957],[47.30214153],[0.00615473],[2301.2133811]
[2353.91123957],[51.69405047],[0.00615473],[2305.60529005]
[2353.91123957],[56.08595942],[0.00615473],[2309.997199]
[2353.91123957],[60.47786837],[0.00615473],[2314.38910795]
[2353.91123957],[64.86977732],[0.00615473],[2318.7810169]
[2353.91123957],[69.26168627],[0.00615473],[2323.17292584]
[2353.91123957],[73.65359522],[0.00615473],[2327.56483479]
[2353.91123957],[78.04550417],[0.00615473],[2331.95674374]
[2353.91123957],[82.43741312],[0.00615473],[2336.34865269]
[2353.91123957],[86.82932207],[0.00615473],[2340.74056164]
[2353.91123957],[91.22123102],[0.00615473],[2345.13247059]
[2353.91123957],[95.61313996],[0.00615473],[2349.52437954]
[2453.91123957],[99.99495109],[0.00615574],[2353.91628849]
[2453.91123957],[4.39695786],[0.00615574],[2358.30819744]
[2453.91123957],[8.78886681],[0.00615574],[2362.70010639]
[2453.91123957],[13.18077576],[0.00615574],[2367.09201534]
[2453.91123957],[17.57268471],[0.00615574],[2371.48392428]
[2453.91123957],[21.96459366],[0.00615574],[2375.87583323]
[2453.91123957],[26.35650261],[0.00615574],[2380.26774218]
[2453.91123957],[30.74841156],[0.00615574],[2384.65965113]
[2453.91123957],[35.14032051],[0.00615574],[2389.05156008]
[2453.91123957],[39.53222946],[0.00615574],[2393.44346903]
[2453.91123957],[43.9241384],[0.00615574],[2397.83537798]
[2453.91123957],[48.31604735],[0.00615574],[2402.22728693]
[2453.91123957],[52.7079563],[0.00615574],[2406.61919588]
[2453.91123957],[57.09986525],[0.00615574],[2411.01110483]
[2453.91123957],[61.4917742],[0.00615574],[2415.40301377]
[2453.91123957],[65.88368315],[0.00615574],[2419.79492272]
[2453.91123957],[70.2755921],[0.00615574],[2424.18683167]
[2453.91123957],[74.66750105],[0.00615574],[2428.57874062]
[2453.91123957],[79.05941],[0.00615574],[2432.97064957]
[2453.91123957],[83.45131895],[0.00615574],[2437.36255852]
[2453.91123957],[87.84322789],[0.00615574],[2441.75446747]
[2453.91123957],[92.23513684],[0.00615574],[2446.14637642]
[2453.91123957],[96.62704579],[0.00615574],[2450.53828537]
[2553.91123957],[98.98104526],[0.00635953],[2454.93019432]
[2553.91123957],[5.41086369],[0.00635953],[2459.32210326]
[2553.91123957],[9.80277264],[0.00635953],[2463.71401221]
[2553.91123957],[14.19468159],[0.00635953],[2468.10592116]
[2553.91123957],[18.58659054],[0.00635953],[2472.49783011]
[2553.91123957],[22.97849949],[0.00635953],[2476.88973906]
[2553.91123957],[27.37040844],[0.00635953],[2481.28164801]
[2553.91123957],[31.76231738],[0.00635953],[2485.67355696]
[2553.91123957],[36.15422633],[0.00635953],[2490.06546591]
[2553.91123957],[40.54613528],[0.00635953],[2494.45737486]
[2553.91123957],[44.93804423],[0.00635953],[2498.84928381]
[2553.91123957],[49.32995318],[0.00635953],[2503.24119276]
[2553.91123957],[53.72186213],[0.00635953],[2507.6331017]
[2553.91123957],[58.11377108],[0.00635953],[2512.02501065]
[2553.91123957],[62.50568003],[0.00635953],[2516.4169196]
[2553.91123957],[66.89758898],[0.00635953],[2520.80882855]
[2553.91123957],[71.28949793],[0.00635953],[2525.2007375]
[2553.91123957],[75.68140688],[0.00635953],[2529.59264645]
[2553.91123957],[80.07331582],[0.00635953],[2533.9845554]
[2553.91123957],[84.46522477],[0.00635953],[2538.37646435]
[2553.91123957],[88.85713372],[0.00635953],[2542.7683733]
[2553.91123957],[93.24904267],[0.00635953],[2547.16028225]
[2553.91123957],[97.64095162],[0.00635953],[2551.55219119]
[2653.91123957],[97.96713943],[0.0067661],[2555.94410014]
[2653.91123957],[6.42476952],[0.0067661],[2560.33600909]
[2653.91123957],[10.81667847],[0.0067661],[2564.72791804]
[2653.91123957],[15.20858742],[0.0067661],[2569.11982699]
[2653.91123957],[19.60049637],[0.0067661],[2573.51173594]
[2653.91123957],[23.99240531],[0.0067661],[2577.90364489]
[2653.91123957],[28.38431426],[0.0067661],[2582.29555384]
[2653.91123957],[32.77622321],[0.0067661],[2586.68746279]
[2653.91123957],[37.16813216],[0.0067661],[2591.07937174]
[2653.91123957],[41.56004111],[0.0067661],[2595.47128068]
[2653.91123957],[45.95195006],[0.0067661],[2599.86318963]
[2653.91123957],[50.34385901],[0.0067661],[2604.25509858]
[2653.91123957],[54.73576796],[0.0067661],[2608.64700753]
[2653.91123957],[59.12767691],[0.0067661],[2613.03891648]
[2653.91123957],[63.51958586],[0.0067661],[2617.43082543]
[2653.91123957],[67.9114948],[0.0067661],[2621.82273438]
[2653.91123957],[72.30340375],[0.0067661],[2626.21464333]
[2653.91123957],[76.6953127],[0.0067661],[2630.60655228]
[2653.91123957],[81.08722165],[0.0067661],[2634.99846123]
[2653.91123957],[85.4791306],[0.0067661],[2639.39037018]
[2653.91123957],[89.87103955],[0.0067661],[2643.78227912]
[2653.91123957],[94.2629485],[0.0067661],[2648.17418807]
[2653.91123957],[98.65485745],[0.0067661],[2652.56609702]
[2753.91123957],[96.9532336],[0.00737546],[2656.95800597]
[2753.91123957],[7.43867535],[0.00737546],[2661.34991492]
[2753.91123957],[11.8305843],[0.00737546],[2665.74182387]
[2753.91123957],[16.22249324],[0.00737546],[2670.13373282]
[2753.91123957],[20.61440219],[0.00737546],[2674.52564177]
[2753.91123957],[25.00631114],[0.00737546],[2678.91755072]
[2753.91123957],[29.39822009],[0.00737546],[2683.30945967]
[2753.91123957],[33.79012904],[0.00737546],[2687.70136861]
[2753.91123957],[38.18203799],[0.00737546],[2692.09327756]
[2753.91123957],[42.57394694],[0.00737546],[2696.48518651]
[2753.91123957],[46.96585589],[0.00737546],[2700.87709546]
[2753.91123957],[51.35776484],[0.00737546],[2705.26900441]
[2753.91123957],[55.74967379],[0.00737546],[2709.66091336]
[2753.91123957],[60.14158273],[0.00737546],[2714.05282231]
[2753.91123957],[64.53349168],[0.00737546],[2718.44473126]
[2753.91123957],[68.92540063],[0.00737546],[2722.83664021]
[2753.91123957],[73.31730958],[0.00737546],[2727.22854916]
[2753.91123957],[77.70921853],[0.00737546],[2731.6204581]
[2753.91123957],[82.10112748],[0.00737546],[2736.01236705]
[2753.91123957],[86.49303643],[0.00737546],[2740.404276]
[2753.91123957],[90.88494538],[0.00737546],[2744.79618495]
[2753.91123957],[95.27685433],[0.00737546],[2749.1880939]
[2753.91123957],[99.66876328],[0.00737546],[2753.58000285]
[2853.91123957],[95.93932778],[0.00818759],[2757.9719118]
[2853.91123957],[8.45258117],[0.00818759],[2762.36382075]
[2853.91123957],[12.84449012],[0.00818759],[2766.7557297]
[2853.91123957],[17.23639907],[0.00818759],[2771.14763865]
[2853.91123957],[21.62830802],[0.00818759],[2775.5395476]
[2853.91123957],[26.02021697],[0.00818759],[2779.93145654]
[2853.91123957],[30.41212592],[0.00818759],[2784.32336549]
[2853.91123957],[34.80403487],[0.00818759],[2788.71527444]
[2853.91123957],[39.19594382],[0.00818759],[2793.10718339]
[2853.91123957],[43.58785277],[0.00818759],[2797.49909234]
[2853.91123957],[47.97976172],[0.00818759],[2801.89100129]
[2853.91123957],[52.37167066],[0.00818759],[2806.28291024]
[2853.91123957],[56.76357961],[0.00818759],[2810.67481919]
[2853.91123957],[61.15548856],[0.00818759],[2815.06672814]
[2853.91123957],[65.54739751],[0.00818759],[2819.45863709]
[2853.91123957],[69.93930646],[0.00818759],[2823.85054603]
[2853.91123957],[74.33121541],[0.00818759],[2828.24245498]
[2853.91123957],[78.72312436],[0.00818759],[2832.63436393]
[2853.91123957],[83.11503331],[0.00818759],[2837.02627288]
[2853.91123957],[87.50694226],[0.00818759],[2841.41818183]
[2853.91123957],[91.89885121],[0.00818759],[2845.81009078]
[2853.91123957],[96.29076015],[0.00818759],[2850.20199973]
[2953.91123957],[99.3173309],[0.00832413],[2854.59390868]
[2953.91123957],[5.07457805],[0.00832413],[2858.98581763]
[2953.91123957],[9.466487],[0.00832413],[2863.37772658]
[2953.91123957],[13.85839595],[0.00832413],[2867.76963553]
[2953.91123957],[18.2503049],[0.00832413],[2872.16154447]
[2953.91123957],[22.64221385],[0.00832413],[2876.55345342]
[2953.91123957],[27.0341228],[0.00832413],[2880.94536237]
[2953.91123957],[31.42603175],[0.00832413],[2885.33727132]
[2953.91123957],[35.8179407],[0.00832413],[2889.72918027]
[2953.91123957],[40.20984964],[0.00832413],[2894.12108922]
[2953.91123957],[44.60175859],[0.00832413],[2898.51299817]
[2953.91123957],[48.99366754],[0.00832413],[2902.90490712]
[2953.91123957],[53.38557649],[0.00832413],[2907.29681607]
[2953.91123957],[57.77748544],[0.00832413],[2911.68872502]
[2953.91123957],[62.16939439],[0.00832413],[2916.08063396]
[2953.91123957],[66.56130334],[0.00832413],[2920.47254291]
[2953.91123957],[70.95321229],[0.00832413],[2924.86445186]
[2953.91123957],[75.34512124],[0.00832413],[2929.25636081]
[2953.91123957],[79.73703019],[0.00832413],[2933.64826976]
[2953.91123957],[84.12893914],[0.00832413],[2938.04017871]
[2953.91123957],[88.52084808],[0.00832413],[2942.43208766]
[2953.91123957],[92.91275703],[0.00832413],[2946.82399661]
[2953.91123957],[97.30466598],[0.00832413],[2951.21590556]
[3053.91123957],[98.30342507],[0.00866344],[2955.60781451]
[3053.91123957],[6.08848388],[0.00866344],[2959.99972345]
[3053.91123957],[10.48039283],[0.00866344],[2964.3916324]
[3053.91123957],[14.87230178],[0.00866344],[2968.78354135]
[3053.91123957],[19.26421073],[0.00866344],[2973.1754503]
[3053.91123957],[23.65611968],[0.00866344],[2977.56735925]
[3053.91123957],[28.04802863],[0.00866344],[2981.9592682]
[3053.91123957],[32.43993757],[0.00866344],[2986.35117715]
[3053.91123957],[36.83184652],[0.00866344],[2990.7430861]
[3053.91123957],[41.22375547],[0.00866344],[2995.13499505]
[3053.91123957],[45.61566442],[0.00866344],[2999.526904]
[3053.91123957],[50.00757337],[0.00866344],[3003.91881295]
[3053.91123957],[54.39948232],[0.00866344],[3008.31072189]
[3053.91123957],[58.79139127],[0.00866344],[3012.70263084]
[3053.91123957],[63.18330022],[0.00866344],[3017.09453979]
[3053.91123957],[67.57520917],[0.00866344],[3021.48644874]
[3053.91123957],[71.96711812],[0.00866344],[3025.87835769]
[3053.91123957],[76.35902706],[0.00866344],[3030.27026664]
