predicted_disk_space
1053.91124
1058.303149
1062.695057
1067.086966
1071.478875
1075.870784
1080.262693
1084.654602
1089.046511
1093.43842
1097.830329
1102.222238
1106.614147
1111.006056
1115.397965
1119.789874
1124.181783
1128.573692
1132.965601
1137.35751
1141.749419
1146.141328
1150.533236
1154.925145
1159.317054
1163.708963
1168.100872
1172.492781
1176.88469
1181.276599
1185.668508
1190.060417
1194.452326
1198.844235
1203.236144
1207.628053
1212.019962
1216.411871
1220.80378
1225.195689
1229.587598
1233.979506
1238.371415
1242.763324
1247.155233
1251.547142
1255.939051
1260.33096
1264.722869
1269.114778
1273.506687
1277.898596
1282.290505
1286.682414
1291.074323
1295.466232
1299.858141
1304.25005
1308.641959
1313.033868
1317.425777
1321.817685
1326.209594
1330.601503
1334.993412
1339.385321
1343.77723
1348.169139
1352.561048
1356.952957
1361.344866
1365.736775
1370.128684
1374.520593
1378.912502
1383.304411
1387.69632
1392.088229
1396.480138
1400.872047
1405.263956
1409.655864
1414.047773
1418.439682
1422.831591
1427.2235
1431.615409
1436.007318
1440.399227
1444.791136
1449.183045
1453.574954
1457.966863
1462.358772
1466.750681
1471.14259
1475.534499
1479.926408
1484.318317
1488.710226
1493.102134
1497.494043
1501.885952
1506.277861
1510.66977
1515.061679
1519.453588
1523.845497
1528.237406
1532.629315
1537.021224
1541.413133
1545.805042
1550.196951
1554.58886
1558.980769
1563.372678
1567.764587
1572.156496
1576.548405
1580.940313
1585.332222
1589.724131
1594.11604
1598.507949
1602.899858
1607.291767
1611.683676
1616.075585
1620.467494
1624.859403
1629.251312
1633.643221
1638.03513
1642.427039
1646.818948
1651.210857
1655.602766
1659.994675
1664.386583
1668.778492
1673.170401
1677.56231
1681.954219
1686.346128
1690.738037
1695.129946
1699.521855
1703.913764
1708.305673
1712.697582
1717.089491
1721.4814
1725.873309
1730.265218
1734.657127
1739.049036
1743.440945
1747.832854
1752.224762
1756.616671
1761.00858
1765.400489
1769.792398
1774.184307
1778.576216
1782.968125
1787.360034
1791.751943
1796.143852
1800.535761
1804.92767
1809.319579
1813.711488
1818.103397
1822.495306
1826.887215
1831.279124
1835.671033
1840.062941
1844.45485
1848.846759
1853.238668
1857.630577
1862.022486
1866.414395
1870.806304
1875.198213
1879.590122
1883.982031
1888.37394
1892.765849
1897.157758
1901.549667
1905.941576
1910.333485
1914.725394
1919.117303
1923.509211
1927.90112
1932.293029
1936.684938
1941.076847
1945.468756
1949.860665
1954.252574
1958.644483
1963.036392
1967.428301
1971.82021
1976.212119
1980.604028
1984.995937
1989.387846
1993.779755
1998.171664
2002.563573
2006.955482
2011.34739
2015.739299
2020.131208
2024.523117
2028.915026
2033.306935
2037.698844
2042.090753
2046.482662
2050.874571
2055.26648
2059.658389
2064.050298
2068.442207
2072.834116
2077.226025
2081.617934
2086.009843
2090.401752
2094.793661
2099.185569
2103.577478
2107.969387
2112.361296
2116.753205
2121.145114
2125.537023
2129.928932
2134.320841
2138.71275
2143.104659
2147.496568
2151.888477
2156.280386
2160.672295
2165.064204
2169.456113
2173.848022
2178.239931
2182.631839
2187.023748
2191.415657
2195.807566
2200.199475
2204.591384
2208.983293
2213.375202
2217.767111
2222.15902
2226.550929
2230.942838
2235.334747
2239.726656
2244.118565
2248.510474
2252.902383
2257.294292
2261.686201
2266.07811
2270.470018
2274.861927
2279.253836
2283.645745
2288.037654
2292.429563
2296.821472
2301.213381
2305.60529
2309.997199
2314.389108
2318.781017
2323.172926
2327.564835
2331.956744
2336.348653
2340.740562
2345.132471
2349.52438
2353.916288
2358.308197
2362.700106
2367.092015
2371.483924
2375.875833
2380.267742
2384.659651
2389.05156
2393.443469
2397.835378
2402.227287
2406.619196
2411.011105
2415.403014
2419.794923
2424.186832
2428.578741
2432.97065
2437.362559
2441.754467
2446.146376
2450.538285
2454.930194
2459.322103
2463.714012
2468.105921
2472.49783
2476.889739
2481.281648
2485.673557
2490.065466
2494.457375
2498.849284
2503.241193
2507.633102
2512.025011
2516.41692
2520.808829
2525.200738
2529.592646
2533.984555
2538.376464
2542.768373
2547.160282
2551.552191
2555.9441
2560.336009
2564.727918
2569.119827
2573.511736
2577.903645
2582.295554
2586.687463
2591.079372
2595.471281
2599.86319
2604.255099
2608.647008
2613.038916
2617.430825
2621.822734
2626.214643
2630.606552
2634.998461
2639.39037
2643.782279
2648.174188
2652.566097
2656.958006
2661.349915
2665.741824
2670.133733
2674.525642
2678.917551
2683.30946
2687.701369
2692.093278
2696.485187
2700.877095
2705.269004
2709.660913
2714.052822
2718.444731
2722.83664
2727.228549
2731.620458
2736.012367
2740.404276
2744.796185
2749.188094
2753.580003
2757.971912
2762.363821
2766.75573
2771.147639
2775.539548
2779.931457
2784.323365
