rewards,downtime
301,40.38000000000042
302,40.381600000000425
303,40.38320000000043
304,40.38400000000043
305,40.38560000000043
306,40.38720000000043
307,40.389600000000435
308,40.39120000000044
309,40.39280000000044
310,40.39360000000044
311,40.39520000000044
312,40.39680000000045
313,40.397600000000445
314,40.39920000000045
315,40.40080000000045
316,40.40160000000045
317,40.40320000000045
318,40.405600000000454
319,40.40720000000046
320,40.40880000000046
321,40.40960000000046
322,40.41120000000046
323,40.412800000000466
324,40.413600000000464
325,40.41520000000047
326,40.416000000000466
327,40.41760000000047
328,40.41920000000047
329,40.421600000000474
330,40.42320000000048
331,40.42480000000048
332,40.42560000000048
333,40.42720000000048
334,40.428800000000486
335,40.429600000000484
336,40.43120000000049
337,40.432000000000485
338,40.43360000000049
339,40.43520000000049
340,40.43600000000049
341,40.43920000000049
342,40.44080000000049
343,40.44160000000049
344,40.443200000000495
345,40.44400000000049
346,40.445600000000496
347,40.4472000000005
348,40.4480000000005
349,40.4496000000005
350,40.451200000000505
351,40.4520000000005
352,40.8024000000005
353,40.8032000000005
354,40.804800000000505
355,40.80640000000051
356,40.807200000000506
357,40.80880000000051
358,40.81040000000051
359,40.81120000000051
360,40.812800000000514
361,40.81360000000051
362,40.815200000000516
363,41.431200000000516
364,41.432000000000514
365,41.43360000000052
366,41.434400000000515
367,41.43600000000052
368,41.43760000000052
369,41.43840000000052
370,41.44000000000052
371,41.44160000000053
372,41.442400000000525
373,41.44400000000053
374,41.44480000000053
375,41.44640000000053
376,41.44720000000053
377,41.44880000000053
378,41.450400000000535
379,41.45120000000053
380,41.452800000000536
381,41.45440000000054
382,41.45520000000054
383,41.45680000000054
384,41.458400000000545
385,41.45920000000054
386,41.460800000000546
387,41.461600000000544
388,41.46320000000055
389,41.464000000000546
390,41.46560000000055
391,41.46720000000055
392,41.46800000000055
393,41.469600000000554
394,41.47120000000056
395,41.472000000000556
396,41.47360000000056
397,41.47440000000056
398,41.47600000000056
399,41.47680000000056
400,41.47840000000056
401,41.47920000000056
402,41.48080000000056
403,41.48240000000057
404,41.483200000000565
405,41.48480000000057
406,41.48640000000057
407,41.48720000000057
408,41.48880000000057
409,41.48960000000057
410,41.491200000000575
411,41.49200000000057
412,41.493600000000576
413,41.49520000000058
414,41.49600000000058
415,41.49760000000058
416,41.499200000000585
417,41.50000000000058
418,41.501600000000586
419,41.502400000000584
420,41.50400000000059
421,41.504800000000586
422,41.50640000000059
423,41.50800000000059
424,41.50880000000059
425,41.510400000000594
426,41.5120000000006
427,41.512800000000595
428,41.5144000000006
429,41.5152000000006
430,41.5168000000006
431,41.5176000000006
432,41.5192000000006
433,41.520800000000605
434,41.5216000000006
435,41.52320000000061
436,41.524000000000605
437,41.52560000000061
438,41.526400000000606
439,41.52800000000061
440,41.52960000000061
441,41.53040000000061
442,41.532000000000615
443,41.53280000000061
444,41.534400000000616
445,41.53600000000062
446,41.53680000000062
447,41.53840000000062
448,41.53920000000062
449,41.54080000000062
450,41.542400000000626
451,41.543200000000624
452,41.54480000000063
453,41.545600000000626
454,41.54720000000063
455,41.54880000000063
456,41.54960000000063
457,41.551200000000634
458,41.55200000000063
459,41.553600000000635
460,41.55520000000064
461,41.55600000000064
462,41.55760000000064
463,41.55840000000064
464,41.56000000000064
465,41.561600000000645
466,41.56240000000064
467,41.56400000000065
468,41.564800000000645
469,41.56640000000065
470,41.56800000000065
471,41.56880000000065
472,41.57040000000065
473,41.57120000000065
474,41.572800000000655
475,41.57440000000066
476,41.575200000000656
477,41.57680000000066
478,41.57760000000066
479,41.57920000000066
480,41.580800000000664
481,41.58160000000066
482,41.583200000000666
483,41.584000000000664
484,41.58560000000067
485,41.586400000000666
486,41.58800000000067
487,41.58880000000067
488,41.59040000000067
489,41.592000000000674
490,41.59280000000067
491,41.594400000000675
492,41.59520000000067
493,41.59680000000068
494,41.597600000000675
495,41.59920000000068
496,41.60080000000068
497,41.60160000000068
498,41.60320000000068
499,41.60400000000068
500,41.605600000000685
501,41.60640000000068
502,41.608000000000686
503,41.60960000000069
504,41.61040000000069
505,41.61200000000069
506,41.61280000000069
507,41.61440000000069
508,41.61520000000069
509,41.616800000000694
510,41.6184000000007
511,41.619200000000696
512,41.6208000000007
513,41.6216000000007
514,41.6232000000007
515,41.624800000000704
516,41.6256000000007
517,41.627200000000705
518,41.6280000000007
519,41.62960000000071
520,41.63120000000071
521,41.63200000000071
522,41.63360000000071
523,41.63440000000071
524,41.63600000000071
525,41.63680000000071
526,41.638400000000715
527,41.64000000000072
528,41.640800000000716
529,41.64240000000072
530,41.64400000000072
531,41.64480000000072
532,41.646400000000725
533,41.64720000000072
534,41.648800000000726
535,41.65040000000073
536,41.65120000000073
537,41.65280000000073
538,41.654400000000734
539,41.65520000000073
540,41.656800000000736
541,41.657600000000734
542,41.65920000000074
543,41.66080000000074
544,41.66160000000074
545,41.66320000000074
546,41.66400000000074
547,41.665600000000744
548,41.66640000000074
549,41.668000000000745
550,41.66880000000074
551,41.67040000000075
552,41.67200000000075
553,41.67280000000075
554,41.67440000000075
555,41.67520000000075
556,41.67680000000075
557,41.67840000000076
558,41.679200000000755
559,41.68080000000076
560,41.681600000000756
561,41.68320000000076
562,41.68400000000076
563,41.68560000000076
564,41.687200000000765
565,41.68800000000076
566,41.689600000000766
567,41.69120000000077
568,41.69200000000077
569,41.69360000000077
570,41.69440000000077
571,41.69600000000077
572,41.69680000000077
573,41.698400000000774
574,41.70000000000078
575,41.700800000000775
576,41.70240000000078
577,41.70400000000078
578,41.70480000000078
579,41.706400000000784
580,41.70720000000078
581,41.708800000000785
582,41.70960000000078
583,41.71120000000079
584,41.71280000000079
585,41.71360000000079
586,41.71520000000079
587,41.716800000000795
588,41.71760000000079
589,41.7192000000008
590,41.720000000000795
591,41.7216000000008
592,41.7232000000008
593,41.7240000000008
594,41.7256000000008
595,41.7264000000008
596,41.728000000000804
597,41.72960000000081
598,41.730400000000806
599,41.73200000000081
600,41.73360000000081
601,41.73440000000081
602,41.736000000000814
603,41.73680000000081
604,41.738400000000816
605,41.74000000000082
606,41.74080000000082
607,41.74240000000082
608,41.74320000000082
609,41.74480000000082
610,41.74560000000082
611,41.747200000000824
612,41.74800000000082
613,41.749600000000825
614,41.75120000000083
615,41.75200000000083
616,41.75360000000083
617,41.75440000000083
618,41.75600000000083
619,41.757600000000835
620,41.75840000000083
621,41.76000000000084
622,41.76160000000084
623,41.76240000000084
624,41.76400000000084
625,41.76480000000084
626,41.76640000000084
627,41.768000000000846
628,41.768800000000844
629,41.77040000000085
630,41.771200000000846
631,41.77280000000085
632,41.77440000000085
633,41.77520000000085
634,41.776800000000854
635,41.77840000000086
636,41.779200000000856
637,41.78080000000086
638,41.78160000000086
639,41.78320000000086
640,41.784800000000864
641,41.78560000000086
642,41.787200000000865
643,41.788000000000864
644,41.78960000000087
645,41.79120000000087
646,41.79200000000087
647,41.79360000000087
648,41.79440000000087
649,41.79600000000087
650,41.79760000000088
651,41.798400000000875
652,41.80000000000088
653,41.800800000000876
654,41.80240000000088
655,41.80400000000088
656,41.80480000000088
657,41.806400000000885
658,41.80720000000088
659,41.808800000000886
660,41.809600000000884
661,41.81120000000089
662,41.81280000000089
663,41.81360000000089
664,41.81520000000089
665,41.816800000000896
666,41.817600000000894
667,41.8192000000009
668,41.820000000000896
669,41.8216000000009
670,41.8232000000009
671,41.8240000000009
672,41.825600000000904
673,41.8264000000009
674,41.828000000000905
675,41.82960000000091
676,41.83040000000091
677,41.83200000000091
678,41.83280000000091
679,41.83440000000091
680,41.836000000000915
681,41.83680000000091
682,41.83840000000092
683,41.84000000000092
684,41.84080000000092
685,41.84240000000092
686,41.84320000000092
687,41.84480000000092
688,41.846400000000926
689,41.847200000000925
690,41.84880000000093
691,41.85040000000093
692,41.85120000000093
693,41.85280000000093
694,41.85360000000093
695,41.855200000000934
696,41.85680000000094
697,41.857600000000936
698,41.85920000000094
699,41.86000000000094
700,41.86160000000094
701,41.863200000000944
702,41.86400000000094
703,41.865600000000946
704,41.866400000000944
705,41.86800000000095
706,41.86960000000095
707,41.87040000000095
708,41.87200000000095
709,41.87280000000095
710,41.87440000000095
711,41.87600000000096
712,41.876800000000955
713,41.87840000000096
714,41.87920000000096
715,41.88080000000096
716,41.88240000000096
717,41.88320000000096
718,41.884800000000965
719,41.88640000000097
720,41.887200000000966
721,41.88880000000097
722,41.88960000000097
723,41.89120000000097
724,41.892800000000975
725,41.89360000000097
726,41.895200000000976
727,41.89680000000098
728,41.89760000000098
729,41.89920000000098
730,41.900800000000984
731,41.90160000000098
732,41.903200000000986
733,41.904000000000984
734,41.90560000000099
735,41.906400000000986
736,41.90800000000099
737,41.90960000000099
738,41.911200000000996
739,41.912000000000994
740,41.913600000001
741,41.914400000000995
742,41.916000000001
743,41.917600000001
744,41.918400000001
745,41.920000000001004
746,41.92160000000101
747,41.922400000001005
748,41.92400000000101
749,41.92560000000101
750,41.92640000000101
751,41.92800000000101
752,41.92880000000101
753,41.930400000001015
754,41.93200000000102
755,41.932800000001016
756,41.93440000000102
757,41.93600000000102
758,41.93680000000102
759,41.938400000001025
760,41.93920000000102
761,41.940800000001026
762,41.941600000001024
763,41.94320000000103
764,41.944000000001026
765,41.94560000000103
766,41.94720000000103
767,41.94800000000103
768,41.949600000001034
769,41.95120000000104
770,41.952000000001036
771,41.95360000000104
772,41.95520000000104
773,41.95600000000104
774,41.957600000001044
775,41.95840000000104
776,41.960000000001045
777,41.96160000000105
778,41.96240000000105
779,41.96400000000105
780,41.965600000001054
781,41.96640000000105
782,41.968000000001055
783,41.96880000000105
784,41.97040000000106
785,41.97200000000106
786,41.97280000000106
787,41.97440000000106
788,41.97520000000106
789,41.97680000000106
790,41.978400000001066
791,41.979200000001065
792,41.98080000000107
793,41.981600000001066
794,41.98320000000107
795,41.98480000000107
796,41.98560000000107
797,41.987200000001074
798,41.98880000000108
799,41.989600000001076
800,41.99120000000108
801,41.99200000000108
802,41.99360000000108
803,41.995200000001084
804,41.99600000000108
805,41.997600000001086
806,41.998400000001084
807,42.00000000000109
808,42.00160000000109
809,42.00240000000109
810,42.00400000000109
811,42.005600000001095
812,42.00640000000109
813,42.0080000000011
814,42.008800000001095
815,42.0104000000011
816,42.0120000000011
817,42.0128000000011
818,42.0144000000011
819,42.01600000000111
820,42.016800000001105
821,42.01840000000111
822,42.019200000001106
823,42.02080000000111
824,42.02160000000111
825,42.02320000000111
826,42.024800000001115
827,42.02560000000111
828,42.027200000001116
829,42.02880000000112
830,42.02960000000112
831,42.03120000000112
832,42.03200000000112
833,42.03360000000112
834,42.035200000001126
835,42.036000000001124
836,42.03760000000113
837,42.03920000000113
838,42.04000000000113
839,42.04160000000113
840,42.04240000000113
841,42.044000000001134
842,42.04560000000114
843,42.046400000001135
844,42.04800000000114
845,42.04880000000114
846,42.05040000000114
847,42.052000000001144
848,42.05280000000114
849,42.054400000001145
850,42.05520000000114
851,42.05680000000115
852,42.05840000000115
853,42.05920000000115
854,42.06080000000115
855,42.062400000001155
856,42.06320000000115
857,42.064800000001156
858,42.06640000000116
859,42.06720000000116
860,42.06880000000116
861,42.06960000000116
862,42.07120000000116
863,42.07200000000116
864,42.073600000001164
865,42.07520000000117
866,42.076000000001166
867,42.07760000000117
868,42.07840000000117
869,42.08000000000117
870,42.081600000001174
871,42.08240000000117
872,42.084000000001176
873,42.084800000001174
874,42.08640000000118
875,42.08800000000118
876,42.08880000000118
877,42.09040000000118
878,42.092000000001185
879,42.09280000000118
880,42.09440000000119
881,42.095200000001185
882,42.09680000000119
883,42.09840000000119
884,42.09920000000119
885,42.10080000000119
886,42.10160000000119
887,42.103200000001195
888,42.1048000000012
889,42.105600000001196
890,42.1072000000012
891,42.1088000000012
892,42.1096000000012
893,42.111200000001205
894,42.1120000000012
895,42.113600000001206
896,42.11520000000121
897,42.11600000000121
898,42.11760000000121
899,42.119200000001214
900,42.12000000000121
901,42.121600000001216
902,42.122400000001214
903,42.12400000000122
904,42.12560000000122
905,42.12640000000122
906,42.12800000000122
907,42.129600000001226
908,42.130400000001224
909,42.13200000000123
910,42.13360000000123
911,42.13440000000123
912,42.13600000000123
913,42.13680000000123
914,42.13840000000123
915,42.13920000000123
916,42.140800000001235
917,42.14240000000124
918,42.14320000000124
919,42.14480000000124
920,42.14640000000124
921,42.14720000000124
922,42.148800000001245
923,42.14960000000124
924,42.151200000001246
925,42.15280000000125
926,42.15360000000125
927,42.15520000000125
928,42.15600000000125
929,42.15760000000125
930,42.159200000001256
931,42.160000000001254
932,42.16160000000126
933,42.16320000000126
934,42.16400000000126
935,42.16560000000126
936,42.167200000001266
937,42.168000000001264
938,42.16960000000127
939,42.17120000000127
940,42.17200000000127
941,42.17360000000127
942,42.17440000000127
943,42.176000000001274
944,42.17760000000128
945,42.178400000001275
946,42.18000000000128
947,42.18080000000128
948,42.18240000000128
949,42.18320000000128
950,42.18480000000128
951,42.186400000001285
952,42.18720000000128
953,42.18880000000129
954,42.189600000001285
955,42.19120000000129
956,42.19280000000129
957,42.19360000000129
958,42.19520000000129
959,42.196800000001296
960,42.197600000001295
961,42.1992000000013
962,42.200000000001296
963,42.2016000000013
964,42.2032000000013
965,42.2040000000013
966,42.205600000001304
967,42.2064000000013
968,42.208000000001306
969,42.20960000000131
970,42.21040000000131
971,42.21200000000131
972,42.21280000000131
973,42.21440000000131
974,42.216000000001316
975,42.216800000001314
976,42.21840000000132
977,42.22000000000132
978,42.22080000000132
979,42.22240000000132
980,42.22320000000132
981,42.22480000000132
982,42.22640000000133
983,42.227200000001325
984,42.22880000000133
985,42.22960000000133
986,42.23120000000133
987,42.23280000000133
988,42.23360000000133
989,42.235200000001335
990,42.23680000000134
991,42.237600000001336
992,42.23920000000134
993,42.24080000000134
994,42.24160000000134
995,42.243200000001345
996,42.24480000000135
997,42.245600000001346
998,42.24720000000135
999,42.24800000000135
1000,42.24960000000135
1001,42.251200000001354
1002,42.25200000000135
1003,42.253600000001356
1004,42.254400000001354
1005,42.25600000000136
1006,42.25760000000136
1007,42.25840000000136
1008,42.26000000000136
1009,42.26080000000136
1010,42.262400000001364
1011,42.26400000000137
1012,42.264800000001365
1013,42.26640000000137
1014,42.26800000000137
1015,42.26880000000137
1016,42.27040000000137
1017,42.27120000000137
1018,42.272800000001375
1019,42.27440000000138
1020,42.27520000000138
1021,42.27680000000138
1022,42.27760000000138
1023,42.27920000000138
1024,42.280800000001385
1025,42.28160000000138
1026,42.283200000001386
1027,42.28480000000139
1028,42.28560000000139
1029,42.28720000000139
1030,42.28800000000139
1031,42.28960000000139
1032,42.291200000001396
1033,42.292000000001394
1034,42.2936000000014
1035,42.294400000001396
1036,42.2960000000014
1037,42.2976000000014
1038,42.2984000000014
1039,42.300000000001404
1040,42.30160000000141
1041,42.302400000001406
1042,42.30400000000141
1043,42.30480000000141
1044,42.30640000000141
1045,42.308000000001414
1046,42.30880000000141
1047,42.310400000001415
1048,42.31120000000141
1049,42.31280000000142
1050,42.31440000000142
1051,42.31520000000142
1052,42.31680000000142
1053,42.31760000000142
1054,42.31920000000142
1055,42.32080000000143
1056,42.321600000001425
1057,42.32320000000143
1058,42.32480000000143
1059,42.32560000000143
1060,42.32720000000143
1061,42.32800000000143
1062,42.329600000001435
1063,42.33120000000144
1064,42.332000000001436
1065,42.33360000000144
1066,42.33520000000144
1067,42.33600000000144
1068,42.337600000001444
1069,42.33840000000144
1070,42.340000000001446
1071,42.34160000000145
1072,42.34240000000145
1073,42.34400000000145
1074,42.34480000000145
1075,42.34640000000145
1076,42.34720000000145
1077,42.348800000001454
1078,42.35040000000146
1079,42.351200000001455
1080,42.35280000000146
1081,42.35440000000146
1082,42.35520000000146
1083,42.35680000000146
1084,42.35760000000146
1085,42.359200000001465
1086,42.36000000000146
1087,42.36160000000147
1088,42.36320000000147
1089,42.36400000000147
1090,42.36560000000147
1091,42.367200000001475
1092,42.36800000000147
1093,42.369600000001476
1094,42.370400000001474
1095,42.37200000000148
1096,42.37360000000148
1097,42.37440000000148
1098,42.37600000000148
1099,42.37680000000148
1100,42.378400000001484
1101,42.38000000000149
1102,42.380800000001486
1103,42.381600000001484
1104,42.38320000000149
1105,42.38480000000149
1106,42.38560000000149
1107,42.38720000000149
1108,42.388800000001496
1109,42.389600000001494
1110,42.3912000000015
1111,42.392000000001495
1112,42.3936000000015
1113,42.3952000000015
1114,42.3960000000015
1115,42.3976000000015
1116,42.3984000000015
1117,42.400000000001505
1118,42.40160000000151
1119,42.402400000001506
1120,42.40400000000151
1121,42.40480000000151
1122,42.40640000000151
1123,42.408000000001515
1124,42.40880000000151
1125,42.410400000001516
1126,42.411200000001514
1127,42.41280000000152
1128,42.41440000000152
1129,42.41520000000152
1130,42.41680000000152
1131,42.41760000000152
1132,42.419200000001524
1133,42.42080000000153
1134,42.421600000001526
1135,42.42320000000153
1136,42.42480000000153
1137,42.42560000000153
1138,42.427200000001534
1139,42.42800000000153
1140,42.429600000001535
1141,42.43120000000154
1142,42.43200000000154
1143,42.43360000000154
1144,42.43440000000154
1145,42.43600000000154
1146,42.437600000001545
1147,42.43840000000154
1148,42.44000000000155
1149,42.440800000001545
1150,42.44240000000155
1151,42.44400000000155
1152,42.44480000000155
1153,42.44640000000155
1154,42.44800000000156
1155,42.448800000001555
1156,42.45040000000156
1157,42.451200000001556
1158,42.45280000000156
1159,42.45440000000156
1160,42.45520000000156
1161,42.456800000001564
1162,42.45760000000156
1163,42.459200000001566
1164,42.46080000000157
1165,42.46160000000157
1166,42.46320000000157
1167,42.46400000000157
1168,42.46560000000157
1169,42.467200000001576
1170,42.468000000001574
1171,42.46960000000158
1172,42.470400000001575
1173,42.47200000000158
1174,42.47280000000158
1175,42.47440000000158
1176,42.476000000001584
1177,42.47680000000158
1178,42.478400000001585
1179,42.47920000000158
1180,42.48080000000159
1181,42.48240000000159
1182,42.48320000000159
1183,42.48480000000159
1184,42.486400000001595
1185,42.48720000000159
1186,42.488800000001596
1187,42.489600000001595
1188,42.4912000000016
1189,42.4928000000016
1190,42.4936000000016
1191,42.4952000000016
1192,42.4960000000016
1193,42.497600000001604
1194,42.49920000000161
1195,42.500000000001606
1196,42.50160000000161
1197,42.50240000000161
1198,42.50400000000161
1199,42.505600000001614
1200,42.50640000000161
1201,42.508000000001616
1202,42.508800000001614
1203,42.51040000000162
1204,42.511200000001615
1205,42.51280000000162
1206,42.51440000000162
1207,42.51520000000162
1208,42.51680000000162
1209,42.51760000000162
1210,42.519200000001625
1211,42.52000000000162
1212,42.52160000000163
1213,42.52320000000163
1214,42.52400000000163
1215,42.52560000000163
1216,42.52640000000163
1217,42.52800000000163
1218,42.529600000001636
1219,42.530400000001634
1220,42.53200000000164
1221,42.532800000001636
1222,42.53440000000164
1223,42.53520000000164
1224,42.53680000000164
1225,42.538400000001644
1226,42.53920000000164
1227,42.540800000001646
1228,42.541600000001644
1229,42.54320000000165
1230,42.54480000000165
1231,42.54560000000165
1232,42.54720000000165
1233,42.54800000000165
1234,42.549600000001654
1235,42.55040000000165
1236,42.552000000001655
1237,42.55360000000166
1238,42.55440000000166
1239,42.55600000000166
1240,42.55680000000166
1241,42.55840000000166
1242,42.560000000001665
1243,42.56080000000166
1244,42.56240000000167
1245,42.563200000001665
1246,42.56480000000167
1247,42.56640000000167
1248,42.56720000000167
1249,42.56880000000167
1250,42.570400000001676
1251,42.571200000001674
1252,42.57280000000168
1253,42.57440000000168
1254,42.57520000000168
1255,42.57680000000168
1256,42.57760000000168
1257,42.579200000001684
1258,42.58080000000169
1259,42.581600000001686
1260,42.58320000000169
1261,42.58400000000169
1262,42.58560000000169
1263,42.587200000001694
1264,42.58800000000169
1265,42.589600000001695
1266,42.5912000000017
1267,42.5920000000017
1268,42.5936000000017
1269,42.595200000001704
1270,42.5960000000017
1271,42.597600000001705
1272,42.5984000000017
1273,42.60000000000171
1274,42.600800000001705
1275,42.60240000000171
1276,42.60400000000171
1277,42.60480000000171
1278,42.60640000000171
1279,42.60800000000172
1280,42.608800000001715
1281,42.61040000000172
1282,42.611200000001716
1283,42.61280000000172
1284,42.61440000000172
1285,42.61520000000172
1286,42.616800000001724
1287,42.61840000000173
1288,42.619200000001726
1289,42.62080000000173
1290,42.62240000000173
1291,42.62320000000173
1292,42.624800000001734
1293,42.62640000000174
1294,42.627200000001736
1295,42.62880000000174
1296,42.62960000000174
1297,42.63120000000174
1298,42.632800000001744
1299,42.63360000000174
1300,42.635200000001745
1301,42.63680000000175
1302,42.63760000000175
1303,42.63920000000175
1304,42.64000000000175
1305,42.64160000000175
1306,42.643200000001755
1307,42.64400000000175
1308,42.64560000000176
1309,42.64720000000176
1310,42.64800000000176
1311,42.64960000000176
1312,42.65040000000176
1313,42.65200000000176
1314,42.65360000000177
1315,42.654400000001765
1316,42.65600000000177
1317,42.656800000001766
1318,42.65840000000177
1319,42.66000000000177
1320,42.66080000000177
1321,42.662400000001774
1322,42.66320000000177
1323,42.664800000001776
1324,42.66640000000178
1325,42.66720000000178
1326,42.66880000000178
1327,42.66960000000178
1328,42.67120000000178
1329,42.67200000000178
1330,42.673600000001784
1331,42.67520000000179
1332,42.676000000001785
1333,42.67680000000178
1334,42.67840000000179
1335,42.68000000000179
1336,42.68080000000179
1337,42.68240000000179
1338,42.68320000000179
1339,42.68480000000179
1340,42.6864000000018
1341,42.687200000001795
1342,42.6888000000018
1343,42.689600000001796
1344,42.6912000000018
1345,42.6920000000018
1346,42.6936000000018
1347,42.6944000000018
1348,42.6960000000018
1349,42.6968000000018
1350,42.698400000001804
1351,42.6992000000018
1352,42.700800000001806
1353,42.70240000000181
1354,42.70320000000181
1355,42.70480000000181
1356,42.706400000001814
1357,42.70720000000181
1358,42.708800000001816
1359,42.709600000001814
1360,42.71120000000182
1361,42.712000000001815
