Time,Disk_Usage,,Ref_Time
1632139375,208,,1602
1632139376,0,,1603
1632139378,0,,1605
1632139380,0,,1607
1632139381,0,,1608
1632139383,210,,1610
1632139385,0,,1612
1632139386,210,,1613
1632139388,0,,1615
1632139389,209,,1616
1632139391,0,,1618
1632139393,206,,1620
1632139394,0,,1621
1632139396,208,,1623
1632139398,0,,1625
1632139399,0,,1626
1632139401,0,,1628
1632139403,0,,1630
1632139404,0,,1631
1632139406,0,,1633
1632139407,207,,1634
1632139409,0,,1636
1632139411,209,,1638
1632139412,0,,1639
1632139414,207,,1641
1632139416,0,,1643
1632139417,209,,1644
1632139419,0,,1646
1632139421,208,,1648
1632139422,0,,1649
1632139424,0,,1651
1632139425,0,,1652
1632139427,0,,1654
1632139429,0,,1656
1632139430,0,,1657
1632139432,206,,1659
1632139434,0,,1661
1632139435,208,,1662
1632139437,0,,1664
1632139438,206,,1665
1632139440,0,,1667
1632139442,207,,1669
1632139443,0,,1670
1632139445,207,,1672
1632139447,0,,1674
1632139448,0,,1675
1632139450,0,,1677
1632139452,0,,1679
1632139453,0,,1680
1632139455,0,,1682
1632139457,210,,1684
1632139458,0,,1685
1632139460,208,,1687
1632139461,0,,1688
1632139463,208,,1690
1632139465,0,,1692
1632139466,208,,1693
1632139468,0,,1695
1632139470,0,,1697
1632139471,0,,1698
1632139473,0,,1700
1632139475,0,,1702
1632139476,0,,1703
1632139478,208,,1705
1632139479,0,,1706
1632139481,212,,1708
1632139483,0,,1710
1632139484,210,,1711
1632139486,0,,1713
1632139488,207,,1715
1632139489,0,,1716
1632139491,208,,1718
1632139493,0,,1720
1632139494,0,,1721
1632139496,0,,1723
1632139497,0,,1724
1632139499,0,,1726
1632139501,0,,1728
1632139502,209,,1729
1632139504,0,,1731
1632139506,209,,1733
1632139507,0,,1734
1632139509,208,,1736
1632139510,0,,1737
1632139512,209,,1739
1632139514,0,,1741
1632139515,206,,1742
1632139517,0,,1744
1632139519,0,,1746
1632139520,0,,1747
1632139522,0,,1749
1632139524,0,,1751
1632139525,0,,1752
1632139527,207,,1754
1632139528,0,,1755
1632139530,209,,1757
1632139532,0,,1759
1632139533,208,,1760
1632139535,0,,1762
1632139537,209,,1764
1632139538,0,,1765
1632139540,209,,1767
1632139541,0,,1768
1632139543,211,,1770
1632139545,0,,1772
1632139546,0,,1773
1632139548,0,,1775
1632139550,0,,1777
1632139551,0,,1778
1632139553,0,,1780
1632139554,209,,1781
1632139556,0,,1783
1632139558,210,,1785
1632139559,0,,1786
1632139561,209,,1788
1632139563,0,,1790
1632139564,210,,1791
1632139566,0,,1793
1632139568,210,,1795
1632139569,0,,1796
1632139571,0,,1798
1632139572,0,,1799
1632139574,0,,1801
1632139576,0,,1803
1632139577,0,,1804
1632139579,210,,1806
1632139581,0,,1808
1632139582,210,,1809
1632139584,0,,1811
1632139586,210,,1813
1632139587,0,,1814
1632139589,208,,1816
1632139591,0,,1818
