Time,Disk_Usage,,Reference_Time
1631995859,0,,2168
1631995861,305,,2170
1631995862,305,,2171
1631995864,0,,2173
1631995866,0,,2175
1631995867,306,,2176
1631995869,306,,2178
1631995871,306,,2180
1631995872,0,,2181
1631995874,0,,2183
1631995875,306,,2184
1631995877,306,,2186
1631995879,306,,2188
1631995880,0,,2189
1631995882,0,,2191
1631995884,306,,2193
1631995885,306,,2194
1631995887,0,,2196
1631995889,0,,2198
1631995890,0,,2199
1631995892,306,,2201
1631995893,306,,2202
1631995895,0,,2204
1631995897,0,,2206
1631995898,305,,2207
1631995900,306,,2209
1631995901,306,,2210
1631995903,0,,2212
1631995905,0,,2214
1631995906,306,,2215
1631995908,306,,2217
1631995910,305,,2219
1631995911,0,,2220
1631995913,0,,2222
1631995915,305,,2224
1631995916,305,,2225
1631995918,305,,2227
1631995919,0,,2228
1631995921,0,,2230
1631995923,305,,2232
1631995924,306,,2233
1631995926,0,,2235
1631995928,0,,2237
1631995929,0,,2238
1631995931,306,,2240
1631995932,306,,2241
1631995934,0,,2243
1631995936,0,,2245
1631995937,306,,2246
1631995939,306,,2248
1631995941,306,,2250
1631995942,0,,2251
1631995944,0,,2253
1631995945,306,,2254
1631995947,306,,2256
1631995949,0,,2258
1631995950,0,,2259
1631995952,0,,2261
1631995954,306,,2263
1631995955,306,,2264
1631995957,0,,2266
1631995959,0,,2268
1631995960,0,,2269
1631995962,306,,2271
1631995963,306,,2272
1631995965,0,,2274
1631995967,0,,2276
1631995968,0,,2277
1631995970,305,,2279
1631995972,305,,2281
1631995973,0,,2282
1631995975,0,,2284
1631995976,306,,2285
1631995978,306,,2287
1631995980,306,,2289
1631995981,0,,2290
1631995983,0,,2292
1631995985,306,,2294
1631995986,306,,2295
1631995988,0,,2297
1631995989,0,,2298
1631995991,0,,2300
1631995993,306,,2302
1631995994,306,,2303
1631995996,0,,2305
1631995997,0,,2306
1631995999,306,,2308
1631996001,306,,2310
1631996002,306,,2311
1631996004,0,,2313
1631996006,0,,2315
1631996007,306,,2316
1631996009,306,,2318
1631996011,306,,2320
1631996012,0,,2321
1631996014,0,,2323
1631996015,306,,2324
1631996017,306,,2326
1631996019,0,,2328
1631996020,0,,2329
1631996022,0,,2331
1631996024,306,,2333
1631996025,306,,2334
1631996027,0,,2336
1631996028,0,,2337
1631996030,0,,2339
1631996032,305,,2341
1631996033,305,,2342
1631996035,0,,2344
1631996037,0,,2346
1631996038,306,,2347
1631996040,306,,2349
1631996041,306,,2350
1631996043,0,,2352
1631996045,0,,2354
1631996046,306,,2355
1631996048,306,,2357
1631996050,0,,2359
1631996051,0,,2360
1631996053,0,,2362
1631996054,306,,2363
1631996056,306,,2365
1631996058,0,,2367
1631996059,0,,2368
1631996061,0,,2370
1631996063,306,,2372
1631996064,306,,2373
1631996066,0,,2375
1631996067,0,,2376
1631996069,306,,2378
1631996071,306,,2380
1631996072,306,,2381
1631996074,0,,2383
1631996076,0,,2385
1631996077,306,,2386
1631996079,306,,2388
1631996080,306,,2389
1631996082,0,,2391
1631996084,0,,2393
1631996085,306,,2394
1631996087,306,,2396
1631996089,0,,2398
1631996090,0,,2399
1631996092,0,,2401
1631996094,306,,2403
1631996095,306,,2404
1631996097,0,,2406
1631996098,0,,2407
1631996100,0,,2409
1631996102,306,,2411
1631996103,306,,2412
1631996105,0,,2414
1631996107,0,,2416
1631996108,306,,2417
1631996110,306,,2419
1631996111,306,,2420
1631996113,0,,2422
1631996115,0,,2424
1631996116,306,,2425
1631996118,306,,2427
1631996120,306,,2429
1631996121,0,,2430
1631996123,0,,2432
1631996125,306,,2434
1631996126,306,,2435
1631996128,0,,2437
1631996130,0,,2439
1631996131,0,,2440
1631996133,306,,2442
1631996134,306,,2443
1631996136,0,,2445
1631996138,0,,2447
1631996139,0,,2448
1631996141,306,,2450
1631996143,306,,2452
1631996144,0,,2453
1631996146,0,,2455
1631996148,0,,2457
1631996149,306,,2458
1631996151,303,,2460
1631996152,0,,2461
1631996154,0,,2463
1631996156,0,,2465
1631996157,306,,2466
1631996159,306,,2468
1631996161,0,,2470
1631996162,0,,2471
1631996164,0,,2473
1631996166,306,,2475
1631996167,306,,2476
1631996169,0,,2478
1631996171,0,,2480
1631996172,0,,2481
1631996174,306,,2483
1631996175,306,,2484
1631996177,0,,2486
1631996179,0,,2488
1631996180,0,,2489
1631996182,306,,2491
1631996184,306,,2493
1631996185,0,,2494
1631996187,0,,2496
1631996189,306,,2498
1631996190,306,,2499
1631996192,306,,2501
1631996193,0,,2502
1631996195,0,,2504
1631996197,305,,2506
1631996198,305,,2507
1631996200,0,,2509
1631996202,0,,2511
1631996203,0,,2512
1631996205,306,,2514
1631996206,306,,2515
1631996208,0,,2517
1631996210,0,,2519
1631996211,0,,2520
1631996213,306,,2522
1631996215,306,,2524
1631996216,0,,2525
1631996218,0,,2527
1631996219,306,,2528
1631996221,306,,2530
1631996223,306,,2532
1631996224,0,,2533
1631996226,0,,2535
1631996228,305,,2537
1631996229,306,,2538
1631996231,0,,2540
1631996232,0,,2541
1631996234,0,,2543
1631996236,306,,2545
1631996237,306,,2546
1631996239,0,,2548
1631996240,0,,2549
1631996242,0,,2551
1631996244,305,,2553
1631996245,305,,2554
1631996247,0,,2556
1631996249,0,,2558
1631996250,306,,2559
1631996252,306,,2561
1631996253,306,,2562
1631996255,0,,2564
1631996257,0,,2566
1631996258,305,,2567
1631996260,306,,2569
1631996262,0,,2571
1631996263,0,,2572
1631996265,0,,2574
1631996266,306,,2575
1631996268,306,,2577
1631996270,0,,2579
1631996271,0,,2580
1631996273,306,,2582
1631996275,306,,2584
1631996276,306,,2585
1631996278,0,,2587
1631996279,0,,2588
1631996281,306,,2590
1631996283,306,,2592
1631996284,306,,2593
1631996286,0,,2595
1631996288,0,,2597
1631996289,306,,2598
1631996291,306,,2600
1631996292,0,,2601
1631996294,0,,2603
1631996296,0,,2605
1631996297,306,,2606
1631996299,306,,2608
1631996301,0,,2610
1631996302,0,,2611
1631996304,0,,2613
1631996306,306,,2615
1631996307,306,,2616
1631996309,0,,2618
1631996311,0,,2620
1631996312,0,,2621
1631996314,306,,2623
1631996315,306,,2624
1631996317,0,,2626
1631996319,0,,2628
1631996320,0,,2629
1631996322,306,,2631
1631996324,306,,2633
1631996325,0,,2634
1631996327,0,,2636
1631996328,306,,2637
1631996330,306,,2639
1631996332,306,,2641
1631996333,0,,2642
1631996335,0,,2644
1631996337,306,,2646
1631996338,306,,2647
1631996340,0,,2649
1631996341,0,,2650
1631996343,0,,2652
1631996345,306,,2654
1631996346,306,,2655
1631996348,0,,2657
1631996350,0,,2659
1631996351,306,,2660
1631996353,306,,2662
1631996354,306,,2663
1631996356,0,,2665
1631996358,0,,2667
1631996359,306,,2668
1631996361,306,,2670
1631996363,0,,2672
1631996364,0,,2673
1631996366,0,,2675
1631996367,305,,2676
1631996369,305,,2678
1631996371,0,,2680
1631996372,0,,2681
1631996374,0,,2683
1631996376,305,,2685
1631996377,305,,2686
1631996379,0,,2688
1631996380,0,,2689
1631996382,306,,2691
1631996384,306,,2693
1631996385,305,,2694
1631996387,0,,2696
1631996389,0,,2698
1631996390,306,,2699
1631996392,306,,2701
1631996393,0,,2702
1631996395,0,,2704
1631996397,0,,2706
1631996398,306,,2707
1631996400,305,,2709
1631996402,0,,2711
1631996403,0,,2712
1631996405,0,,2714
1631996406,306,,2715
1631996408,306,,2717
1631996410,0,,2719
1631996411,0,,2720
1631996413,306,,2722
1631996415,305,,2724
1631996416,305,,2725
1631996418,0,,2727
1631996419,0,,2728
1631996421,305,,2730
1631996423,305,,2732
1631996424,0,,2733
1631996426,0,,2735
1631996428,0,,2737
1631996429,306,,2738
1631996431,305,,2740
1631996432,0,,2741
1631996434,0,,2743
1631996436,0,,2745
1631996437,304,,2746
1631996439,304,,2748
1631996441,0,,2750
1631996442,0,,2751
1631996444,306,,2753
1631996445,306,,2754
1631996447,306,,2756
1631996449,0,,2758
1631996450,0,,2759
1631996452,306,,2761
1631996454,306,,2763
1631996455,306,,2764
1631996457,0,,2766
1631996459,0,,2768
1631996460,306,,2769
1631996462,306,,2771
1631996463,0,,2772
1631996465,0,,2774
1631996467,0,,2776
1631996468,306,,2777
1631996470,306,,2779
1631996472,0,,2781
1631996473,0,,2782
1631996475,306,,2784
1631996476,305,,2785
1631996478,305,,2787
1631996480,0,,2789
1631996481,0,,2790
1631996483,305,,2792
1631996485,304,,2794
1631996486,304,,2795
1631996488,0,,2797
1631996489,0,,2798
1631996491,306,,2800
1631996493,306,,2802
1631996494,0,,2803
1631996496,0,,2805
1631996498,0,,2807
1631996499,306,,2808
1631996501,306,,2810
1631996502,0,,2811
1631996504,0,,2813
1631996506,0,,2815
1631996507,305,,2816
1631996509,305,,2818
1631996511,0,,2820
1631996512,0,,2821
1631996514,306,,2823
1631996515,306,,2824
1631996517,306,,2826
1631996519,0,,2828
1631996520,0,,2829
1631996522,306,,2831
1631996524,306,,2833
1631996525,0,,2834
1631996527,0,,2836
1631996528,0,,2837
1631996530,306,,2839
1631996532,306,,2841
1631996533,0,,2842
1631996535,0,,2844
1631996537,306,,2846
1631996538,306,,2847
1631996540,306,,2849
1631996541,0,,2850
1631996543,0,,2852
1631996545,306,,2854
1631996546,306,,2855
1631996548,0,,2857
1631996550,0,,2859
1631996551,0,,2860
1631996553,306,,2862
1631996554,306,,2863
1631996556,0,,2865
1631996558,0,,2867
1631996559,0,,2868
1631996561,306,,2870
1631996563,306,,2872
1631996564,0,,2873
1631996566,0,,2875
1631996567,0,,2876
1631996569,306,,2878
1631996571,306,,2880
1631996572,0,,2881
1631996574,0,,2883
1631996576,305,,2885
1631996577,305,,2886
1631996579,305,,2888
1631996580,0,,2889
1631996582,0,,2891
1631996584,305,,2893
1631996585,306,,2894
1631996587,0,,2896
1631996589,0,,2898
1631996590,0,,2899
1631996592,306,,2901
1631996593,306,,2902
1631996595,0,,2904
1631996597,0,,2906
1631996598,0,,2907
1631996600,306,,2909
1631996602,306,,2911
1631996603,0,,2912
1631996605,0,,2914
1631996606,306,,2915
1631996608,306,,2917
1631996610,306,,2919
1631996611,0,,2920
1631996613,0,,2922
1631996615,306,,2924
1631996616,306,,2925
1631996618,0,,2927
1631996619,0,,2928
1631996621,0,,2930
1631996623,306,,2932
1631996624,306,,2933
1631996626,0,,2935
1631996628,0,,2937
1631996629,306,,2938
1631996631,306,,2940
1631996632,306,,2941
1631996634,0,,2943
1631996636,0,,2945
1631996637,306,,2946
1631996639,306,,2948
1631996640,0,,2949
1631996642,0,,2951
1631996644,0,,2953
1631996645,306,,2954
1631996647,306,,2956
1631996649,0,,2958
1631996650,0,,2959
1631996652,306,,2961
1631996653,306,,2962
1631996655,306,,2964
1631996657,0,,2966
1631996658,0,,2967
1631996660,305,,2969
1631996662,305,,2971
1631996663,305,,2972
1631996665,0,,2974
1631996666,0,,2975
1631996668,306,,2977
1631996670,304,,2979
1631996671,0,,2980
1631996673,0,,2982
1631996675,0,,2984
1631996676,306,,2985
1631996678,306,,2987
1631996680,0,,2989
1631996681,0,,2990
1631996683,0,,2992
1631996684,306,,2993
1631996686,306,,2995
1631996688,0,,2997
1631996689,0,,2998
1631996691,306,,3000
1631996693,306,,3002
1631996694,306,,3003
1631996696,0,,3005
1631996697,0,,3006
1631996699,306,,3008
1631996701,306,,3010
1631996702,0,,3011
1631996704,0,,3013
1631996706,0,,3015
1631996707,306,,3016
1631996709,306,,3018
1631996711,0,,3020
1631996712,0,,3021
1631996714,0,,3023
1631996715,306,,3024
1631996717,306,,3026
1631996719,0,,3028
1631996720,0,,3029
1631996722,0,,3031
1631996724,306,,3033
1631996725,304,,3034
1631996727,0,,3036
1631996728,0,,3037
1631996730,306,,3039
1631996732,306,,3041
1631996733,0,,3042
1631996735,0,,3044
1631996737,0,,3046
1631996738,306,,3047
1631996740,306,,3049
1631996741,0,,3050
1631996743,0,,3052
1631996745,306,,3054
1631996746,306,,3055
1631996748,306,,3057
1631996749,0,,3058
1631996751,0,,3060
1631996753,305,,3062
1631996754,305,,3063
1631996756,0,,3065
1631996758,0,,3067
1631996759,0,,3068
1631996761,306,,3070
1631996762,306,,3071
1631996764,0,,3073
1631996766,0,,3075
1631996767,306,,3076
1631996769,306,,3078
1631996771,306,,3080
1631996772,0,,3081
1631996774,0,,3083
1631996775,306,,3084
1631996777,306,,3086
1631996779,0,,3088
1631996780,0,,3089
1631996782,0,,3091
1631996783,306,,3092
1631996785,306,,3094
1631996787,0,,3096
1631996788,0,,3097
1631996790,306,,3099
1631996792,306,,3101
1631996793,306,,3102
1631996795,0,,3104
1631996796,0,,3105
1631996798,303,,3107
1631996800,305,,3109
1631996801,0,,3110
1631996803,0,,3112
1631996805,0,,3114
1631996806,305,,3115
1631996808,305,,3117
1631996809,0,,3118
1631996811,0,,3120
1631996813,0,,3122
1631996814,306,,3123
1631996816,304,,3125
1631996818,0,,3127
1631996819,0,,3128
1631996821,306,,3130
1631996822,306,,3131
1631996824,306,,3133
1631996826,0,,3135
1631996827,0,,3136
1631996829,306,,3138
1631996831,305,,3140
1631996832,0,,3141
1631996834,0,,3143
1631996835,0,,3144
1631996837,306,,3146
1631996839,306,,3148
1631996840,0,,3149
1631996842,0,,3151
1631996844,0,,3153
1631996845,305,,3154
1631996847,305,,3156
1631996848,0,,3157
1631996850,0,,3159
1631996852,306,,3161
1631996853,306,,3162
1631996855,306,,3164
1631996857,0,,3166
1631996858,0,,3167
1631996860,306,,3169
1631996861,306,,3170
1631996863,0,,3172
1631996865,0,,3174
1631996866,0,,3175
1631996868,305,,3177
1631996870,306,,3179
1631996871,0,,3180
1631996873,0,,3182
1631996875,0,,3184
1631996876,306,,3185
1631996878,306,,3187
1631996879,0,,3188
1631996881,0,,3190
1631996883,306,,3192
1631996884,306,,3193
1631996886,305,,3195
1631996888,0,,3197
1631996889,0,,3198
1631996891,306,,3200
1631996892,306,,3201
1631996894,0,,3203
1631996896,0,,3205
1631996897,0,,3206
1631996899,306,,3208
1631996901,306,,3210
1631996902,0,,3211
1631996904,0,,3213
1631996905,0,,3214
1631996907,306,,3216
1631996909,306,,3218
1631996910,0,,3219
1631996912,0,,3221
1631996914,306,,3223
1631996915,305,,3224
1631996917,305,,3226
1631996919,0,,3228
1631996920,0,,3229
1631996922,306,,3231
1631996923,306,,3232
1631996925,0,,3234
1631996927,0,,3236
1631996928,0,,3237
1631996930,305,,3239
1631996932,306,,3241
1631996933,0,,3242
1631996935,0,,3244
1631996937,0,,3246
1631996938,306,,3247
1631996940,306,,3249
1631996941,0,,3250
1631996943,0,,3252
1631996945,0,,3254
1631996946,306,,3255
1631996948,306,,3257
1631996950,0,,3259
1631996951,0,,3260
1631996953,306,,3262
1631996955,306,,3264
1631996956,306,,3265
1631996958,0,,3267
1631996959,0,,3268
1631996961,305,,3270
1631996963,305,,3272
1631996964,305,,3273
1631996966,0,,3275
1631996968,0,,3277
1631996969,305,,3278
1631996971,306,,3280
1631996973,0,,3282
1631996974,0,,3283
1631996976,0,,3285
1631996977,306,,3286
1631996979,306,,3288
1631996981,0,,3290
1631996982,0,,3291
1631996984,0,,3293
1631996986,306,,3295
1631996987,306,,3296
1631996989,0,,3298
1631996990,0,,3299
1631996992,306,,3301
1631996994,306,,3303
1631996995,306,,3304
1631996997,0,,3306
1631996999,0,,3308
1631997000,306,,3309
1631997002,306,,3311
1631997003,0,,3312
1631997005,0,,3314
1631997007,0,,3316
1631997008,306,,3317
1631997010,306,,3319
1631997012,0,,3321
1631997013,0,,3322
1631997015,0,,3324
1631997016,306,,3325
1631997018,306,,3327
1631997020,0,,3329
1631997021,0,,3330
1631997023,306,,3332
1631997025,306,,3334
1631997026,306,,3335
1631997028,0,,3337
1631997030,0,,3339
1631997031,306,,3340
1631997033,306,,3342
1631997034,306,,3343
1631997036,0,,3345
1631997038,0,,3347
1631997039,306,,3348
1631997041,306,,3350
1631997043,0,,3352
1631997044,0,,3353
1631997046,0,,3355
1631997047,306,,3356
1631997049,306,,3358
1631997051,0,,3360
1631997052,0,,3361
1631997054,0,,3363
1631997056,306,,3365
1631997057,306,,3366
1631997059,0,,3368
1631997061,0,,3370
1631997062,306,,3371
1631997064,306,,3373
1631997065,306,,3374
1631997067,0,,3376
1631997069,0,,3378
1631997070,306,,3379
1631997072,306,,3381
1631997074,0,,3383
1631997075,0,,3384
1631997077,0,,3386
1631997078,306,,3387
1631997080,306,,3389
1631997082,0,,3391
1631997083,0,,3392
1631997085,0,,3394
1631997087,306,,3396
1631997088,306,,3397
1631997090,0,,3399
1631997091,0,,3400
1631997093,306,,3402
1631997095,306,,3404
1631997096,306,,3405
1631997098,0,,3407
1631997100,0,,3409
1631997101,306,,3410
1631997103,306,,3412
1631997105,305,,3414
1631997106,0,,3415
1631997108,0,,3417
1631997109,305,,3418
1631997111,305,,3420
1631997113,0,,3422
1631997114,0,,3423
1631997116,0,,3425
1631997118,306,,3427
1631997119,306,,3428
1631997121,0,,3430
1631997122,0,,3431
1631997124,0,,3433
1631997126,306,,3435
1631997127,306,,3436
1631997129,0,,3438
1631997131,0,,3440
1631997132,306,,3441
1631997134,306,,3443
1631997136,306,,3445
1631997137,0,,3446
1631997139,0,,3448
1631997140,306,,3449
1631997142,305,,3451
1631997144,305,,3453
1631997146,0,,3455
1631997147,0,,3456
1631997149,0,,3458
1631997151,306,,3460
1631997152,306,,3461
1631997154,306,,3463
1631997156,0,,3465
1631997157,0,,3466
1631997159,306,,3468
1631997161,306,,3470
1631997162,306,,3471
1631997164,0,,3473
1631997166,0,,3475
1631997167,0,,3476
1631997169,306,,3478
1631997171,306,,3480
1631997172,0,,3481
1631997174,0,,3483
1631997176,0,,3485
1631997177,306,,3486
1631997179,306,,3488
1631997181,0,,3490
1631997182,0,,3491
1631997184,0,,3493
1631997186,306,,3495
1631997187,306,,3496
1631997189,0,,3498
1631997191,0,,3500
1631997192,0,,3501
1631997194,306,,3503
1631997196,306,,3505
1631997197,306,,3506
1631997199,0,,3508
1631997201,0,,3510
1631997202,306,,3511
1631997204,306,,3513
1631997206,306,,3515
1631997207,0,,3516
1631997209,0,,3518
1631997211,0,,3520
1631997212,306,,3521
1631997214,306,,3523
1631997216,0,,3525
1631997217,0,,3526
1631997219,0,,3528
1631997221,305,,3530
1631997222,305,,3531
1631997224,0,,3533
1631997226,0,,3535
1631997227,0,,3536
1631997229,306,,3538
1631997231,306,,3540
1631997232,306,,3541
1631997234,0,,3543
1631997236,0,,3545
1631997237,306,,3546
1631997239,306,,3548
1631997241,306,,3550
1631997242,0,,3551
1631997244,0,,3553
1631997246,306,,3555
1631997247,306,,3556
1631997249,306,,3558
1631997251,0,,3560
1631997252,0,,3561
1631997254,304,,3563
1631997256,306,,3565
1631997257,306,,3566
1631997259,0,,3568
1631997261,0,,3570
1631997262,0,,3571
1631997264,306,,3573
1631997266,304,,3575
1631997267,0,,3576
1631997269,0,,3578
1631997271,0,,3580
1631997272,306,,3581
1631997274,306,,3583
1631997276,0,,3585
1631997277,0,,3586
1631997279,0,,3588
1631997282,305,,3591
1631997284,0,,3593
1631997286,0,,3595
1631997287,0,,3596
1631997289,0,,3598
1631997291,306,,3600
1631997293,306,,3602
1631997294,306,,3603
1631997296,0,,3605
1631997298,0,,3607
1631997300,0,,3609
1631997301,306,,3610
1631997303,306,,3612
1631997305,306,,3614
1631997307,306,,3616
1631997308,0,,3617
1631997310,0,,3619
1631997312,0,,3621
1631997314,306,,3623
1631997315,306,,3624
1631997317,306,,3626
1631997319,0,,3628
1631997321,0,,3630
1631997322,0,,3631
1631997324,0,,3633
1631997326,306,,3635
1631997328,306,,3637
1631997330,306,,3639
1631997332,306,,3641
1631997334,306,,3643
1631997335,0,,3644
1631997337,0,,3646
1631997339,0,,3648
1631997341,0,,3650
1631997343,0,,3652
1631997345,306,,3654
1631997346,306,,3655
1631997348,306,,3657
1631997350,305,,3659
1631997352,0,,3661
1631997354,0,,3663
1631997355,0,,3664
1631997357,0,,3666
1631997359,306,,3668
1631997361,304,,3670
1631997363,304,,3672
1631997364,0,,3673
1631997366,0,,3675
1631997368,0,,3677
1631997370,0,,3679
1631997371,306,,3680
1631997373,306,,3682
1631997375,306,,3684
1631997377,304,,3686
1631997379,0,,3688
1631997380,0,,3689
1631997382,0,,3691
1631997384,0,,3693
1631997386,306,,3695
1631997388,306,,3697
1631997390,306,,3699
1631997391,306,,3700
1631997393,0,,3702
1631997395,0,,3704
1631997397,0,,3706
1631997399,0,,3708
1631997401,0,,3710
1631997403,305,,3712
1631997404,305,,3713
1631997406,306,,3715
1631997408,306,,3717
1631997410,0,,3719
1631997412,0,,3721
1631997413,0,,3722
1631997415,0,,3724
1631997417,306,,3726
1631997419,306,,3728
1631997421,306,,3730
1631997422,306,,3731
1631997424,0,,3733
1631997426,0,,3735
1631997428,0,,3737
1631997430,0,,3739
1631997432,306,,3741
1631997433,306,,3742
1631997435,306,,3744
1631997437,306,,3746
1631997439,0,,3748
1631997441,0,,3750
1631997443,0,,3752
1631997444,0,,3753
1631997446,0,,3755
1631997448,306,,3757
1631997450,306,,3759
1631997452,306,,3761
1631997454,306,,3763
1631997456,306,,3765
1631997457,0,,3766
1631997459,0,,3768
1631997461,0,,3770
1631997463,0,,3772
1631997465,0,,3774
1631997467,0,,3776
1631997469,0,,3778
1631997471,0,,3780
1631997473,0,,3782
1631997475,306,,3784
1631997477,306,,3786
1631997479,306,,3788
1631997480,306,,3789
1631997482,0,,3791
1631997484,0,,3793
1631997486,0,,3795
1631997488,0,,3797
1631997490,0,,3799
1631997492,306,,3801
1631997494,0,,3803
1631997496,0,,3805
1631997498,0,,3807
1631997500,306,,3809
1631997501,306,,3810
1631997503,306,,3812
1631997505,306,,3814
1631997507,0,,3816
1631997509,0,,3818
1631997511,0,,3820
1631997512,0,,3821
1631997514,306,,3823
1631997516,306,,3825
1631997518,306,,3827
1631997520,306,,3829
1631997522,0,,3831
1631997523,0,,3832
1631997525,0,,3834
1631997527,0,,3836
1631997529,0,,3838
1631997531,306,,3840
1631997532,306,,3841
1631997534,306,,3843
1631997536,305,,3845
1631997538,0,,3847
1631997540,0,,3849
1631997542,0,,3851
1631997543,305,,3852
1631997545,305,,3854
1631997547,306,,3856
1631997549,306,,3858
1631997550,0,,3859
1631997552,0,,3861
1631997554,0,,3863
1631997556,0,,3865
1631997558,306,,3867
1631997559,306,,3868
1631997561,306,,3870
1631997563,306,,3872
1631997565,0,,3874
1631997567,0,,3876
1631997568,0,,3877
1631997570,0,,3879
1631997572,306,,3881
1631997574,306,,3883
1631997576,306,,3885
1631997578,306,,3887
1631997579,0,,3888
1631997581,0,,3890
1631997583,0,,3892
1631997585,0,,3894
1631997587,0,,3896
1631997589,306,,3898
1631997591,306,,3900
1631997592,306,,3901
1631997594,306,,3903
1631997596,0,,3905
1631997598,0,,3907
1631997600,0,,3909
1631997602,0,,3911
1631997603,0,,3912
1631997605,306,,3914
1631997607,306,,3916
1631997609,306,,3918
1631997611,306,,3920
1631997613,0,,3922
1631997614,0,,3923
1631997616,0,,3925
1631997618,0,,3927
1631997620,0,,3929
1631997622,306,,3931
1631997624,306,,3933
1631997625,306,,3934
1631997627,306,,3936
1631997629,0,,3938
1631997631,0,,3940
1631997633,0,,3942
1631997635,0,,3944
1631997637,0,,3946
1631997638,306,,3947
1631997640,306,,3949
1631997642,306,,3951
1631997644,306,,3953
1631997646,0,,3955
1631997648,0,,3957
1631997649,0,,3958
1631997651,0,,3960
1631997653,306,,3962
1631997655,306,,3964
1631997657,306,,3966
1631997659,306,,3968
1631997660,0,,3969
1631997662,0,,3971
1631997664,0,,3973
1631997666,0,,3975
1631997668,0,,3977
1631997670,305,,3979
1631997672,306,,3981
1631997673,306,,3982
1631997675,306,,3984
1631997677,306,,3986
1631997679,0,,3988
1631997681,0,,3990
1631997683,0,,3992
1631997685,0,,3994
1631997687,0,,3996
1631997688,306,,3997
1631997690,306,,3999
1631997692,306,,4001
1631997694,306,,4003
1631997696,306,,4005
1631997698,306,,4007
1631997700,306,,4009
1631997702,0,,4011
1631997704,0,,4013
1631997706,0,,4015
1631997708,0,,4017
1631997710,0,,4019
1631997712,0,,4021
1631997714,0,,4023
1631997717,306,,4026
1631997719,0,,4028
1631997720,0,,4029
1631997722,0,,4031
1631997724,306,,4033
1631997725,306,,4034
1631997727,306,,4036
1631997729,0,,4038
1631997730,0,,4039
1631997732,304,,4041
1631997734,304,,4043
1631997735,0,,4044
1631997737,0,,4046
1631997739,0,,4048
1631997740,306,,4049
1631997742,306,,4051
1631997744,0,,4053
1631997745,0,,4054
1631997747,0,,4056
1631997749,306,,4058
1631997750,306,,4059
1631997752,0,,4061
1631997754,0,,4063
1631997755,0,,4064
1631997757,306,,4066
1631997758,306,,4067
1631997760,0,,4069
1631997762,0,,4071
1631997763,0,,4072
1631997765,306,,4074
1631997767,306,,4076
1631997768,0,,4077
1631997770,0,,4079
1631997772,0,,4081
1631997773,306,,4082
1631997775,306,,4084
1631997777,0,,4086
1631997778,0,,4087
1631997780,303,,4089
1631997782,306,,4091
1631997783,306,,4092
1631997785,0,,4094
1631997786,0,,4095
1631997788,303,,4097
1631997790,303,,4099
1631997791,306,,4100
1631997793,0,,4102
1631997795,0,,4104
1631997796,303,,4105
1631997798,303,,4107
1631997800,303,,4109
1631997801,0,,4110
1631997803,0,,4112
1631997805,306,,4114
1631997806,303,,4115
1631997808,303,,4117
1631997810,0,,4119
1631997811,0,,4120
1631997813,306,,4122
1631997815,306,,4124
1631997816,303,,4125
1631997818,0,,4127
1631997820,0,,4129
1631997821,306,,4130
1631997823,306,,4132
1631997825,306,,4134
1631997826,0,,4135
1631997828,0,,4137
1631997830,303,,4139
1631997831,305,,4140
1631997833,305,,4142
1631997835,0,,4144
1631997836,0,,4145
1631997838,305,,4147
1631997840,305,,4149
1631997841,306,,4150
1631997843,0,,4152
1631997845,0,,4154
1631997846,306,,4155
1631997848,306,,4157
1631997850,306,,4159
1631997851,0,,4160
1631997853,0,,4162
1631997855,305,,4164
1631997856,306,,4165
1631997858,306,,4167
1631997860,0,,4169
1631997861,0,,4170
1631997863,306,,4172
1631997865,306,,4174
1631997866,0,,4175
1631997868,0,,4177
1631997870,0,,4179
1631997871,306,,4180
1631997873,306,,4182
1631997875,306,,4184
1631997876,0,,4185
1631997878,0,,4187
1631997880,306,,4189
1631997881,306,,4190
1631997883,306,,4192
1631997885,0,,4194
1631997886,0,,4195
1631997888,306,,4197
1631997890,306,,4199
1631997891,0,,4200
1631997893,0,,4202
1631997895,0,,4204
1631997896,306,,4205
1631997898,306,,4207
1631997900,0,,4209
1631997901,0,,4210
1631997903,0,,4212
1631997905,306,,4214
1631997906,306,,4215
1631997908,0,,4217
1631997910,0,,4219
1631997911,0,,4220
1631997913,306,,4222
1631997915,306,,4224
1631997916,0,,4225
1631997918,0,,4227
1631997919,0,,4228
1631997921,306,,4230
1631997923,306,,4232
1631997925,0,,4234
1631997926,0,,4235
1631997928,0,,4237
1631997929,306,,4238
1631997931,306,,4240
1631997933,0,,4242
1631997934,0,,4243
1631997936,0,,4245
1631997938,306,,4247
1631997939,306,,4248
1631997941,0,,4250
1631997943,0,,4252
1631997944,305,,4253
1631997946,306,,4255
1631997948,306,,4257
1631997949,0,,4258
1631997951,0,,4260
1631997953,306,,4262
1631997954,306,,4263
1631997956,306,,4265
1631997958,0,,4267
1631997959,0,,4268
1631997961,306,,4270
1631997963,306,,4272
1631997964,306,,4273
1631997966,0,,4275
1631997968,0,,4277
1631997969,306,,4278
1631997971,306,,4280
1631997973,0,,4282
1631997974,0,,4283
1631997976,0,,4285
1631997977,306,,4286
1631997979,306,,4288
1631997981,0,,4290
1631997982,0,,4291
1631997984,0,,4293
1631997986,306,,4295
1631997987,306,,4296
