Date_time,CPU,Memory_Bytes,Disk_Usage,,Date_and_time
1629387374,1.82E+11,8824508416,2252,,255
1629387375,1.82E+11,8824287232,2256,,256
1629387377,1.82E+11,8824512512,2260,,258
1629387378,1.83E+11,8824844288,2264,,259
1629387379,1.84E+11,8875880448,2268,,260
1629387380,1.85E+11,8824573952,2272,,261
1629387381,1.86E+11,8853540864,2276,,262
1629387382,1.87E+11,8825143296,2280,,263
1629387384,1.87E+11,8825417728,2284,,265
1629387385,1.87E+11,8824778752,2288,,266
1629387386,1.87E+11,8825098240,2292,,267
1629387387,1.88E+11,8824844288,2296,,268
1629387388,1.88E+11,8825155584,2300,,269
1629387390,1.88E+11,8824913920,2304,,271
1629387391,1.88E+11,8825085952,2308,,272
1629387392,1.90E+11,8913141760,2312,,273
1629387393,1.90E+11,8824922112,2316,,274
1629387394,1.90E+11,8824815616,2320,,275
1629387396,1.90E+11,8825004032,2324,,277
1629387397,1.90E+11,8824901632,2328,,278
1629387398,1.90E+11,8825171968,2332,,279
1629387399,1.91E+11,8825257984,2336,,280
1629387400,1.91E+11,8824983552,2340,,281
1629387401,1.92E+11,8874618880,2348,,282
1629387403,1.93E+11,8825110528,2352,,284
1629387404,1.93E+11,8825139200,2356,,285
1629387405,1.93E+11,8825171968,2360,,286
1629387406,1.93E+11,8825004032,2364,,287
1629387407,1.94E+11,8825098240,2368,,288
1629387409,1.94E+11,8851103744,2372,,290
1629387410,1.96E+11,8825610240,2376,,291
1629387411,1.96E+11,8831733760,2380,,292
1629387412,1.98E+11,8825131008,2384,,293
1629387413,1.98E+11,8824967168,2388,,294
1629387415,1.98E+11,8825188352,2392,,296
1629387416,1.99E+11,8825110528,2396,,297
1629387417,1.99E+11,8825159680,2400,,298
1629387418,1.99E+11,8825057280,2404,,299
1629387419,1.99E+11,8825118720,2408,,300
1629387421,1.99E+11,8825167872,2412,,302
1629387422,2.01E+11,8897347584,2416,,303
1629387423,2.01E+11,8825597952,2420,,304
1629387424,2.01E+11,8825249792,2424,,305
1629387425,2.02E+11,8824930304,2428,,306
1629387426,2.02E+11,8825262080,2432,,307
1629387428,2.02E+11,8825393152,2436,,309
1629387429,2.02E+11,8825327616,2440,,310
1629387430,2.02E+11,8824987648,2444,,311
1629387431,2.03E+11,8850063360,2448,,312
1629387432,2.04E+11,8825290752,2452,,313
1629387434,2.04E+11,8825827328,2456,,315
1629387435,2.05E+11,8825507840,2460,,316
1629387436,2.05E+11,8825561088,2464,,317
1629387437,2.05E+11,8825438208,2468,,318
1629387438,2.05E+11,8830550016,2472,,319
1629387440,2.07E+11,8825438208,2476,,321
1629387441,2.07E+11,8825638912,2480,,322
1629387442,2.09E+11,8825335808,2484,,323
1629387443,2.09E+11,8825503744,2488,,324
1629387444,2.09E+11,8825245696,2496,,325
1629387446,2.10E+11,8825233408,2500,,327
1629387447,2.10E+11,8825544704,2504,,328
1629387448,2.10E+11,8825376768,2508,,329
1629387449,2.10E+11,8825442304,2512,,330
1629387450,2.10E+11,8825331712,2516,,331
1629387452,2.11E+11,8889561088,2520,,333
1629387453,2.12E+11,8825634816,2524,,334
1629387454,2.12E+11,8825421824,2528,,335
1629387455,2.13E+11,8825376768,2532,,336
1629387456,2.13E+11,8825430016,2536,,337
1629387458,2.13E+11,8825016320,2540,,339
1629387459,2.13E+11,8825327616,2544,,340
1629387460,2.13E+11,8825577472,2548,,341
1629387461,2.13E+11,8834789376,2552,,342
1629387462,2.15E+11,8827203584,2556,,343
1629387463,2.16E+11,8826966016,2560,,344
1629387465,2.16E+11,8827191296,2564,,346
1629387466,2.16E+11,8826912768,2568,,347
1629387467,2.16E+11,8827092992,2572,,348
1629387468,2.16E+11,8827092992,2576,,349
1629387469,2.18E+11,8909987840,2580,,350
1629387471,2.18E+11,8827187200,2584,,352
1629387472,2.20E+11,8900452352,2588,,353
1629387473,2.21E+11,8832147456,2592,,354
1629387474,2.21E+11,8832069632,2596,,355
1629387475,2.21E+11,8832217088,2604,,356
1629387476,2.21E+11,8832069632,2608,,357
1629387478,2.21E+11,8832200704,2612,,359
1629387479,2.22E+11,8832172032,2616,,360
1629387480,2.22E+11,8831897600,2620,,361
1629387481,2.22E+11,8860049408,2624,,362
1629387482,2.24E+11,8832278528,2628,,363
1629387484,2.24E+11,8832278528,2632,,365
1629387485,2.24E+11,8832528384,2636,,366
1629387486,2.24E+11,8832483328,2640,,367
1629387487,2.25E+11,8832188416,2644,,368
1629387488,2.25E+11,8832241664,2648,,369
1629387490,2.25E+11,8832237568,2652,,371
1629387491,2.25E+11,8832163840,2656,,372
1629387492,2.27E+11,8915673088,2660,,373
1629387493,2.28E+11,8832823296,2860,,374
1629387494,2.28E+11,8832892928,2864,,375
1629387495,2.29E+11,8832958464,2868,,376
1629387497,2.30E+11,8833073152,2872,,378
1629387498,2.31E+11,8832700416,2876,,379
1629387499,2.33E+11,8902098944,2880,,380
1629387500,2.34E+11,8832901120,2884,,381
1629387501,2.35E+11,8876728320,2888,,382
1629387503,2.37E+11,8832688128,2892,,384
1629387504,2.37E+11,8832765952,2896,,385
1629387505,2.37E+11,8833208320,2900,,386
1629387506,2.37E+11,8832950272,2904,,387
1629387507,2.37E+11,8833032192,2908,,388
1629387509,2.38E+11,8832794624,2912,,390
1629387510,2.38E+11,8832864256,2916,,391
1629387511,2.38E+11,8834801664,2920,,392
1629387512,2.40E+11,8833019904,2928,,393
1629387513,2.40E+11,8832966656,2932,,394
1629387515,2.40E+11,8833335296,2936,,396
1629387516,2.41E+11,8832933888,2940,,397
1629387517,2.41E+11,8833110016,2944,,398
1629387518,2.41E+11,8833253376,2948,,399
1629387519,2.41E+11,8833294336,2952,,400
1629387520,2.41E+11,8833015808,2956,,401
1629387522,2.43E+11,8906563584,2960,,403
1629387523,2.43E+11,8833155072,2964,,404
1629387524,2.43E+11,8833277952,2968,,405
1629387525,2.44E+11,8833290240,2972,,406
1629387526,2.44E+11,8833495040,2976,,407
1629387528,2.44E+11,8833482752,2980,,409
1629387529,2.45E+11,8869814272,2984,,410
1629387530,2.46E+11,8833224704,2988,,411
1629387531,2.46E+11,8851800064,2992,,412
1629387532,2.48E+11,8833458176,2996,,413
1629387534,2.48E+11,8833687552,3000,,415
1629387535,2.48E+11,8833458176,3008,,416
1629387536,2.48E+11,8833486848,3012,,417
1629387537,2.49E+11,8833351680,3016,,418
1629387538,2.49E+11,8833343488,3020,,419
1629387539,2.49E+11,8832974848,3024,,420
1629387541,2.49E+11,8833298432,3028,,422
1629387542,2.51E+11,8915890176,3032,,423
1629387543,2.51E+11,8833499136,3036,,424
1629387544,2.51E+11,8833437696,3040,,425
1629387545,2.52E+11,8833392640,3044,,426
1629387547,2.52E+11,8833409024,3048,,428
1629387548,2.52E+11,8833482752,3052,,429
1629387549,2.52E+11,8833507328,3056,,430
1629387550,2.52E+11,8833490944,3060,,431
1629387551,2.53E+11,8875196416,3064,,432
1629387553,2.54E+11,8833634304,3068,,434
1629387554,2.54E+11,8833667072,3072,,435
1629387555,2.54E+11,8833421312,3076,,436
1629387556,2.55E+11,8833437696,3080,,437
1629387557,2.55E+11,8833433600,3084,,438
1629387558,2.55E+11,8841654272,3088,,439
1629387560,2.57E+11,8833482752,3092,,441
1629387561,2.57E+11,8833273856,3096,,442
1629387562,2.59E+11,8833441792,3104,,443
1629387563,2.59E+11,8833654784,3108,,444
1629387564,2.59E+11,8833568768,3112,,445
1629387566,2.59E+11,8833708032,3116,,447
1629387567,2.60E+11,8833708032,3120,,448
1629387568,2.60E+11,8833589248,3124,,449
1629387569,2.60E+11,8833658880,3128,,450
1629387570,2.60E+11,8833748992,3132,,451
1629387571,2.61E+11,8883056640,3136,,452
1629387573,2.62E+11,8833789952,3140,,454
1629387574,2.62E+11,8833675264,3144,,455
1629387575,2.63E+11,8833810432,3148,,456
1629387576,2.63E+11,8833683456,3152,,457
1629387577,2.63E+11,8833810432,3156,,458
1629387579,2.63E+11,8833466368,3160,,460
1629387580,2.63E+11,8833454080,3164,,461
1629387581,2.63E+11,8836440064,3168,,462
1629387582,2.65E+11,8833888256,3176,,463
1629387583,2.65E+11,8833654784,3180,,464
1629387585,2.65E+11,8833765376,3184,,466
1629387586,2.66E+11,8833810432,3188,,467
1629387587,2.66E+11,8833843200,3192,,468
1629387588,2.66E+11,8833937408,3196,,469
1629387589,2.68E+11,8916422656,3200,,470
1629387591,2.68E+11,8833789952,3204,,472
1629387592,2.70E+11,8908754944,3208,,473
1629387593,2.70E+11,8834076672,3212,,474
1629387594,2.70E+11,8834084864,3216,,475
1629387595,2.70E+11,8833949696,3220,,476
1629387596,2.71E+11,8834310144,3224,,477
1629387598,2.71E+11,8833683456,3228,,479
1629387599,2.71E+11,8833671168,3232,,480
1629387600,2.71E+11,8833888256,3236,,481
1629387601,2.71E+11,8856797184,3240,,482
1629387602,2.73E+11,8833961984,3244,,483
1629387604,2.73E+11,8834093056,3248,,485
1629387605,2.73E+11,8834105344,3252,,486
1629387606,2.73E+11,8834158592,3256,,487
1629387607,2.74E+11,8834113536,3260,,488
1629387608,2.74E+11,8833867776,3264,,489
1629387610,2.74E+11,8834125824,3272,,491
1629387611,2.74E+11,8834088960,3276,,492
1629387612,2.76E+11,8917753856,3280,,493
1629387613,2.76E+11,8834408448,3284,,494
1629387614,2.76E+11,8834179072,3288,,495
1629387615,2.76E+11,8833961984,3292,,496
1629387617,2.77E+11,8834297856,3296,,498
1629387618,2.77E+11,8833994752,3300,,499
1629387619,2.78E+11,8903569408,3304,,500
1629387620,2.79E+11,8833802240,3308,,501
1629387621,2.80E+11,8870121472,3312,,502
1629387623,2.81E+11,8833888256,3316,,504
1629387624,2.81E+11,8834174976,3320,,505
1629387625,2.81E+11,8834097152,3324,,506
1629387626,2.81E+11,8834039808,3328,,507
1629387627,2.82E+11,8834322432,3332,,508
1629387628,2.82E+11,8834183168,3336,,509
1629387630,2.82E+11,8834273280,3340,,511
1629387631,2.82E+11,8834007040,3344,,512
1629387632,2.84E+11,8834101248,3352,,513
1629387633,2.84E+11,8834125824,3356,,514
1629387634,2.84E+11,8834228224,3360,,515
1629387636,2.84E+11,8834174976,3364,,517
1629387637,2.85E+11,8834060288,3368,,518
1629387638,2.85E+11,8834244608,3372,,519
1629387639,2.85E+11,8834379776,3376,,520
1629387640,2.85E+11,8834183168,3380,,521
1629387642,2.86E+11,8896462848,3384,,523
1629387643,2.87E+11,8834379776,3388,,524
1629387644,2.87E+11,8834531328,3392,,525
1629387645,2.87E+11,8834482176,3396,,526
1629387646,2.87E+11,8834551808,3400,,527
1629387648,2.88E+11,8834408448,3404,,529
1629387649,2.88E+11,8868323328,3408,,530
1629387650,2.90E+11,8834416640,3412,,531
1629387651,2.90E+11,8851582976,3416,,532
1629387652,2.92E+11,8834613248,3420,,533
1629387653,2.92E+11,8834682880,3424,,534
1629387655,2.92E+11,8834764800,3428,,536
1629387656,2.92E+11,8834629632,3436,,537
1629387657,2.92E+11,8834658304,3436,,538
1629387658,2.93E+11,8834580480,3440,,539
1629387659,2.93E+11,8834494464,3448,,540
1629387661,2.93E+11,8834465792,3452,,542
1629387662,2.94E+11,8913879040,3456,,543
1629387663,2.95E+11,8834629632,3460,,544
1629387664,2.95E+11,8834564096,3460,,545
1629387665,2.95E+11,8834543616,3464,,546
1629387667,2.95E+11,8834510848,3468,,548
1629387668,2.95E+11,8834592768,3476,,549
1629387669,2.96E+11,8834052096,3480,,550
1629387670,2.96E+11,8834576384,3484,,551
1629387671,2.96E+11,8861810688,3488,,552
1629387672,2.98E+11,8834347008,3492,,553
1629387674,2.98E+11,8834826240,3496,,555
1629387675,2.98E+11,8834826240,3500,,556
1629387676,2.98E+11,8834502656,3504,,557
1629387677,2.98E+11,8834748416,3508,,558
1629387678,2.99E+11,8838303744,3512,,559
1629387680,3.00E+11,8834572288,3516,,561
1629387681,3.01E+11,8834715648,3520,,562
1629387682,3.03E+11,8920760320,3524,,563
1629387683,3.03E+11,8834502656,3528,,564
1629387684,3.03E+11,8834502656,3532,,565
1629387686,3.03E+11,8834035712,3536,,567
1629387687,3.03E+11,8834301952,3540,,568
1629387688,3.03E+11,8834236416,3544,,569
1629387689,3.03E+11,8834297856,3548,,570
1629387690,3.03E+11,8834363392,3552,,571
1629387692,3.05E+11,8891318272,3556,,573
1629387693,3.06E+11,8834437120,3560,,574
1629387694,3.06E+11,8834691072,3564,,575
1629387695,3.06E+11,8834478080,3568,,576
1629387696,3.06E+11,8834453504,3572,,577
1629387697,3.06E+11,8834600960,3576,,578
1629387699,3.06E+11,8834953216,3580,,580
1629387700,3.06E+11,8834711552,3584,,581
1629387701,3.06E+11,8839868416,3588,,582
1629387702,3.09E+11,8834838528,3592,,583
1629387703,3.09E+11,8834703360,3596,,584
1629387705,3.09E+11,8834572288,3600,,586
1629387706,3.09E+11,8834699264,3604,,587
1629387707,3.09E+11,8834818048,3608,,588
1629387708,3.09E+11,8834564096,3612,,589
1629387709,3.11E+11,8916959232,3616,,590
1629387711,3.11E+11,8834805760,3624,,592
1629387712,3.13E+11,8907005952,3628,,593
1629387713,3.14E+11,8834981888,3632,,594
1629387714,3.14E+11,8834920448,3636,,595
1629387715,3.14E+11,8835096576,3640,,596
1629387716,3.14E+11,8835026944,3644,,597
1629387718,3.14E+11,8835006464,3648,,599
1629387719,3.14E+11,8835137536,3652,,600
1629387720,3.14E+11,8835100672,3656,,601
1629387721,3.15E+11,8857575424,3660,,602
1629387722,3.17E+11,8834797568,3664,,603
1629387724,3.17E+11,8834772992,3668,,605
1629387725,3.17E+11,8834658304,3672,,606
1629387726,3.17E+11,8834551808,3676,,607
1629387727,3.17E+11,8834736128,3680,,608
1629387728,3.17E+11,8834883584,3684,,609
1629387729,3.17E+11,8834887680,3688,,610
1629387731,3.18E+11,8834699264,3692,,612
1629387732,3.19E+11,8917446656,3696,,613
1629387733,3.20E+11,8834990080,3700,,614
1629387734,3.20E+11,8834822144,3704,,615
1629387735,3.20E+11,8834883584,3712,,616
1629387737,3.20E+11,8834904064,3716,,618
1629387738,3.20E+11,8834678784,3720,,619
1629387739,3.22E+11,8889798656,3724,,620
1629387740,3.22E+11,8835358720,3728,,621
1629387741,3.23E+11,8868794368,3732,,622
1629387743,3.25E+11,8834957312,3736,,624
1629387744,3.25E+11,8835067904,3740,,625
1629387745,3.25E+11,8835170304,3744,,626
1629387746,3.25E+11,8835399680,3748,,627
1629387747,3.25E+11,8834797568,3752,,628
1629387748,3.25E+11,8835276800,3756,,629
1629387750,3.25E+11,8835256320,3760,,631
1629387751,3.26E+11,8835334144,3764,,632
1629387752,3.28E+11,8835420160,3768,,633
1629387753,3.28E+11,8835121152,3772,,634
1629387754,3.28E+11,8834883584,3776,,635
1629387756,3.28E+11,8834883584,3780,,637
1629387757,3.28E+11,8834863104,3788,,638
1629387758,3.28E+11,8835026944,3792,,639
1629387759,3.28E+11,8835026944,3796,,640
1629387760,3.29E+11,8835076096,3800,,641
1629387761,3.30E+11,8887840768,3804,,642
1629387763,3.31E+11,8835158016,3808,,644
1629387764,3.31E+11,8835100672,3812,,645
1629387765,3.31E+11,8835133440,3816,,646
1629387766,3.31E+11,8835215360,3820,,647
1629387767,3.31E+11,8835125248,3824,,648
1629387769,3.32E+11,8862650368,3828,,650
1629387770,3.33E+11,8835219456,3832,,651
1629387771,3.34E+11,8844574720,3836,,652
1629387772,3.36E+11,8835080192,3840,,653
1629387773,3.36E+11,8835203072,3844,,654
1629387775,3.36E+11,8835325952,3848,,656
1629387776,3.36E+11,8835407872,3852,,657
1629387777,3.36E+11,8835424256,3856,,658
1629387778,3.36E+11,8835293184,3864,,659
1629387779,3.36E+11,8835002368,3868,,660
1629387781,3.36E+11,8835432448,3872,,662
1629387782,3.38E+11,8916471808,3876,,663
1629387783,3.39E+11,8835485696,3880,,664
1629387784,3.39E+11,8835399680,3884,,665
1629387785,3.39E+11,8835432448,3888,,666
1629387787,3.39E+11,8835387392,3892,,668
1629387788,3.39E+11,8835411968,3896,,669
1629387789,3.39E+11,8835469312,3900,,670
1629387790,3.39E+11,8835575808,3904,,671
1629387791,3.40E+11,8861081600,3908,,672
1629387792,3.42E+11,8835391488,3912,,673
1629387794,3.42E+11,8836595712,4108,,675
1629387795,3.42E+11,8836448256,4112,,676
1629387796,3.42E+11,8836407296,4116,,677
1629387797,3.42E+11,8836288512,4124,,678
1629387798,3.43E+11,8837746688,4128,,679
1629387800,3.45E+11,8836558848,4132,,681
1629387801,3.45E+11,8836509696,4136,,682
1629387802,3.47E+11,8882786304,4140,,683
1629387803,3.47E+11,8836251648,4144,,684
1629387804,3.47E+11,8836292608,4148,,685
1629387806,3.47E+11,8836177920,4152,,687
1629387807,3.47E+11,8836288512,4156,,688
1629387808,3.47E+11,8836067328,4160,,689
1629387809,3.47E+11,8836083712,4164,,690
1629387810,3.47E+11,8835923968,4168,,691
1629387811,3.49E+11,8882872320,4172,,692
1629387813,3.50E+11,8836206592,4176,,694
1629387814,3.50E+11,8836136960,4180,,695
1629387815,3.50E+11,8836272128,4184,,696
1629387816,3.50E+11,8836485120,4192,,697
1629387817,3.50E+11,8836186112,4196,,698
1629387819,3.50E+11,8836157440,4200,,700
1629387820,3.50E+11,8836304896,4204,,701
1629387821,3.51E+11,8836263936,4208,,702
1629387822,3.53E+11,8836263936,4212,,703
1629387823,3.53E+11,8836198400,4216,,704
1629387824,3.53E+11,8836333568,4220,,705
1629387826,3.53E+11,8836349952,4224,,707
1629387827,3.53E+11,8836300800,4228,,708
1629387828,3.53E+11,8836210688,4232,,709
1629387829,3.55E+11,8912920576,4236,,710
1629387830,3.56E+11,8836251648,4240,,711
1629387832,3.57E+11,8904921088,4244,,713
1629387833,3.58E+11,8836435968,4248,,714
1629387834,3.58E+11,8836550656,4252,,715
1629387835,3.58E+11,8836562944,4256,,716
1629387836,3.58E+11,8836562944,4260,,717
1629387837,3.58E+11,8836579328,4264,,718
1629387839,3.58E+11,8836653056,4268,,720
1629387840,3.58E+11,8836374528,4272,,721
1629387841,3.59E+11,8842076160,4280,,722
