Date_time,CPU,Memory_Bytes,Disk_Usage,,Ref_time
1629329883,1.23597E+12,2408091648,16580,,2649
1629329885,1.23625E+12,2417217536,16584,,2651
1629329886,1.23828E+12,2408275968,16588,,2652
1629329887,1.23848E+12,2413285376,16588,,2653
1629329889,1.24053E+12,2408169472,16592,,2655
1629329890,1.24062E+12,2407931904,16592,,2656
1629329891,1.24069E+12,2408218624,16596,,2657
1629329892,1.24077E+12,2407989248,16600,,2658
1629329894,1.24086E+12,2408112128,16600,,2660
1629329895,1.24153E+12,2441003008,16604,,2661
1629329896,1.24314E+12,2407944192,16608,,2662
1629329897,1.24321E+12,2407923712,16608,,2663
1629329899,1.24329E+12,2408161280,16612,,2665
1629329900,1.24338E+12,2408169472,16616,,2666
1629329901,1.24346E+12,2408144896,16616,,2667
1629329902,1.24354E+12,2408181760,16620,,2668
1629329904,1.24362E+12,2408329216,16620,,2670
1629329905,1.24433E+12,2447781888,16624,,2671
1629329906,1.24597E+12,2408148992,16628,,2672
1629329907,1.24603E+12,2408009728,16628,,2673
1629329909,1.2461E+12,2408116224,16632,,2675
1629329910,1.24619E+12,2407976960,16632,,2676
1629329911,1.24627E+12,2408140800,16636,,2677
1629329912,1.24634E+12,2408235008,16636,,2678
1629329914,1.24643E+12,2407964672,16640,,2680
1629329915,1.24753E+12,2474446848,16644,,2681
1629329916,1.24883E+12,2408153088,16644,,2682
1629329918,1.24947E+12,2440912896,16648,,2684
1629329919,1.25119E+12,2408222720,16652,,2685
1629329920,1.25127E+12,2408222720,16656,,2686
1629329921,1.25134E+12,2408218624,16656,,2687
1629329923,1.25141E+12,2408349696,16660,,2689
1629329924,1.2515E+12,2408157184,16660,,2690
1629329925,1.25277E+12,2468425728,17372,,2691
1629329926,1.25427E+12,2409328640,17372,,2692
1629329928,1.25434E+12,2409205760,17376,,2694
1629329929,1.25442E+12,2409209856,17376,,2695
1629329930,1.25449E+12,2408992768,17380,,2696
1629329931,1.25456E+12,2408833024,17384,,2697
1629329933,1.25464E+12,2409013248,17388,,2699
1629329934,1.25472E+12,2409152512,17388,,2700
1629329935,1.25582E+12,2477424640,17392,,2701
1629329936,1.25708E+12,2408972288,17396,,2702
1629329938,1.25717E+12,2409017344,17396,,2704
1629329939,1.25728E+12,2409144320,17400,,2705
1629329940,1.25736E+12,2408972288,17404,,2706
1629329941,1.25745E+12,2408939520,17404,,2707
1629329943,1.25755E+12,2408951808,17408,,2709
1629329944,1.25764E+12,2409017344,17412,,2710
1629329945,1.25873E+12,2476539904,17416,,2711
1629329946,1.25994E+12,2409037824,17416,,2712
1629329948,1.26047E+12,2435534848,17420,,2714
1629329949,1.26234E+12,2409168896,17424,,2715
1629329950,1.26243E+12,2409050112,17424,,2716
1629329951,1.2625E+12,2409197568,17428,,2717
1629329953,1.26258E+12,2409308160,17432,,2719
1629329954,1.26264E+12,2409193472,17432,,2720
1629329955,1.26388E+12,2479247360,17436,,2721
1629329956,1.26498E+12,2409263104,17436,,2722
1629329958,1.26505E+12,2409050112,17440,,2724
1629329959,1.26511E+12,2409103360,17440,,2725
1629329960,1.26517E+12,2408947712,17444,,2726
1629329962,1.26523E+12,2408775680,17444,,2728
1629329963,1.2653E+12,2408910848,17448,,2729
1629329964,1.26537E+12,2408861696,17448,,2730
1629329965,1.26709E+12,2486894592,17452,,2731
1629329967,1.26771E+12,2409148416,17456,,2733
1629329968,1.26777E+12,2408816640,17456,,2734
1629329969,1.26784E+12,2408947712,17460,,2735
1629329970,1.26792E+12,2408816640,17460,,2736
1629329972,1.26801E+12,2409021440,17464,,2738
1629329973,1.26809E+12,2409230336,17468,,2739
1629329974,1.26816E+12,2408951808,17468,,2740
1629329976,1.27022E+12,2494439424,17472,,2742
1629329977,1.27045E+12,2409246720,17472,,2743
1629329978,1.27216E+12,2484989952,17476,,2744
1629329979,1.2728E+12,2409062400,17476,,2745
1629329981,1.2729E+12,2409025536,17480,,2747
1629329982,1.27298E+12,2408869888,17480,,2748
1629329984,1.27308E+12,2408869888,17484,,2750
1629329985,1.27395E+12,2454753280,17488,,2751
1629329986,1.27558E+12,2409099264,17488,,2752
1629329987,1.27567E+12,2409242624,17492,,2753
1629329989,1.27576E+12,2409197568,17492,,2755
1629329990,1.27586E+12,2409390080,17496,,2756
1629329991,1.27595E+12,2409029632,17500,,2757
1629329993,1.27604E+12,2409148416,17500,,2759
1629329994,1.27612E+12,2409148416,17504,,2760
1629329995,1.27735E+12,2478546944,17504,,2761
1629329996,1.27862E+12,2409095168,17508,,2762
1629329998,1.27871E+12,2409336832,17508,,2764
1629329999,1.2788E+12,2409238528,17512,,2765
1629330000,1.27888E+12,2409095168,17512,,2766
1629330002,1.27898E+12,2409205760,17516,,2768
1629330003,1.27909E+12,2409140224,17520,,2769
1629330004,1.27931E+12,2410995712,17520,,2770
1629330006,1.28177E+12,2409226240,17524,,2772
1629330007,1.28204E+12,2415087616,17524,,2773
1629330009,1.28459E+12,2409619456,17528,,2775
1629330010,1.28471E+12,2409385984,17532,,2776
1629330011,1.28481E+12,2409385984,17532,,2777
1629330013,1.2849E+12,2409177088,17536,,2779
1629330014,1.28499E+12,2409271296,17536,,2780
1629330016,1.28731E+12,2491826176,17536,,2782
1629330017,1.28786E+12,2409062400,17540,,2783
1629330019,1.28796E+12,2409185280,17540,,2785
1629330020,1.28805E+12,2409222144,17544,,2786
1629330021,1.28814E+12,2409193472,17544,,2787
1629330022,1.28824E+12,2409562112,17548,,2788
1629330024,1.28834E+12,2409406464,17552,,2790
1629330025,1.28946E+12,2461016064,17552,,2791
1629330026,1.29129E+12,2409222144,17556,,2792
1629330028,1.29138E+12,2409263104,17556,,2794
1629330029,1.29149E+12,2409312256,17560,,2795
1629330030,1.29158E+12,2409132032,17564,,2796
1629330032,1.29169E+12,2409328640,17564,,2798
1629330033,1.29179E+12,2409410560,17568,,2799
1629330034,1.2919E+12,2409463808,17568,,2800
1629330035,1.29375E+12,2481827840,17572,,2801
1629330037,1.29468E+12,2409467904,17576,,2803
1629330038,1.29652E+12,2484535296,17576,,2804
1629330040,1.29725E+12,2409603072,17580,,2806
1629330041,1.29733E+12,2409435136,17580,,2807
1629330042,1.29744E+12,2409496576,17584,,2808
1629330044,1.29754E+12,2409222144,17584,,2810
1629330045,1.29839E+12,2447200256,17588,,2811
1629330046,1.30015E+12,2409435136,17592,,2812
1629330047,1.30025E+12,2409455616,17592,,2813
1629330049,1.30035E+12,2409451520,17596,,2815
1629330050,1.30045E+12,2409304064,17596,,2816
1629330051,1.30054E+12,2409291776,17600,,2817
1629330053,1.30071E+12,2409500672,17600,,2819
1629330054,1.30081E+12,2409455616,17604,,2820
1629330055,1.30262E+12,2482167808,17604,,2821
1629330057,1.30358E+12,2409308160,17608,,2823
1629330058,1.30368E+12,2409304064,17608,,2824
1629330059,1.30378E+12,2409365504,17612,,2825
1629330061,1.30388E+12,2409447424,17612,,2827
1629330062,1.304E+12,2409345024,17616,,2828
1629330064,1.3041E+12,2409426944,17616,,2830
1629330065,1.30535E+12,2477600768,17620,,2831
1629330066,1.30675E+12,2409328640,17620,,2832
1629330068,1.30773E+12,2460729344,17624,,2834
1629330069,1.30917E+12,2409377792,17624,,2835
1629330070,1.30926E+12,2409209856,17628,,2836
1629330072,1.30933E+12,2409123840,17632,,2838
1629330073,1.30943E+12,2409279488,17632,,2839
1629330074,1.30951E+12,2409357312,17636,,2840
1629330075,1.31119E+12,2483331072,17636,,2841
1629330077,1.31197E+12,2409218048,17640,,2843
1629330078,1.31206E+12,2409164800,17640,,2844
1629330079,1.31214E+12,2409189376,17644,,2845
1629330081,1.31224E+12,2409070592,17644,,2847
1629330082,1.31231E+12,2409279488,17648,,2848
1629330083,1.31239E+12,2409123840,17648,,2849
1629330085,1.31265E+12,2417541120,17652,,2851
1629330086,1.31476E+12,2409299968,17656,,2852
1629330087,1.31485E+12,2409263104,17656,,2853
1629330089,1.31493E+12,2409234432,17660,,2855
1629330090,1.315E+12,2409414656,17660,,2856
1629330091,1.31508E+12,2409373696,17664,,2857
1629330092,1.31517E+12,2409402368,17664,,2858
1629330094,1.31526E+12,2409455616,17668,,2860
1629330095,1.31626E+12,2468851712,17668,,2861
1629330096,1.31753E+12,2409230336,17672,,2862
1629330098,1.31823E+12,2442493952,17676,,2864
1629330099,1.31994E+12,2409525248,17676,,2865
1629330100,1.32002E+12,2409345024,17680,,2866
1629330101,1.32011E+12,2409259008,17680,,2867
1629330103,1.3202E+12,2409259008,17684,,2869
1629330104,1.3203E+12,2409447424,17684,,2870
1629330105,1.32184E+12,2480406528,17688,,2871
1629330107,1.32285E+12,2409476096,17692,,2873
1629330108,1.32294E+12,2409443328,17692,,2874
1629330109,1.32303E+12,2409283584,17696,,2875
1629330110,1.32312E+12,2409365504,17700,,2876
1629330112,1.32322E+12,2409189376,17700,,2878
1629330113,1.3233E+12,2409336832,17704,,2879
1629330114,1.3234E+12,2409238528,17708,,2880
1629330115,1.32517E+12,2482851840,17708,,2881
1629330117,1.32593E+12,2409361408,17712,,2883
1629330118,1.32604E+12,2409447424,17716,,2884
1629330119,1.32613E+12,2409668608,17716,,2885
1629330121,1.32623E+12,2409299968,17720,,2887
1629330122,1.32632E+12,2409189376,17724,,2888
1629330123,1.32642E+12,2409340928,17728,,2889
1629330124,1.32652E+12,2409361408,17728,,2890
1629330126,1.32864E+12,2494083072,17732,,2892
1629330127,1.32907E+12,2411606016,17736,,2893
1629330129,1.3313E+12,2496733184,17736,,2895
1629330130,1.33141E+12,2409508864,17740,,2896
1629330131,1.33152E+12,2409406464,17740,,2897
1629330132,1.33161E+12,2409431040,17744,,2898
1629330134,1.33169E+12,2409558016,17748,,2900
1629330135,1.33271E+12,2463526912,17748,,2901
1629330136,1.33428E+12,2409496576,17752,,2902
1629330138,1.33437E+12,2409566208,17756,,2904
1629330139,1.33446E+12,2409525248,17756,,2905
1629330140,1.33456E+12,2409619456,17760,,2906
1629330141,1.33466E+12,2409590784,17764,,2907
1629330143,1.33476E+12,2409586688,17764,,2909
1629330144,1.33486E+12,2409512960,17768,,2910
1629330145,1.33626E+12,2480566272,17772,,2911
1629330147,1.33739E+12,2409590784,17772,,2913
1629330148,1.33749E+12,2409607168,17776,,2914
1629330149,1.33756E+12,2409484288,17776,,2915
1629330151,1.33763E+12,2409459712,17776,,2917
1629330152,1.33771E+12,2409463808,17780,,2918
1629330153,1.33779E+12,2409410560,17780,,2919
1629330155,1.3387E+12,2455699456,17780,,2921
1629330156,1.34026E+12,2409385984,17784,,2922
1629330158,1.34085E+12,2434879488,17784,,2924
1629330159,1.34282E+12,2409627648,17788,,2925
1629330160,1.34291E+12,2409304064,17788,,2926
1629330162,1.34301E+12,2409488384,17792,,2928
1629330163,1.34309E+12,2409480192,17792,,2929
1629330165,1.34353E+12,2430369792,17792,,2931
1629330166,1.34563E+12,2409656320,17796,,2932
1629330167,1.34571E+12,2409414656,17796,,2933
1629330169,1.3458E+12,2409234432,17796,,2935
1629330170,1.34588E+12,2409140224,17796,,2936
1629330172,1.34596E+12,2409435136,17800,,2938
1629330173,1.34605E+12,2409467904,17800,,2939
1629330175,1.34704E+12,2448252928,17800,,2941
1629330176,1.3488E+12,2409693184,17804,,2942
1629330178,1.34888E+12,2409558016,17804,,2944
1629330179,1.34896E+12,2409537536,17804,,2945
1629330180,1.34903E+12,2409623552,17804,,2946
1629330182,1.3491E+12,2409508864,17808,,2948
1629330183,1.34916E+12,2409627648,17808,,2949
1629330185,1.34961E+12,2431909888,17808,,2951
1629330186,1.35165E+12,2409676800,17812,,2952
1629330187,1.35224E+12,2437619712,17812,,2953
1629330189,1.35411E+12,2409566208,17812,,2955
1629330190,1.35419E+12,2409410560,17816,,2956
1629330192,1.35426E+12,2409390080,17816,,2958
1629330193,1.35434E+12,2409373696,17816,,2959
1629330195,1.35465E+12,2419613696,17820,,2961
1629330196,1.35698E+12,2409500672,17820,,2962
1629330197,1.35708E+12,2409725952,17824,,2963
1629330199,1.35717E+12,2409566208,17824,,2965
1629330200,1.35725E+12,2409410560,17824,,2966
1629330202,1.35737E+12,2409508864,17828,,2968
1629330203,1.35748E+12,2409566208,17828,,2969
1629330204,1.35761E+12,2409713664,17832,,2970
1629330206,1.35981E+12,2491232256,17832,,2972
1629330207,1.36053E+12,2409611264,17836,,2973
1629330208,1.36062E+12,2409709568,17836,,2974
1629330210,1.36071E+12,2409705472,17836,,2976
1629330211,1.36081E+12,2409558016,17840,,2977
1629330212,1.36092E+12,2409619456,17840,,2978
1629330214,1.36102E+12,2409562112,17844,,2980
1629330215,1.36239E+12,2476683264,17844,,2981
1629330217,1.36385E+12,2409504768,17848,,2983
1629330218,1.36515E+12,2474610688,17852,,2984
1629330219,1.36661E+12,2409467904,17852,,2985
1629330221,1.36672E+12,2409598976,17856,,2987
1629330222,1.36683E+12,2409701376,17860,,2988
1629330223,1.36694E+12,2409738240,17864,,2989
1629330224,1.3672E+12,2414669824,17864,,2990
1629330226,1.36958E+12,2494390272,18572,,2992
1629330227,1.37013E+12,2410266624,18576,,2993
1629330229,1.37024E+12,2410459136,18580,,2995
1629330230,1.37034E+12,2410348544,18580,,2996
1629330231,1.37045E+12,2410356736,18584,,2997
1629330232,1.37057E+12,2410160128,18588,,2998
1629330234,1.37068E+12,2410221568,18588,,3000
1629330235,1.37205E+12,2476789760,18592,,3001
1629330237,1.37363E+12,2410471424,18592,,3003
1629330238,1.37373E+12,2410422272,18592,,3004
1629330239,1.37383E+12,2410377216,18596,,3005
1629330241,1.37393E+12,2410164224,18596,,3007
1629330242,1.37404E+12,2410467328,18596,,3008
1629330244,1.37415E+12,2410319872,18600,,3010
1629330245,1.37564E+12,2478223360,18600,,3011
1629330247,1.37734E+12,2410475520,18604,,3013
1629330248,1.37896E+12,2480869376,18604,,3014
1629330249,1.38012E+12,2410471424,18604,,3015
1629330251,1.38024E+12,2410586112,18608,,3017
1629330252,1.38032E+12,2410446848,18608,,3018
1629330254,1.38041E+12,2410561536,18608,,3020
1629330255,1.38176E+12,2478374912,18612,,3021
1629330257,1.38336E+12,2410373120,18612,,3023
1629330258,1.38346E+12,2410438656,18612,,3024
1629330259,1.38355E+12,2410577920,18616,,3025
1629330261,1.38364E+12,2410274816,18616,,3027
1629330262,1.38375E+12,2410627072,18620,,3028
1629330263,1.38386E+12,2410618880,18620,,3029
1629330265,1.38418E+12,2419101696,18620,,3031
1629330266,1.38655E+12,2499129344,18624,,3032
1629330267,1.38679E+12,2410430464,18624,,3033
1629330269,1.38688E+12,2410545152,18628,,3035
1629330270,1.38697E+12,2410500096,18628,,3036
1629330271,1.38707E+12,2410659840,18632,,3037
1629330273,1.38718E+12,2410270720,18632,,3039
1629330274,1.38728E+12,2410405888,18632,,3040
1629330276,1.38948E+12,2491666432,18636,,3042
1629330277,1.39033E+12,2417414144,18636,,3043
1629330279,1.39286E+12,2410323968,18640,,3045
1629330280,1.39295E+12,2410610688,18640,,3046
1629330282,1.39306E+12,2410283008,18640,,3048
1629330283,1.39314E+12,2410414080,18644,,3049
1629330284,1.39325E+12,2410389504,18644,,3050
1629330286,1.39528E+12,2486493184,18648,,3052
1629330287,1.39601E+12,2410491904,18648,,3053
1629330288,1.39612E+12,2410389504,18652,,3054
1629330290,1.39623E+12,2410496000,18652,,3056
1629330291,1.39632E+12,2410409984,18656,,3057
1629330292,1.39642E+12,2410467328,18660,,3058
1629330294,1.3965E+12,2410491904,18660,,3060
1629330295,1.39755E+12,2457432064,18664,,3061
1629330296,1.39929E+12,2410491904,18664,,3062
1629330298,1.3994E+12,2410606592,18668,,3064
1629330299,1.39951E+12,2410668032,18668,,3065
1629330300,1.39962E+12,2410516480,18672,,3066
1629330302,1.39973E+12,2410676224,18672,,3068
1629330303,1.39984E+12,2410561536,18676,,3069
1629330304,1.39994E+12,2410504192,18680,,3070
1629330306,1.40155E+12,2479013888,18680,,3072
1629330307,1.40324E+12,2410741760,18684,,3073
1629330308,1.40489E+12,2480619520,18684,,3074
1629330309,1.40627E+12,2410553344,18688,,3075
1629330311,1.40636E+12,2410651648,18688,,3077
1629330312,1.40649E+12,2410528768,18692,,3078
1629330313,1.40657E+12,2410532864,18692,,3079
1629330315,1.40705E+12,2432090112,18696,,3081
1629330316,1.40921E+12,2410455040,18700,,3082
1629330317,1.40929E+12,2410229760,18700,,3083
1629330319,1.40939E+12,2410233856,18704,,3085
1629330320,1.40947E+12,2410119168,18704,,3086
1629330321,1.40956E+12,2410586112,18708,,3087
1629330323,1.40967E+12,2410430464,18712,,3089
1629330324,1.40978E+12,2410680320,18712,,3090
1629330325,1.41128E+12,2480136192,18716,,3091
1629330327,1.41261E+12,2410799104,18716,,3093
1629330328,1.41269E+12,2410520576,18720,,3094
1629330329,1.41279E+12,2410696704,18724,,3095
1629330330,1.41289E+12,2410602496,18724,,3096
1629330332,1.41299E+12,2410713088,18728,,3098
1629330333,1.41308E+12,2410565632,18732,,3099
1629330334,1.41318E+12,2410672128,18732,,3100
1629330336,1.41512E+12,2481631232,18736,,3102
1629330337,1.4161E+12,2410676224,18740,,3103
1629330338,1.41785E+12,2481651712,18740,,3104
1629330340,1.41879E+12,2410758144,18744,,3106
1629330341,1.41889E+12,2410577920,18744,,3107
1629330342,1.41898E+12,2410344448,18748,,3108
1629330343,1.41909E+12,2410614784,18748,,3109
1629330345,1.41956E+12,2431463424,18752,,3111
1629330346,1.42201E+12,2411560960,18756,,3112
1629330347,1.4221E+12,2410672128,18756,,3113
1629330349,1.42221E+12,2410532864,18760,,3115
1629330350,1.42231E+12,2410418176,18764,,3116
1629330351,1.4224E+12,2410520576,18764,,3117
1629330352,1.4225E+12,2410532864,18768,,3118
1629330354,1.42259E+12,2410606592,18772,,3120
1629330355,1.42363E+12,2454769664,18772,,3121
1629330356,1.4255E+12,2410807296,18776,,3122
1629330358,1.42558E+12,2410586112,18776,,3124
1629330359,1.42568E+12,2410541056,18780,,3125
1629330360,1.42578E+12,2410627072,18784,,3126
1629330361,1.42587E+12,2410500096,18784,,3127
1629330363,1.42597E+12,2410758144,18788,,3129
1629330364,1.42607E+12,2410631168,18788,,3130
1629330365,1.42759E+12,2481840128,18792,,3131
1629330367,1.42878E+12,2410827776,18792,,3133
1629330368,1.43028E+12,2481221632,18796,,3134
1629330369,1.43138E+12,2410729472,18800,,3135
1629330371,1.43148E+12,2410811392,18800,,3137
1629330372,1.4316E+12,2410602496,18804,,3138
1629330373,1.43169E+12,2410688512,18804,,3139
1629330375,1.43209E+12,2421665792,18808,,3141
1629330376,1.43433E+12,2497273856,18812,,3142
1629330377,1.4345E+12,2410700800,18812,,3143
1629330379,1.43461E+12,2410725376,18816,,3145
1629330380,1.4347E+12,2410516480,18816,,3146
1629330381,1.4348E+12,2410594304,18820,,3147
1629330383,1.43489E+12,2410541056,18824,,3149
1629330384,1.43499E+12,2410639360,18824,,3150
1629330385,1.43626E+12,2476994560,18828,,3151
1629330386,1.43775E+12,2410684416,18832,,3152
1629330388,1.43785E+12,2410799104,18832,,3154
1629330389,1.43796E+12,2410614784,18836,,3155
1629330390,1.43805E+12,2410696704,18836,,3156
1629330392,1.43815E+12,2410614784,18840,,3158
1629330393,1.43827E+12,2410737664,18844,,3159
1629330394,1.43836E+12,2410561536,18844,,3160
1629330396,1.44041E+12,2484490240,18848,,3162
1629330397,1.44131E+12,2410745856,18852,,3163
1629330398,1.44301E+12,2482737152,18852,,3164
1629330399,1.44392E+12,2410905600,18856,,3165
1629330401,1.44404E+12,2410659840,18860,,3167
1629330402,1.44415E+12,2410672128,18864,,3168
1629330403,1.44425E+12,2410332160,18864,,3169
1629330405,1.44465E+12,2421379072,18868,,3171
1629330406,1.44705E+12,2410995712,18872,,3172
1629330407,1.44717E+12,2410500096,18876,,3173
1629330409,1.4473E+12,2410708992,18876,,3175
1629330410,1.44739E+12,2410528768,18880,,3176
1629330411,1.44749E+12,2410532864,18880,,3177
1629330412,1.44758E+12,2410819584,18884,,3178
1629330414,1.44769E+12,2410553344,18884,,3180
1629330415,1.44903E+12,2478649344,18888,,3181
1629330417,1.45048E+12,2410708992,18892,,3183
1629330418,1.45059E+12,2410512384,18896,,3184
1629330419,1.4507E+12,2410557440,18896,,3185
1629330420,1.4508E+12,2410414080,18900,,3186
1629330422,1.4509E+12,2410713088,18900,,3188
1629330423,1.451E+12,2410725376,18904,,3189
1629330424,1.45119E+12,2419048448,18908,,3190
1629330426,1.45345E+12,2497302528,18912,,3192
1629330427,1.45389E+12,2414395392,18912,,3193
1629330429,1.45605E+12,2494791680,18916,,3195
1629330430,1.45658E+12,2410573824,18916,,3196
1629330431,1.45669E+12,2410668032,18920,,3197
1629330432,1.45678E+12,2410643456,18920,,3198
1629330434,1.45689E+12,2410582016,18924,,3200
1629330435,1.45791E+12,2461184000,18928,,3201
1629330436,1.45953E+12,2410762240,18932,,3202
1629330438,1.45964E+12,2410569728,18932,,3204
1629330439,1.45974E+12,2410713088,18936,,3205
1629330440,1.45984E+12,2410676224,18940,,3206
1629330441,1.45996E+12,2410692608,18944,,3207
1629330443,1.4601E+12,2410610688,18948,,3209
1629330444,1.46021E+12,2410721280,18948,,3210
1629330445,1.46152E+12,2479419392,18952,,3211
1629330447,1.46296E+12,2410758144,18956,,3213
1629330448,1.46308E+12,2410668032,18960,,3214
1629330449,1.46318E+12,2410897408,18960,,3215
1629330450,1.46327E+12,2410778624,18964,,3216
1629330452,1.46335E+12,2410692608,18964,,3218
1629330453,1.46344E+12,2410758144,18968,,3219
1629330454,1.46371E+12,2415693824,18968,,3220
1629330456,1.46608E+12,2496077824,18972,,3222
1629330457,1.46643E+12,2416771072,18972,,3223
1629330459,1.46874E+12,2411053056,18976,,3225
1629330460,1.46881E+12,2410459136,18976,,3226
1629330461,1.4689E+12,2410622976,18980,,3227
1629330463,1.469E+12,2410700800,18980,,3229
1629330464,1.46909E+12,2410618880,18984,,3230
1629330465,1.47077E+12,2482720768,18984,,3231
1629330467,1.47182E+12,2410766336,18988,,3233
1629330468,1.4719E+12,2410749952,18988,,3234
1629330469,1.47197E+12,2410684416,18988,,3235
1629330471,1.47205E+12,2410524672,18992,,3237
1629330472,1.47212E+12,2410369024,18992,,3238
1629330473,1.47221E+12,2410672128,18996,,3239
1629330475,1.47307E+12,2449408000,19000,,3241
1629330476,1.47486E+12,2410680320,19000,,3242
1629330477,1.47496E+12,2410807296,19004,,3243
1629330479,1.47505E+12,2410835968,19004,,3245
1629330480,1.47512E+12,2410622976,19008,,3246
1629330481,1.47521E+12,2410500096,19008,,3247
1629330483,1.47529E+12,2410819584,19008,,3249
1629330484,1.47536E+12,2410782720,19012,,3250
1629330486,1.47734E+12,2487287808,19012,,3252
1629330487,1.47811E+12,2412036096,19016,,3253
1629330489,1.48051E+12,2410405888,19016,,3255
1629330490,1.48061E+12,2410643456,19016,,3256
1629330491,1.48071E+12,2410381312,19020,,3257
1629330493,1.48123E+12,2411622400,19384,,3259
1629330494,1.4815E+12,2415697920,19388,,3260
1629330496,1.48389E+12,2412011520,19388,,3262
1629330497,1.48409E+12,2411921408,19392,,3263
1629330499,1.48427E+12,2411909120,19392,,3265
1629330500,1.48439E+12,2411720704,19392,,3266
1629330502,1.4845E+12,2411724800,19396,,3268
1629330503,1.48466E+12,2411970560,19400,,3269
1629330504,1.48485E+12,2411851776,19400,,3270
1629330506,1.4867E+12,2481664000,19404,,3272
1629330507,1.48819E+12,2411937792,19404,,3273
1629330508,1.48832E+12,2411921408,19408,,3274
1629330510,1.48845E+12,2412158976,19408,,3276
1629330511,1.48857E+12,2411864064,19412,,3277
1629330512,1.4887E+12,2412130304,19416,,3278
1629330514,1.48882E+12,2412118016,19416,,3280
1629330515,1.49009E+12,2466365440,19420,,3281
1629330516,1.49184E+12,2411896832,19424,,3282
1629330518,1.49284E+12,2456743936,19424,,3284
1629330519,1.49479E+12,2412122112,19428,,3285
1629330520,1.49491E+12,2412244992,19432,,3286
1629330522,1.49503E+12,2412183552,19432,,3288
1629330523,1.49517E+12,2412072960,19436,,3289
1629330524,1.49534E+12,2412298240,19440,,3290
1629330526,1.49747E+12,2485186560,20148,,3292
1629330527,1.49838E+12,2413289472,20152,,3293
1629330528,1.49851E+12,2413056000,20156,,3294
1629330529,1.49864E+12,2413002752,20156,,3295
1629330531,1.49878E+12,2412863488,20160,,3297
1629330532,1.49891E+12,2412998656,20164,,3298
1629330533,1.49903E+12,2412924928,20168,,3299
1629330535,1.49965E+12,2436972544,20168,,3301
1629330536,1.50192E+12,2412793856,20172,,3302
1629330537,1.50211E+12,2412879872,20172,,3303
1629330539,1.50222E+12,2412728320,20176,,3305
1629330540,1.50234E+12,2412756992,20180,,3306
1629330541,1.50246E+12,2412670976,20180,,3307
1629330543,1.50265E+12,2412920832,20220,,3309
1629330544,1.5028E+12,2412580864,20224,,3310
1629330545,1.50542E+12,2460008448,20228,,3311
1629330548,1.50676E+12,2421190656,20228,,3314
1629330549,1.50847E+12,2413043712,20232,,3315
1629330550,1.50853E+12,2412810240,20236,,3316
1629330552,1.50859E+12,2412904448,20236,,3318
1629330553,1.50865E+12,2412601344,20240,,3319
1629330554,1.50872E+12,2413027328,20244,,3320
1629330555,1.50964E+12,2480992256,20244,,3321
1629330557,1.51061E+12,2412920832,20248,,3323
1629330558,1.51067E+12,2413027328,20252,,3324
1629330559,1.51073E+12,2412834816,20252,,3325
1629330560,1.5108E+12,2412740608,20256,,3326
1629330562,1.51085E+12,2412752896,20256,,3328
1629330563,1.51089E+12,2412625920,20260,,3329
1629330564,1.51094E+12,2412810240,20260,,3330
1629330566,1.51243E+12,2497204224,20260,,3332
1629330567,1.51279E+12,2412957696,20264,,3333
1629330568,1.51283E+12,2412965888,20264,,3334
1629330570,1.51289E+12,2412818432,20268,,3336
1629330571,1.51294E+12,2412986368,20268,,3337
1629330572,1.51299E+12,2412675072,20268,,3338
1629330574,1.51303E+12,2412941312,20272,,3340
1629330575,1.51369E+12,2458533888,20272,,3341
1629330576,1.51491E+12,2412941312,20276,,3342
1629330578,1.51568E+12,2468466688,20276,,3344
1629330579,1.51674E+12,2413043712,20276,,3345
1629330581,1.51679E+12,2413064192,20280,,3347
1629330582,1.51683E+12,2412998656,20280,,3348
1629330583,1.51687E+12,2413088768,20280,,3349
1629330585,1.51707E+12,2422476800,20284,,3351
1629330586,1.51876E+12,2413006848,20284,,3352
1629330587,1.5188E+12,2412933120,20284,,3353
1629330589,1.51885E+12,2412920832,20288,,3355
1629330590,1.5189E+12,2412888064,20288,,3356
1629330591,1.51895E+12,2412859392,20292,,3357
1629330593,1.51899E+12,2412924928,20292,,3359
1629330594,1.51903E+12,2412937216,20296,,3360
1629330595,1.52003E+12,2482991104,20296,,3361
1629330597,1.52089E+12,2412752896,20296,,3363
1629330598,1.52093E+12,2412748800,20300,,3364
1629330599,1.52098E+12,2412883968,20300,,3365
1629330601,1.52103E+12,2412924928,20304,,3367
1629330602,1.52108E+12,2412371968,20304,,3368
1629330603,1.52113E+12,2412523520,20304,,3369
1629330605,1.52134E+12,2423259136,20308,,3371
1629330606,1.52298E+12,2412478464,20308,,3372
1629330607,1.52312E+12,2415321088,20312,,3373
1629330609,1.52486E+12,2412703744,20312,,3375
1629330610,1.5249E+12,2412564480,20312,,3376
1629330612,1.52494E+12,2412658688,20312,,3378
1629330613,1.52499E+12,2412572672,20316,,3379
1629330614,1.52503E+12,2412494848,20316,,3380
1629330616,1.52677E+12,2501070848,20320,,3382
1629330617,1.52687E+12,2412630016,20320,,3383
1629330618,1.52692E+12,2412470272,20324,,3384
1629330620,1.52697E+12,2412474368,20324,,3386
1629330621,1.52702E+12,2412593152,20328,,3387
1629330622,1.52707E+12,2412589056,20328,,3388
1629330623,1.52712E+12,2412421120,20332,,3389
