Date_time,CPU,Memory_Bytes,Disk_Usage,,Redis_Date_Time,,Disk_Usage_MB
1629986393,32101606547,11018240,480,,52,,0.48
1629986394,32156407516,10641408,492,,53,,0.492
1629986395,32209085980,10874880,504,,54,,0.504
1629986396,32246467405,10833920,512,,55,,0.512
1629986398,32283403893,11186176,524,,57,,0.524
1629986399,32341311103,11104256,536,,58,,0.536
1629986400,32395966701,11046912,544,,59,,0.544
1629986401,32437205021,10997760,556,,60,,0.556
1629986402,32478360734,11177984,564,,61,,0.564
1629986403,32535094611,11440128,576,,62,,0.576
1629986405,32591234546,11173888,588,,64,,0.588
1629986406,32630563389,11177984,596,,65,,0.596
1629986407,32674311608,11247616,608,,66,,0.608
1629986408,32731337590,11399168,620,,67,,0.62
1629986409,32772646689,11284480,632,,68,,0.632
1629986410,32829457655,11190272,640,,69,,0.64
1629986412,32870282951,11603968,652,,71,,0.652
1629986413,32912109041,11427840,664,,72,,0.664
1629986414,32970369589,11464704,672,,73,,0.672
1629986415,33030215054,11776000,684,,74,,0.684
1629986416,33073244315,11698176,696,,75,,0.696
1629986417,33112072457,11472896,708,,76,,0.708
1629986419,33164751085,11464704,716,,78,,0.716
1629986420,33219981449,11898880,728,,79,,0.728
1629986421,33260555662,11636736,740,,80,,0.74
1629986422,33299494561,11792384,752,,81,,0.752
1629986423,33354069189,11763712,764,,82,,0.764
1629986424,33411192993,11624448,772,,83,,0.772
1629986426,33452254848,11669504,784,,85,,0.784
1629986427,33493609916,11943936,796,,86,,0.796
1629986428,33534300862,12144640,808,,87,,0.808
1629986429,33591410864,12087296,820,,88,,0.82
1629986430,33645014971,11935744,828,,89,,0.828
1629986431,33687730770,12001280,840,,90,,0.84
1629986433,33731295734,12021760,852,,92,,0.852
1629986434,33788651929,12210176,864,,93,,0.864
1629986435,33845485290,12128256,872,,94,,0.872
1629986436,33884437098,11857920,884,,95,,0.884
1629986437,33922072037,12177408,896,,96,,0.896
1629986438,33976929312,12173312,908,,97,,0.908
1629986440,34031011448,12034048,916,,99,,0.916
1629986441,34071452081,11952128,928,,100,,0.928
1629986442,34110093948,12107776,940,,101,,0.94
1629986443,34164402755,12029952,952,,102,,0.952
1629986444,34203059757,12271616,964,,103,,0.964
1629986445,34256205083,12046336,972,,104,,0.972
1629986447,34294055383,12111872,984,,106,,0.984
1629986448,34334159986,12091392,996,,107,,0.996
1629986449,34387569277,12218368,1008,,108,,1.008
1629986450,34443214052,12341248,1020,,109,,1.02
1629986451,34480486287,12374016,1028,,110,,1.028
1629986452,34519363908,12464128,1040,,111,,1.04
1629986454,34571979396,12480512,1052,,113,,1.052
1629986455,34624528409,12627968,1060,,114,,1.06
1629986456,34662368636,12644352,1072,,115,,1.072
1629986457,34699463018,12558336,1084,,116,,1.084
1629986458,34751847546,12533760,1096,,117,,1.096
1629986459,34803698460,12750848,1104,,118,,1.104
1629986461,34844845220,13000704,1116,,120,,1.116
1629986462,34885347641,12767232,1128,,121,,1.128
1629986463,34926219589,12681216,1136,,122,,1.136
1629986464,34976956016,12947456,1148,,123,,1.148
1629986465,35032570675,12967936,1160,,124,,1.16
1629986466,35074337171,12652544,1172,,125,,1.172
1629986468,35120874010,12849152,1184,,127,,1.184
1629986469,35179933293,12779520,1192,,128,,1.192
1629986470,35239391858,12992512,1204,,129,,1.204
1629986471,35281783590,12939264,1216,,130,,1.216
1629986472,35323643009,13037568,1228,,131,,1.228
1629986473,35385011364,13312000,1236,,132,,1.236
1629986475,35446984715,12906496,1248,,134,,1.248
1629986476,35492859777,13426688,1260,,135,,1.26
1629986477,35537376107,13647872,1272,,136,,1.272
1629986478,35596311668,13578240,1284,,137,,1.284
1629986479,35639198112,13258752,1292,,138,,1.292
1629986480,35695983001,13705216,1304,,139,,1.304
1629986482,35743565148,13393920,1316,,141,,1.316
1629986483,35788565559,13094912,1328,,142,,1.328
1629986484,35845865064,13496320,1336,,143,,1.336
1629986485,35903578403,13557760,1348,,144,,1.348
1629986486,35944049589,13336576,1360,,145,,1.36
1629986487,35983803283,13836288,1372,,146,,1.372
1629986489,36036971018,13582336,1380,,148,,1.38
1629986490,36091454591,13541376,1392,,149,,1.392
1629986491,36132838842,13594624,1404,,150,,1.404
1629986492,36171333450,13725696,1416,,151,,1.416
1629986493,36223575107,13721600,1424,,152,,1.424
1629986494,36274548698,13832192,1436,,153,,1.436
1629986496,36312276452,13856768,1448,,155,,1.448
1629986497,36348949290,13512704,1460,,156,,1.46
1629986498,36386438332,13725696,1468,,157,,1.468
1629986499,36437459779,13778944,1480,,158,,1.48
1629986500,36487629792,13791232,1492,,159,,1.492
1629986501,36526336616,14102528,1504,,160,,1.504
1629986503,36564764585,13807616,1516,,162,,1.516
1629986504,36618126076,13873152,1524,,163,,1.524
1629986505,36667763202,14159872,1536,,164,,1.536
1629986506,36704920491,13963264,1548,,165,,1.548
1629986507,36741104492,14008320,1560,,166,,1.56
1629986508,36792696827,13840384,1572,,167,,1.572
1629986510,36845122873,13975552,1580,,169,,1.58
1629986511,36889197899,14606336,1592,,170,,1.592
1629986512,36927843938,14524416,1604,,171,,1.604
1629986513,36980978027,14651392,1616,,172,,1.616
1629986514,37018286588,14864384,1628,,173,,1.628
1629986515,37071259464,14680064,1636,,174,,1.636
1629986517,37109496120,14282752,1648,,176,,1.648
1629986518,37146419965,14893056,1660,,177,,1.66
1629986519,37197415201,14688256,1672,,178,,1.672
1629986520,37248552850,14540800,1680,,179,,1.68
1629986521,37286750079,14811136,1692,,180,,1.692
1629986522,37326747326,14823424,1704,,181,,1.704
1629986524,37380671177,14630912,1712,,183,,1.712
1629986525,37431486826,14630912,1724,,184,,1.724
1629986526,37467726763,14761984,1736,,185,,1.736
1629986527,37505709418,14872576,1748,,186,,1.748
1629986528,37558882644,14970880,1760,,187,,1.76
1629986529,37611765596,14675968,1772,,188,,1.772
1629986531,37650184043,14749696,1780,,190,,1.78
1629986532,37689135252,14688256,1792,,191,,1.792
1629986533,37728465399,14610432,1804,,192,,1.804
1629986534,37780533756,14987264,1816,,193,,1.816
1629986535,37831945277,14856192,1828,,194,,1.828
1629986536,37868380929,15003648,1836,,195,,1.836
1629986538,37905336965,15085568,1848,,197,,1.848
1629986539,37957903626,15040512,1860,,198,,1.86
1629986540,38008992662,15069184,1872,,199,,1.872
1629986541,38045972273,14987264,1884,,200,,1.884
1629986542,38082156435,15380480,1896,,201,,1.896
1629986543,38134148043,15196160,1904,,202,,1.904
1629986545,38185882619,15417344,1916,,204,,1.916
1629986546,38224763848,15228928,1928,,205,,1.928
1629986547,38261566465,15405056,1940,,206,,1.94
1629986548,38315287569,15560704,1952,,207,,1.952
1629986549,38352174278,15269888,1964,,208,,1.964
1629986550,38403516697,15429632,1972,,209,,1.972
1629986552,38442789348,15409152,1984,,211,,1.984
1629986553,38478810826,15544320,1996,,212,,1.996
1629986554,38530876754,15708160,2008,,213,,2.008
1629986555,38581708694,15577088,2020,,214,,2.02
1629986556,38619039522,15892480,2032,,215,,2.032
1629986557,38655627373,15663104,2040,,216,,2.04
1629986559,38707931107,15904768,2052,,218,,2.052
1629986560,38757655154,15867904,2064,,219,,2.064
1629986561,38793639769,16007168,2076,,220,,2.076
1629986562,38830498698,16011264,2088,,221,,2.088
1629986563,38884180044,16056320,2096,,222,,2.096
1629986564,38935971073,15982592,2108,,223,,2.108
1629986566,38971794826,16285696,2120,,225,,2.12
1629986567,39008820391,15732736,2132,,226,,2.132
1629986568,39046532506,15867904,2144,,227,,2.144
1629986569,39101554660,15802368,2156,,228,,2.156
1629986570,39152867576,15949824,2164,,229,,2.164
1629986571,39189263853,15810560,2176,,230,,2.176
1629986573,39227224057,16105472,2188,,232,,2.188
1629986574,39279097715,15904768,2200,,233,,2.2
1629986575,39330486486,15802368,2212,,234,,2.212
1629986576,39366505591,15966208,2220,,235,,2.22
1629986577,39403992587,15982592,2232,,236,,2.232
1629986578,39455848278,15958016,2244,,237,,2.244
1629986580,39507458610,16019456,2256,,239,,2.256
1629986581,39544422486,15990784,2264,,240,,2.264
1629986582,39582190510,15982592,2276,,241,,2.276
1629986583,39636036874,16252928,2288,,242,,2.288
1629986584,39673093163,16347136,2300,,243,,2.3
1629986585,39723028009,16203776,2312,,244,,2.312
1629986587,39760754699,16388096,2320,,246,,2.32
1629986588,39797626247,16449536,2332,,247,,2.332
1629986589,39847249505,16359424,2344,,248,,2.344
1629986590,39898798294,16297984,2356,,249,,2.356
1629986591,39936596583,16314368,2368,,250,,2.368
1629986592,39973801897,16322560,2380,,251,,2.38
1629986594,40026801267,16138240,2388,,253,,2.388
1629986595,40082007590,16084992,2400,,254,,2.4
1629986596,40120453922,16347136,2412,,255,,2.412
1629986597,40159952074,16203776,2424,,256,,2.424
1629986598,40216649801,16363520,2436,,257,,2.436
1629986599,40272149876,16547840,2444,,258,,2.444
1629986601,40309994160,16449536,2456,,260,,2.456
1629986602,40348255565,16646144,2468,,261,,2.468
1629986603,40387267354,16498688,2480,,262,,2.48
1629986604,40440082515,16670720,2492,,263,,2.492
1629986605,40493607438,16859136,2500,,264,,2.5
1629986606,40533103340,16699392,2512,,265,,2.512
1629986608,40569542744,16658432,2524,,267,,2.524
1629986609,40622598957,16605184,2536,,268,,2.536
1629986610,40675084751,16662528,2548,,269,,2.548
1629986611,40712590615,16695296,2556,,270,,2.556
1629986612,40751092278,16605184,2568,,271,,2.568
1629986613,40804462874,16773120,2580,,272,,2.58
1629986615,40855324034,16637952,2592,,274,,2.592
1629986616,40893212426,16904192,2604,,275,,2.604
1629986617,40931491379,16961536,2612,,276,,2.612
1629986618,40983210576,16912384,2624,,277,,2.624
1629986619,41020416585,16965632,2636,,278,,2.636
1629986620,41071037224,16920576,2648,,279,,2.648
1629986622,41111887300,17137664,2660,,281,,2.66
1629986623,41148816203,16949248,2668,,282,,2.668
1629986624,41199734258,16990208,2680,,283,,2.68
1629986625,41251164856,16982016,2692,,284,,2.692
1629986626,41289464722,17088512,2704,,285,,2.704
1629986627,41327944425,17145856,2712,,286,,2.712
1629986629,41381458449,17256448,2724,,288,,2.724
1629986630,41436435935,17227776,2736,,289,,2.736
1629986631,41477421815,17371136,2748,,290,,2.748
1629986632,41515462261,17305600,2756,,291,,2.756
1629986633,41571214291,17358848,2768,,292,,2.768
1629986634,41625761633,17399808,2780,,293,,2.78
1629986636,41666973869,17199104,2792,,295,,2.792
1629986637,41704004515,17235968,2804,,296,,2.804
1629986638,41739313788,17256448,2812,,297,,2.812
1629986639,41792942476,17453056,2824,,298,,2.824
1629986640,41844110302,17674240,2836,,299,,2.836
1629986641,41881323048,17510400,2848,,300,,2.848
1629986643,41917994564,17616896,2856,,302,,2.856
1629986644,41971250788,17612800,2868,,303,,2.868
1629986645,42024657057,17879040,2880,,304,,2.88
1629986646,42061507354,17629184,2892,,305,,2.892
1629986647,42098203809,17625088,2904,,306,,2.904
1629986648,42147897153,17739776,2912,,307,,2.912
1629986650,42200987519,17952768,2924,,309,,2.924
1629986651,42239318211,18132992,2936,,310,,2.936
1629986652,42276144994,17883136,2948,,311,,2.948
1629986653,42330206991,18108416,2960,,312,,2.96
1629986654,42366726435,18046976,2968,,313,,2.968
1629986655,42418820107,18042880,2980,,314,,2.98
1629986657,42456714802,17997824,2992,,316,,2.992
1629986658,42494614331,18030592,3004,,317,,3.004
1629986659,42547705354,18124800,3016,,318,,3.016
1629986660,42601921054,17989632,3024,,319,,3.024
1629986661,42639881072,18071552,3036,,320,,3.036
1629986662,42676952844,18096128,3048,,321,,3.048
1629986664,42733033068,18231296,3060,,323,,3.06
1629986665,42789704804,18366464,3072,,324,,3.072
1629986666,42829300505,18075648,3084,,325,,3.084
1629986667,42867140453,18108416,3092,,326,,3.092
1629986668,42920936672,18337792,3104,,327,,3.104
1629986669,42975844843,18374656,3116,,328,,3.116
1629986671,43014681628,18227200,3128,,330,,3.128
1629986672,43053739469,18337792,3140,,331,,3.14
1629986673,43091289381,18481152,3152,,332,,3.152
1629986674,43144737648,18366464,3160,,333,,3.16
1629986675,43197896756,18563072,3172,,334,,3.172
1629986676,43235780597,18382848,3184,,335,,3.184
1629986678,43289390223,19341312,3196,,337,,3.196
1629986679,43340513274,19423232,3208,,338,,3.208
1629986680,43393349501,19279872,3220,,339,,3.22
1629986681,43433035068,19320832,3228,,340,,3.228
1629986682,43471939151,19128320,3240,,341,,3.24
1629986683,43524151961,19738624,3252,,342,,3.252
1629986684,43579728429,19681280,3264,,343,,3.264
1629986686,43618561151,19562496,3276,,345,,3.276
1629986687,43658890855,19636224,3288,,346,,3.288
1629986688,43695284024,19431424,3296,,347,,3.296
1629986689,43748000633,19824640,3308,,348,,3.308
1629986690,43802979156,19705856,3320,,349,,3.32
1629986691,43840171920,19845120,3332,,350,,3.332
1629986693,43880692071,19808256,3344,,352,,3.344
1629986694,43933702777,19824640,3352,,353,,3.352
1629986695,43985114488,19718144,3364,,354,,3.364
1629986696,44022962674,19845120,3376,,355,,3.376
1629986697,44061494144,19832832,3384,,356,,3.384
1629986698,44114462503,19709952,3396,,357,,3.396
1629986700,44167518575,19709952,3408,,359,,3.408
1629986701,44204626601,19779584,3420,,360,,3.42
1629986702,44246314140,19881984,3432,,361,,3.432
1629986703,44303482129,19632128,3440,,362,,3.44
1629986704,44344556696,19648512,3452,,363,,3.452
1629986705,44397576268,19800064,3464,,364,,3.464
1629986707,44437905317,19611648,3472,,366,,3.472
1629986708,44476137825,19902464,3484,,367,,3.484
1629986709,44529867186,19869696,3496,,368,,3.496
1629986710,44582364094,19599360,3508,,369,,3.508
1629986711,44619846771,19423232,3520,,370,,3.52
1629986712,44657508184,19894272,3528,,371,,3.528
1629986714,44709801420,19685376,3540,,373,,3.54
1629986715,44763308575,19877888,3552,,374,,3.552
1629986716,44797971894,19816448,3564,,375,,3.564
1629986717,44834194230,19836928,3576,,376,,3.576
1629986718,44888490317,19865600,3588,,377,,3.588
1629986719,44940564525,19927040,3596,,378,,3.596
1629986721,44980412105,19841024,3608,,380,,3.608
1629986722,45017340589,20140032,3620,,381,,3.62
1629986723,45053386012,19894272,3632,,382,,3.632
1629986724,45104577857,20041728,3644,,383,,3.644
1629986725,45155726761,20279296,3652,,384,,3.652
1629986727,45194653416,20140032,3664,,386,,3.664
1629986728,45234012759,20422656,3676,,387,,3.676
1629986729,45285664371,20234240,3688,,388,,3.688
1629986730,45339133383,20213760,3696,,389,,3.696
1629986731,45375817381,20230144,3708,,390,,3.708
1629986732,45412363897,20344832,3720,,391,,3.72
1629986734,45463377670,20385792,3732,,393,,3.732
1629986735,45515851614,20299776,3740,,394,,3.74
1629986736,45553013118,20283392,3752,,395,,3.752
1629986737,45587196613,20213760,3764,,396,,3.764
1629986738,45637617669,20062208,3776,,397,,3.776
1629986739,45674587242,20246528,3788,,398,,3.788
1629986740,45728940411,20254720,3796,,399,,3.796
1629986742,45766667442,20410368,3808,,401,,3.808
1629986743,45803915289,20480000,3820,,402,,3.82
1629986744,45854033588,20561920,3832,,403,,3.832
1629986745,45905603352,20467712,3844,,404,,3.844
1629986746,45942421740,20668416,3856,,405,,3.856
1629986747,45979290389,20504576,3864,,406,,3.864
1629986749,46031193393,20389888,3876,,408,,3.876
1629986750,46085621161,20492288,3888,,409,,3.888
1629986751,46121833796,20529152,3900,,410,,3.9
1629986752,46157595915,20373504,3912,,411,,3.912
1629986753,46210546159,20807680,3920,,412,,3.92
1629986754,46262246787,20852736,3932,,413,,3.932
1629986756,46298996933,20774912,3944,,415,,3.944
1629986757,46338722661,20721664,3956,,416,,3.956
1629986758,46376382895,20692992,3968,,417,,3.968
1629986759,46427668540,20602880,3980,,418,,3.98
1629986760,46478006540,20828160,3992,,419,,3.992
1629986761,46514998331,20557824,4000,,420,,4
1629986763,46551902822,20762624,4012,,422,,4.012
1629986764,46603762066,20606976,4024,,423,,4.024
1629986765,46657059215,20922368,4036,,424,,4.036
1629986766,46697128495,20885504,4044,,425,,4.044
1629986767,46735682864,20877312,4056,,426,,4.056
1629986768,46790962258,21078016,4068,,427,,4.068
1629986770,46848396676,21155840,4080,,429,,4.08
1629986771,46891696954,20959232,4092,,430,,4.092
1629986772,46930271752,21159936,4104,,431,,4.104
1629986773,46984752353,21094400,4112,,432,,4.112
1629986774,47024292742,20979712,4124,,433,,4.124
1629986775,47079462339,21164032,4136,,434,,4.136
1629986777,47120427869,21200896,4148,,436,,4.148
1629986778,47161220253,21209088,4156,,437,,4.156
1629986779,47216669024,21110784,4168,,438,,4.168
1629986780,47270897256,21168128,4180,,439,,4.18
1629986781,47310525649,21422080,4192,,440,,4.192
1629986782,47348223020,21434368,4204,,441,,4.204
1629986784,47401678112,21291008,4212,,443,,4.212
1629986785,47455058227,21299200,4224,,444,,4.224
1629986786,47492902483,21417984,4236,,445,,4.236
1629986787,47530239793,21168128,4248,,446,,4.248
1629986788,47581765047,21413888,4256,,447,,4.256
1629986789,47636399849,21499904,4268,,448,,4.268
1629986791,47675425100,21450752,4280,,450,,4.28
1629986792,47715739439,21458944,4292,,451,,4.292
1629986793,47753739253,21585920,4300,,452,,4.3
1629986794,47808768176,21508096,4312,,453,,4.312
1629986795,47863067035,21479424,4324,,454,,4.324
1629986796,47902110149,21291008,4336,,455,,4.336
1629986798,47943124574,21766144,4348,,457,,4.348
1629986799,47996628381,21557248,4356,,458,,4.356
1629986800,48051387010,21880832,4368,,459,,4.368
1629986801,48093114457,21868544,4380,,460,,4.38
1629986802,48132548967,22290432,4392,,461,,4.392
1629986803,48186403287,21803008,4404,,462,,4.404
1629986805,48242698564,21766144,4412,,464,,4.412
1629986806,48280817511,21876736,4424,,465,,4.424
1629986807,48319964010,22077440,4436,,466,,4.436
1629986808,48375624854,22077440,4448,,467,,4.448
1629986809,48413373107,22044672,4460,,468,,4.46
1629986810,48470225787,22003712,4468,,469,,4.468
1629986812,48510710460,21995520,4480,,471,,4.48
1629986813,48549866071,21823488,4492,,472,,4.492
1629986814,48607824427,21794816,4504,,473,,4.504
1629986815,48663125119,22097920,4516,,474,,4.516
1629986816,48700041409,22167552,4524,,475,,4.524
1629986817,48738303466,22007808,4536,,476,,4.536
1629986819,48790897108,22376448,4548,,478,,4.548
1629986820,48841464572,22245376,4560,,479,,4.56
1629986821,48878097658,22302720,4572,,480,,4.572
1629986822,48917150738,22421504,4580,,481,,4.58
1629986823,48967404919,22441984,4592,,482,,4.592
1629986824,49017785703,22683648,4604,,483,,4.604
1629986826,49055110314,22822912,4616,,485,,4.616
1629986827,49093296450,22732800,4624,,486,,4.624
1629986828,49131276771,22470656,4636,,487,,4.636
1629986829,49184167510,22765568,4648,,488,,4.648
1629986830,49239272273,22818816,4660,,489,,4.66
1629986831,49277144143,22704128,4668,,490,,4.668
1629986833,49315400944,22867968,4680,,492,,4.68
1629986834,49366585853,22937600,4692,,493,,4.692
1629986835,49417810700,22753280,4704,,494,,4.704
1629986836,49453927974,22880256,4716,,495,,4.716
1629986837,49489466254,23113728,4724,,496,,4.724
1629986838,49543575543,23138304,4736,,497,,4.736
1629986840,49594988606,23060480,4748,,499,,4.748
1629986841,49632722188,23085056,4760,,500,,4.76
1629986842,49668613529,23388160,4772,,501,,4.772
1629986843,49703509144,23379968,4780,,502,,4.78
1629986844,49755618952,23093248,4792,,503,,4.792
1629986845,49808529693,22896640,4804,,504,,4.804
1629986846,49848038577,23121920,4816,,505,,4.816
1629986848,49887433943,23027712,4828,,507,,4.828
1629986849,49940939001,23261184,4840,,508,,4.84
1629986850,49994746860,23220224,4848,,509,,4.848
1629986851,50033411812,23027712,4860,,510,,4.86
1629986852,50070895293,23105536,4872,,511,,4.872
1629986853,50122790959,23318528,4884,,512,,4.884
1629986855,50176532874,23339008,4892,,514,,4.892
1629986856,50214957981,23384064,4904,,515,,4.904
1629986857,50251704218,23420928,4916,,516,,4.916
1629986858,50306214729,23351296,4928,,517,,4.928
1629986859,50343913120,23207936,4940,,518,,4.94
1629986860,50392970897,23379968,4948,,519,,4.948
1629986862,50430165818,23552000,4960,,521,,4.96
1629986863,50467897316,23621632,4972,,522,,4.972
1629986864,50519512311,23625728,4984,,523,,4.984
1629986865,50571755072,23744512,4996,,524,,4.996
1629986866,50609325643,23482368,5008,,525,,5.008
1629986867,50647244295,23617536,5016,,526,,5.016
1629986869,50701018057,23425024,5028,,528,,5.028
1629986870,50753375854,23371776,5040,,529,,5.04
1629986871,50792197918,23838720,5052,,530,,5.052
1629986872,50827898940,23932928,5064,,531,,5.064
1629986873,50878486736,23752704,5076,,532,,5.076
1629986874,50928984717,23973888,5084,,533,,5.084
1629986876,50966311377,23982080,5096,,535,,5.096
1629986877,51003157955,24055808,5108,,536,,5.108
1629986878,51039166888,24027136,5120,,537,,5.12
1629986879,51091457167,24043520,5132,,538,,5.132
1629986880,51140984598,23842816,5140,,539,,5.14
1629986881,51179539740,24080384,5152,,540,,5.152
1629986883,51216985416,24190976,5164,,542,,5.164
1629986884,51271674488,23982080,5176,,543,,5.176
1629986885,51321628597,23973888,5188,,544,,5.188
1629986886,51361244109,24166400,5196,,545,,5.196
1629986887,51402510672,23867392,5208,,546,,5.208
1629986888,51454357652,24010752,5220,,547,,5.22
1629986890,51506020043,24301568,5232,,549,,5.232
1629986891,51543621335,24080384,5244,,550,,5.244
1629986892,51579708650,23822336,5252,,551,,5.252
1629986893,51631705198,23248896,5264,,552,,5.264
1629986894,51667147519,23134208,5276,,553,,5.276
1629986895,51717399638,23465984,5288,,554,,5.288
1629986897,51752646976,23511040,5300,,556,,5.3
1629986898,51792256857,23527424,5308,,557,,5.308
1629986899,51844868470,23494656,5320,,558,,5.32
1629986900,51896100921,23662592,5332,,559,,5.332
1629986901,51931598780,23756800,5344,,560,,5.344
1629986902,51970142276,23842816,5356,,561,,5.356
1629986904,52021399525,23859200,5368,,563,,5.368
1629986905,52072554870,24088576,5376,,564,,5.376
1629986906,52109454000,24125440,5388,,565,,5.388
1629986907,52144766652,23928832,5400,,566,,5.4
1629986908,52197351493,23912448,5412,,567,,5.412
1629986909,52250933489,24027136,5420,,568,,5.42
1629986911,52288036297,24264704,5432,,570,,5.432
1629986912,52324650180,24256512,5444,,571,,5.444
1629986913,52362746341,24076288,5456,,572,,5.456
1629986914,52414882608,24469504,5468,,573,,5.468
1629986915,52466982751,24297472,5476,,574,,5.476
1629986916,52503430651,24563712,5488,,575,,5.488
1629986918,52542854291,24428544,5500,,577,,5.5
1629986919,52595816332,24629248,5512,,578,,5.512
1629986920,52651508045,24776704,5520,,579,,5.52
1629986921,52688089529,24743936,5532,,580,,5.532
1629986922,52726427519,24682496,5544,,581,,5.544
1629986923,52782292362,24907776,5556,,582,,5.556
1629986925,52839175454,24895488,5568,,584,,5.568
1629986926,52879319251,25030656,5576,,585,,5.576
1629986927,52918958406,24961024,5588,,586,,5.588
1629986928,52978448184,25165824,5600,,587,,5.6
1629986929,53020057936,25116672,5612,,588,,5.612
1629986930,53076433205,25329664,5624,,589,,5.624
1629986932,53114218230,25477120,5632,,591,,5.632
1629986933,53150655235,25243648,5644,,592,,5.644
1629986934,53202427864,25198592,5656,,593,,5.656
1629986935,53252075593,25018368,5668,,594,,5.668
1629986936,53289265523,25280512,5676,,595,,5.676
1629986937,53325748953,25325568,5688,,596,,5.688
1629986939,53378387624,25366528,5700,,598,,5.7
1629986940,53432932302,25149440,5712,,599,,5.712
1629986941,53471709069,25251840,5720,,600,,5.72
1629986942,53510374052,25546752,5732,,601,,5.732
1629986943,53564088011,25305088,5744,,602,,5.744
1629986944,53616611935,25354240,5756,,603,,5.756
1629986946,53655645006,25280512,5764,,605,,5.764
1629986947,53696358423,25300992,5776,,606,,5.776
1629986948,53737208250,25276416,5788,,607,,5.788
1629986949,53793047847,25255936,5800,,608,,5.8
1629986950,53847082630,24879104,5812,,609,,5.812
1629986951,53886019951,25325568,5824,,610,,5.824
1629986953,53923556316,25161728,5832,,612,,5.832
1629986954,53976421756,24981504,5844,,613,,5.844
1629986955,54028098524,25182208,5856,,614,,5.856
1629986956,54064797973,25464832,5868,,615,,5.868
1629986957,54102168425,25403392,5880,,616,,5.88
1629986958,54153333486,25518080,5892,,617,,5.892
1629986959,54203651392,25440256,5900,,618,,5.9
1629986961,54240980620,25661440,5912,,620,,5.912
1629986962,54277651717,25583616,5924,,621,,5.924
1629986963,54314510714,25513984,5936,,622,,5.936
1629986964,54366942800,25600000,5948,,623,,5.948
1629986965,54417251627,25808896,5960,,624,,5.96
1629986966,54453790748,25706496,5972,,625,,5.972
1629986968,54490919070,25673728,5984,,627,,5.984
1629986969,54543527744,25780224,5996,,628,,5.996
1629986970,54594451330,25792512,6008,,629,,6.008
1629986971,54631698423,25874432,6016,,630,,6.016
1629986972,54668765042,25792512,6028,,631,,6.028
1629986973,54721846782,25997312,6040,,632,,6.04
1629986975,54774010403,26210304,6052,,634,,6.052
1629986976,54810157130,26083328,6064,,635,,6.064
1629986977,54847775090,25919488,6076,,636,,6.076
1629986978,54899205918,26427392,6088,,637,,6.088
1629986979,54935843893,26308608,6100,,638,,6.1
1629986980,54986741050,26198016,6108,,639,,6.108
1629986982,55025251858,26370048,6120,,641,,6.12
1629986983,55061964494,26468352,6132,,642,,6.132
1629986984,55114841509,26128384,6144,,643,,6.144
1629986985,55168880856,26288128,6156,,644,,6.156
1629986986,55205565585,26337280,6168,,645,,6.168
1629986987,55243325829,26238976,6180,,646,,6.18
1629986989,55299172508,26095616,6192,,648,,6.192
1629986990,55354509408,26214400,6204,,649,,6.204
1629986991,55391078701,26279936,6212,,650,,6.212
